text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay.  Today we’re going to start off with a little bit of data work, all right, that we started – data.",teacher,21,2,,,0.0
[Inaudible] the data.,student,3,1,,,
"About computers.  Yes, Student D had the idea that maybe we should talk about computers today.  And so, I wrote a little question up here.  Not really a question, just some information that we have.  So Wal-Mart had computers for sale.  I want -- we’re going to make a graph to show this data.",teacher,54,2,,,0.0
They’re cheaper than that.,student,4,0,,,
"No, that’s not the price.  That’s the amount –",teacher,9,0,,,0.0
"Oh, I was about to say.",student,6,0,,,
"Oh, that’s a good point.  So it’s the amount of computers they have in stock.  Maybe I should just label it stock.  Okay? All right.  Student D, what can you tell me about this table, about this information that you know?  What does this table tell you before we start a graph.",teacher,52,1,0.0,,1.0
What?  What?,student,2,0,,,
What does this table tell you?,teacher,6,0,,,1.0
What?,student,1,0,,,
What does the information in this table tell you?  What is this table about?,teacher,14,0,,,1.0
"Oh, I know. [Inaudible] is 12.",student,6,0,,,
Is 12 what?  Has 12?,teacher,5,0,1.0,,0.0
Computers.,student,1,0,,,
Computers in stock.,teacher,3,0,,,0.0
Votes.,student,1,0,,,
"Not votes.  This is how many are in stock, like how many are at the store, okay?",teacher,17,0,,,0.0
All together?,student,2,0,,,
"So if you go into Wal-Mart, all right?",teacher,8,0,,,0.0
Yeah.,student,1,0,,,
"And you walk in and you know like sometimes you see – or Wal- Mart or even like Best Buy, you know, you see the computers?  Right?  All different kinds.  They have them lined up and you can normally play with them and try them out, yeah?  So, sometimes in stock – sometimes computers or things could either be in stock or out of stock.  What does it mean to be in stock?",teacher,73,1,,,1.0
Like they’re restocking. [Inaudible] not to touch my eye.,student,9,0,,0.0,
"Okay, what does that mean?",teacher,5,0,0.0,,1.0
Like –,student,2,0,,,
If someone.,teacher,2,0,,,0.0
Like when you ran out of them and you pack them back up.,student,13,0,,0.0,
"Okay, good.  So if it’s in stock, do they have them or not have them?",teacher,15,0,1.0,,0.0
Have them.,student,2,0,,,
"They have them, okay?   So how many Apple computers did they have, Student D? Twelve. Good.      Student B, what can you tell me about this?  Tell me some information just by looking at the table.",teacher,35,0,,,1.0
[Inaudible] number.,student,2,0,,,
"Okay, they have an even amount of each computer.  Okay.",teacher,10,0,,,0.0
[Inaudible],student,1,0,,,
Any more information you can tell me?,teacher,7,0,,,1.0
"Ooh, ooh, I know.",student,4,0,,,
Yep.,teacher,1,0,,,0.0
Apple is highest.,student,3,0,,,
"Okay, they have the most amount of Apple computers in stock. Good.  What do they have the least of?",teacher,19,0,,,0.0
[Inaudible] I mean – Compaq.,student,5,0,,,
"Compaq.  Yep, we don’t really know if we spelled that right.",teacher,11,0,1.0,,0.0
Compaq is not – A computer. -- [Inaudible],student,8,0,,0.0,
No?  It’s not a well-known one.  Are you asking or telling?,teacher,11,0,0.0,,1.0
Asking.,student,1,0,,,
"It’s just based on people’s preference.  So, some people might like Compaq’s more than they like Apples.",teacher,17,0,,,0.0
People more like Macs than PCs.,student,6,0,,,
What do they have kind of in the middle?,teacher,9,0,0.0,,0.0
The Sony.  Sony. Sony.  Sony.,student,5,0,,,
"Sony.  Yep, and what else?",teacher,5,0,1.0,,0.0
The Sony computers are good. And HP.,student,7,0,,,
"And HP, right?  Kind of the middle amount.  One thing I noticed is they have the same amount of HPs and Compaq’s as they do IBMs.  What do I mean when I say that?",teacher,34,0,1.0,,1.0
"No, I don’t know what you mean.",student,7,0,,,
"You don’t know?  So, if I – Both HP and Compaq, right? HP and Compaq.  When you hear and, what do you know to do? Add. Add.  As the same as what?",teacher,32,2,1.0,,0.0
Can I add it? IBM.,student,5,1,,,
"Right, ‘cause eight plus two is –",teacher,7,0,0.0,,0.0
Now I get it.,student,4,0,,,
-- ten.  Good.,teacher,3,0,,,0.0
Thirty-eight.,student,1,0,,,
Thirty-eight what?,teacher,2,0,,,0.0
Computers.,student,1,0,,,
"In all?  Good.  All right.  So, if you look back in your notebook, you’ve already – you good?",teacher,18,0,,,0.0
Uh-huh.,student,1,0,,,
"If you look back in your notebook, you’ve already made a graph. Remember?  We did these the other day.  I’ll hang them up so you can – you did two  --",teacher,31,1,,,0.0
"But we have to change the date, right?",student,8,0,,0.0,
"Well, yeah, you’ll put a new date.  You did these the other day, right?  We did food and we also did favorite game, okay?  So you’re going to make a graph today showing this information.  Would you like me to hang this up or do you want to just flip back in your notebook?",teacher,54,1,1.0,,0.0
I don’t know.  You can hang it up.,student,8,0,,0.0,
"Hang up?  Okay.  All right, so why don’t you open your notebook to a new page.  Thanks Student R.",teacher,19,0,1.0,,0.0
[Inaudible],student,1,0,,,
"Student E, you’re good?   Okay, put the date, please.  Today’s date.  Put today’s date.  You can write data at the top.",teacher,21,1,,,0.0
Today’s date is?,student,3,0,,,
The 11th.  1/11/11. You recorded it? Yeah.  You can copy down –,teacher,12,0,,,0.0
-- pencil.,student,2,0,,,
"Yep, you can copy down the table.  If you need to come closer, that’s fine.  Copy the table down and then you’re going to make a graph to go with it.",teacher,31,1,,,0.0
Okay.,student,1,0,,,
So we were recording when they were eating jalapenos? No.  When Student E was talking about something I started.  I wish I got Student D on recording for eating jalapenos.,teacher,30,0,,,0.0
Yeah [Inaudible],student,2,0,,,
All right.,teacher,2,0,,,0.0
[Inaudible],student,1,0,,,
"[Inaudible] I think you did one [Inaudible] the bar graphs – Student D, can you see that? So you got to figure out what numbers you’re going to put on the side, right? Can you see it, sweetie?",teacher,38,2,,,0.0
Yeah.,student,1,0,,,
"Okay. Can you see this?  Yes.  Okay, so if you need an example.  So what I’m asking you to do is copy down the table and then make a graph, which I’ve done back there.",teacher,35,1,,,0.0
[Inaudible],student,1,0,,,
Shhh.,teacher,1,0,,,0.0
Cry baby!,student,2,0,,,
Do you need help with the writing?,teacher,7,0,,,0.0
[Inaudible],student,1,0,,,
"All right, here, I’ll make you the table.",teacher,8,0,,,0.0
