text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Good morning, boys and girls.",teacher,5,0,,,0.0
"Good morning, Teacher.",multiple students,3,0,,,
"Okay.  Today in math we’re going to be working with graphs and we’re gonna work with a circle graph today.  We talked about a bar graph before, okay?",teacher,28,5,,,0.0
Yeah.,multiple students,1,0,,,
"But today we’re gonna be learning about a different type of graph.  Earlier in your warm-up this morning, Teacher had you to write down the definition of what a circle graph is. Right, boys and girls?",teacher,36,3,,,0.0
Yes.,multiple students,1,0,,,
"So, we’re gonna read the definition of what a circle graph is and then we’re gonna come back up here to the objective. So you will be very clear on what we’re gonna be doing in here today.  All right?  So let’s read this together. When I count to three, we’re gonna read this definition together. All right?  One, two, three.",teacher,61,2,,,0.0
A graph is a circle and its interior are divided into parts to show the part of a set of data.  The whole circle represents the whole set of data.,multiple students,30,8,,0.0,
Okay.  Are there any questions about the definition?,teacher,8,0,1.0,,1.0
No.,multiple students,1,0,,,
"You have a question, Student S?",teacher,6,0,,,0.0
"I have a question.  A circle, you said that a circle graph is a [Inaudible].  Right?",student,16,3,,0.0,
"It’s the same thing.  The circle graph, sometimes people call it a pie graph.",teacher,14,3,1.0,,0.0
So when you said circle graph it’s like cutting slices?,student,10,2,,0.0,
"It’s like slicing up the pie.  Very good.  Okay.  So, now, we’re gonna get back to that because, okay, Student A, you have a question?",teacher,25,0,1.0,,0.0
"So, is a circle graph like fractions?  Divide ‘em into parts.",student,11,4,,0.0,
"Okay.  ‘Cause that goes – very good.  That goes with our central question.  We’re jumping ahead a little bit but that goes with our central question because the question that I had today was when can a circle graph be used in math?  So, Student A just said that a circle graph can be used when we’re doing fractions.  Does anybody know another way that we can use a circle graph?  He had his hand up. Student D?",teacher,78,7,1.0,,1.0
"You can use a circle graph, like if you put all the [Inaudible] teachers and kids and stuff into here, you can put ‘em in parts and then you could like put ‘em – you can do it like Student S had her answer.",student,44,2,,0.0,
Okay.  So we could represent the three different classes in parts because we have – how many fourth grade classes do we have?,teacher,23,0,1.0,,0.0
Three.,multiple students,1,0,,,
"Three.  Very good.  That’s another way of using the graph.  You have one, Student B?",teacher,15,1,,,0.0
Yes.  We can use it in geometry.,student,7,1,,,
In geometry.  Yes.,teacher,3,1,1.0,,0.0
We can like – we can cut the little circle into parts and then we can shade like parts in it and then we can say – That can be like a fraction.,student,33,2,,0.0,
Yeah.  That can be like a fraction.  Very good.  You all have some good answers.   Yes?,teacher,16,1,1.0,,0.0
"I have an answer.  Like, if you have like pizza and if like you cut it in half and like if you have three – if people want cheese pizza and people want pepperoni, wanted [Inaudible] –",student,37,0,,0.0,
Mm-hm.,teacher,1,0,0.0,,0.0
"[Inaudible] and then these two wanted cheese pizza and then they divide it in half so they cut it in half for those two and cut it in half for those and then I might have a piece for like them over there.  Like one, two, three, four five. And then I add it all together and then it be one, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve.",student,72,2,,0.0,
Twelve pieces?  Okay.  How many pieces come in a pizza? Usually come in a pizza when you buy it?,teacher,19,0,1.0,,0.0
"Nine. Ten. Twelve. No, eight.",student,5,0,,,
Eight.  Usually eight slices.  Usually eight slices.,teacher,7,0,1.0,,0.0
It could be [Inaudible] piece and [Inaudible].,student,7,0,,,
"So since we talking about that now, before we get to the objective, yeah, ‘cause y’all on the roll today.  I like that.  We have – we had 16 people in our class.  Right?",teacher,34,0,0.0,,0.0
Yes.,multiple students,1,0,,,
I’m gonna give you a little warm-up right now.  We had 16.  Now we have 17.  Okay?  See if you can figure this out.,teacher,24,0,,,0.0
We had 16.  Now we have 17.,student,7,0,,,
Teacher wants to provide the class with pizza tomorrow.  Okay? This is your little warm-up [Inaudible].  All right?  But I want each of you to get two slices of pizza.  Okay?,teacher,31,0,0.0,,0.0
Hold on.,student,2,0,,,
I’m gonna buy pizza for the class tomorrow.  Teacher is gonna buy pizza for the class tomorrow.  I want each child in here to get two slices.  This is the question.  How many pieces will I have to buy?   Write it on the board. Teacher will buy pizza on Friday.  Okay?  I’m gonna buy pizza on Friday. Each student will receive – [whispers] – Hope I spelled that right. I think I did.  Receive two – I’m just putting the number two – slices.  How many pizzas will Teacher buy?,teacher,90,0,,,0.0
Wait.  Don’t say it y’all.,student,5,0,,,
Don’t say it yet.  Give people time.,teacher,7,0,1.0,,0.0
[Inaudible],student,1,0,,,
"I didn’t ask you.  I said all I wanna know is how many pizzas will I have to buy.  In order for each person to get two slices.  Okay? First, how will we work the problem?",teacher,36,0,,,0.0
"Oh, so you’re gonna –",student,5,0,,,
How will we work the problem?  Student S?,teacher,8,0,0.0,,0.0
You might have –,student,4,0,,,
How would I go about figuring out that?,teacher,8,0,,,1.0
You might have – you said two slices?  You might have to –,student,13,0,,0.0,
How many pieces will I need if each of my kids are to get two slices?  And I have 17 kids in here?,teacher,23,0,1.0,,0.0
You will need to –,student,5,0,,,
What operation will I need to use?,teacher,7,0,1.0,,0.0
[Inaudible],student,1,0,,,
Addition?  Subtraction?  Multiplication?,teacher,3,3,,,0.0
Multiplication.,student,1,1,,,
Or division?,teacher,2,1,,,0.0
Multiplication.,student,1,1,,,
"Which one?  Multiplication.  Okay.  Student S?  All right. We’re gonna give somebody else a chance.  She’s already said we’re gonna need to use multiplication.  Which is correct. Now, what numbers will we be using?",teacher,34,2,,,0.0
Tell the number.,student,3,0,,,
"No.  I want somebody else to do it.  Okay, Student D?  How many kids are in the classroom?",teacher,18,0,,,0.0
17.,student,1,0,,,
Okay.  17 students.  Student D.  17 students in the class. Because we had 16.  We have another student added to our class this week so now we have 17 class.  We have 17 students.  Miss W.  She’s in our class now so we have 17. She’s not here today but we have 17 students.,teacher,54,0,,,0.0
"Oh, yeah. That’s true.",student,4,0,,,
"So, I want each kid to get two slices.  What am I gonna do?  I have 17 students.  Tell me how I’m gonna work that problem, Student A.",teacher,28,0,,,0.0
"If we had 17, you would count each child by two.",student,11,0,,0.0,
"So I would say each child by two.  So if we said we using multiplication, I’m going to what?  Multiply two times what?  17.  All right.  I need somebody to work this problem ‘cause I – now I’m gonna call on somebody.  I’m gonna call on somebody.  To work this problem.  Let’s see. Student J.  I need you to work this problem.",teacher,62,2,1.0,,0.0
"Don’t [Inaudible] next time, okay.  That’s 17 times two?",student,9,0,,0.0,
We all are gonna get a chance in here today.  Let’s don’t get angry.  I can’t see that.  That’s too little.,teacher,21,0,0.0,,0.0
"Oh, I got it.  Yes, got it!",student,7,0,,,
Then what you gonna do?,teacher,5,0,0.0,,0.0
Two times one.  14.  Two.,student,5,0,,,
Go ahead.  Go ahead and finish the problem.,teacher,8,0,0.0,,0.0
Yes!,student,1,0,,,
Is that correct?,teacher,3,0,,,0.0
No.  Can I help?,student,4,0,,,
"Would somebody help her out?  I need Student S, help her out.",teacher,12,0,,,0.0
I can’t see Student J.,student,5,0,,,
"Have a seat, Student J.  She was on the right track.  That part of it is right.  That part of it is correct.",teacher,23,0,1.0,,0.0
That’s [Inaudible] but the two nines.,student,6,0,,,
What’s wrong with the problem?,teacher,5,0,0.0,,0.0
It’s [Inaudible].  Can I help her?,student,6,0,,,
What’s wrong with the problem?  Okay.,teacher,6,0,0.0,,0.0
I know it!,student,3,0,,,
"Come on, Student D.",teacher,4,0,,,0.0
You’re gonna have to do two –,student,7,0,,,
"Okay, let’s just erase it and work the problem.",teacher,9,0,0.0,,0.0
Two times one equals two.  [Inaudible] one equals three.,student,9,0,,0.0,
Okay.  All right.  The answer is 34.,teacher,7,0,0.0,,0.0
Yeah!,student,1,0,,,
"Now, she was on the right track.  The only thing that she didn’t do was carry her one.  Because two times seven is what class?  Fourteen.  And then two times one is what?",teacher,33,0,,,0.0
Two.,multiple students,1,0,,,
Two and one makes it what?,teacher,6,0,,,0.0
Three.,multiple students,1,0,,,
"Three.  So, I have to buy 34?",teacher,7,0,,,0.0
Yeah. No.,student,2,0,,,
That’s how many slices I’m gonna end up with.,teacher,9,0,,,0.0
You end about four. You end about four.,student,8,0,,0.0,
No.,teacher,1,0,0.0,,0.0
"And then you probably gotta do 34 times 17. No, 12.",student,11,0,,0.0,
No what we did?  Did we do that correctly?,teacher,9,0,0.0,,0.0
No.,multiple students,1,0,,,
How many slices to a pizza?,teacher,6,0,,,0.0
Eight. Twelve.,multiple students,2,0,,,
Hold on.,student,2,0,,,
How many slices to a pizza?,teacher,6,0,,,0.0
Eight.,student,1,0,,,
It’s eight.  Okay.  All right.  This is the amount that we need.  Okay.  So we’re not finished with this problem then. This is the amount that we need.  Right?,teacher,29,0,,,0.0
"Yeah, yeah.",student,2,0,,,
"So there’s eight slices to a pizza, right?",teacher,8,0,,,0.0
Yeah.,student,1,0,,,
"So now we’re gonna have to use another operation.  What operation are we gonna have to use, Student S?",teacher,19,0,,,0.0
Multiplica—no.  [Inaudible] We can use –,student,6,1,,,
"I’m gonna call on some people because some people is the same people.  What operation will we use, Student J?",teacher,20,0,1.0,,0.0
We would use –,student,4,0,,,
"We’ve already used multiplication.  Are we gonna use – so three left that we have a choice that we might use.  Addition, subtraction or division?",teacher,25,4,,,0.0
Oh! Addition.,student,2,1,,,
Why you say addition?  Student S?,teacher,6,1,,,1.0
Subtract?,student,1,1,,,
Why would we subtract?,teacher,4,1,,,1.0
[Inaudible] answer. Me?,student,3,0,,,
Student L?,teacher,2,0,,,0.0
Division.,student,1,1,,,
What are we dividing?,teacher,4,0,,,0.0
We are dividing two – no 18.,student,7,0,,,
Eighteen?,teacher,1,0,1.0,,0.0
Seventeen.,student,1,0,,,
Are we dividing?,teacher,3,0,,,0.0
"[Inaudible] are we dividing. Oh, I know.  We dividing 17.",student,10,0,,0.0,
Seventeen into what?,teacher,3,0,1.0,,0.0
Thirty-four.,student,1,0,,,
Seventeen into 34?,teacher,3,0,,,0.0
"Ooh – two. I have to think – two! Ooh, can I [Inaudible]?",student,13,0,,0.0,
"Okay.  So we divide 17 into 34, how many times can 17 go into 34?",teacher,15,1,0.0,,0.0
"Four.  One, two, three, four. [Inaudible] gonna multiply 17 times. Three.",student,11,1,,0.0,
You say three?,teacher,3,0,1.0,,0.0
That’s what I was just about to say.,student,8,0,,0.0,
"That’s too much.  So, it’s not three.",teacher,7,0,0.0,,0.0
Four. Four. [Inaudible] the board. Two. Ooh!,student,7,0,,,
"So, Student D.  How will we work the problem?",teacher,9,0,0.0,,1.0
Ooh!  I gotta go. Good luck [Inaudible]. [Inaudible] I gotta go. Five.  You can buy five pieces,student,17,0,,0.0,
Five?,teacher,1,0,1.0,,0.0
Yeah.  You can buy five pieces and you slice the pizza.,student,11,0,,0.0,
Five pieces which is five times eight is what?,teacher,9,0,1.0,,0.0
Four!  Oh my God! Five times eight.,student,7,0,,,
Forty.  I would have 40 what slices?  Right?,teacher,8,0,0.0,,0.0
Mm-hm.,student,1,0,,,
I would have 40 slices.  Okay.,teacher,6,0,,,0.0
I would have four pieces.  That makes me [Inaudible]. Can I do it? I want to.,student,16,0,,0.0,
I would have 40 slices and we need how many?  Thirty-four slices don’t we?  So that would make it safe if I bought five pizzas.  Okay.  All right.  Okay.  Let’s – we gonna go back to that. But right now I want to get into the lesson.  Let’s read the objective of what our expectations are today about graphs.,teacher,59,1,1.0,,0.0
Our objectives –,multiple students,3,0,,,
Okay.  Student S?,teacher,3,0,,,0.0
"Objective by the end of the lesson students will be able to read, inter –",student,15,0,,0.0,
Interpret.,teacher,1,0,0.0,,0.0
– interpret and construct a circle graph.,student,7,2,,,
