text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
Okay.  This afternoon we’re going to be doing a lesson on –,teacher,12,0,,,0.0
Fractions.,student,1,1,,,
"Fractions, percent equivalents and we’ve been working on this and let’s see if I just say to you I’m going to give you a percent and I wanna see if you can give me the equivalent fraction.  All right.  So let’s see if you can.  Let’s see if you remember some of them.  Some of them are tough, as you know, the eighths and the sixths.  We’ve been working on that.  Okay.  Now, how about 75 percent?  What would be the fraction equivalent of that?  Student K?",teacher,87,8,,,0.0
[Inaudible.],student,1,0,,,
Six-eights.,teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
Shh.  Shh.  Raise your hand please.  Three-fourths it would be equivalent to what fraction?,teacher,14,2,,,0.0
There’s two of them.,student,4,0,,,
Three-fourths would be equivalent to 70 so they’d be worth the same.  Correct?,teacher,13,1,,,0.0
Yes.,student,1,0,,,
"Student C?  Were you gonna say something?  Okay.  So what we’re going to be doing is comparing percents, fractions.  I got a tricky one for you, though, ’cause this is one that some of you get a little bit mixed up on, the one-eighth.  What would the percent be for one-eighth?  What would the percent be?",teacher,56,4,,,0.0
Twelve-and-a-half percent.,student,2,1,,,
Twelve-and-a-half percent.  Good.  And then how about one- sixth?  Student C?,teacher,11,1,,,0.0
[Inaudible.],student,1,0,,,
What is it?,teacher,3,0,,,0.0
Percent.,student,1,1,,,
Percent.  Good.  Okay.  So those are – those are always the trickier ones.  Right.  How about five-tenths?,teacher,17,2,,,0.0
[Inaudible.],student,1,0,,,
Student P?,teacher,2,0,,,0.0
[Inaudible.],student,1,0,,,
What is it?,teacher,3,0,,,0.0
Fifty percent.,student,2,1,,,
"Fifty percent.  Okay.  Good.  Okay.  So we’re going to look at the objective up here and we are gonna be identifying fraction and percent equivalents through reasoning about representations and known equivalents and relationships and then we’re gonna play the in between game. – two students demonstrate playing it.  So we’re all gonna watch ’cause I wanna make sure that everybody knows how to play the game.  Okay.  So the first thing that we’re gonna take out would be our little fraction cards.  Do you have your fraction cards, the yellow [inaudible]?  Everybody’s got them.  Hopefully.  I thought that maybe we’d use the whole pack but I don’t think we will today because some of them on here are – the numerator’s bigger than the denominator.  We need to talk about that.  Okay.  So if you would just take out the cards with the diamonds and you’re gonna play with a partner and we’re gonna be seeing how well you know your percents and your fraction equivalents. We’re gonna see how good you’re going to be doing on this. Student A?",teacher,181,13,,,0.0
Can we [inaudible]?,student,3,0,,,
Excuse me?,teacher,2,0,,,0.0
Can we choose our own partners?,student,6,0,,,
First we’re gonna do a demonstration and then we’re gonna all – I don’t know before we were doing all right with the partners that we chose before.  You want to maybe mix it up a little bit?,teacher,38,0,1.0,,0.0
Yes.,multiple students,1,0,,,
"Okay.  Okay.  So what I’d like you to do is first take out all of your little fraction cards and you see the diamond on the side, just the diamond ones and then put the other ones in a safe place for later on when we talk about improper fractions when the numerator is bigger than the denominator.  We haven’t really quite got to that section yet.  So just take out the cards with the little diamond on the side.  Do you have your cards?  Okay.  Everybody’s got them, hopefully.  Okay.",teacher,91,4,,,0.0
I left mine at home.,student,5,0,,,
"Okay.  Then you’re gonna just have to watch, then, if you don’t have them.  Okay.  You may be – oh, no.  You know what? You can sit with somebody that has them.  Okay.  But they shouldn’t be at home.  They should be brought in.  Okay.",teacher,45,0,1.0,,0.0
I forgot them.,student,3,0,,,
"Okay.   All right.  Now, in addition to having – two of you play you really need one deck of cards, correct.  So now take out, if you would, the rules for the game.  You’ve got the rules for the in between game that I gave you last week when we were working on it.",teacher,54,1,,,0.0
So we gotta go in between?,student,6,0,,,
"And if you have the rules you might also have, please sit down. Pleas sit down.",teacher,16,0,0.0,,0.0
[Inaudible.],student,1,0,,,
"Please sit down.  Please sit down, Student D.  You may also have your percent equivalent strip, too, that we worked on and we were right in the fractions, right below the percents.  You may have that also or you might have this one also.  That’s if you don’t know them still, you know, some of you may very well know them so – game it’s in your math handbook, okay, you have that so if you don’t have the rules but I think most of you know how to – kinda have a clue as to – we’re gonna do a demonstration on it anyway. Okay.  So everybody’s got all of those papers out.  What we will also need would be just a piece of scrap paper so that we’re gonna play five rounds of this game.  Okay.  And whoever – who’s gonna win the game?",teacher,146,4,,,0.0
Me.,student,1,0,,,
Who’s going to win the game?,teacher,6,0,,,0.0
Me.  [Inaudible.],multiple students,2,0,,,
When somebody –,teacher,3,0,,,0.0
Got the lowest –,student,4,0,,,
"Right.  Has the lowest number.  Right.  When somebody has the lowest number they will be the ones that win.  So you’ve got everything out that we need.  I – Student D, can you pass out a small piece of math paper to everybody?  So we’ll use this to, you know, mark rounds, one round, two rounds, three rounds, four rounds and five rounds and whoever wins is the winner.",teacher,69,0,,,0.0
We play five rounds?,student,4,0,,,
"We’re gonna play five rounds.  Yeah.  Okay.  So first though, I think before we even do anything what I’d like to do is have a little demonstration just to be sure that people remember.  There’s something on the floor, honey.  I don’t know if that’s one of the cards.  I don’t know.",teacher,52,0,,,0.0
[Inaudible.],student,1,0,,,
Pardon me?,teacher,2,0,,,0.0
The cards.,student,2,0,,,
Is somebody’s initials on that?,teacher,5,0,,,0.0
No.,student,1,0,,,
No?,teacher,1,0,,,0.0
I don’t think it’s mine.,student,5,0,,,
"Well, there should be initials on the back.  No.  Okay.",teacher,10,0,0.0,,0.0
"Yeah, I put all my initials [inaudible].",student,7,0,,,
