text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay.  I think it’s working.  Alright, so the first thing – everyone got their homework back, correct?",teacher,17,0,,,0.0
Yes.,multiple students,1,0,,,
"Student M, you don’t have your homework?",teacher,7,0,,,0.0
No.,student,1,0,,,
Did you hand it in?,teacher,5,0,,,0.0
Yes.,student,1,0,,,
Did you go look over there for it?,teacher,8,0,,,0.0
Mm hm.,student,2,0,,,
And you don’t have it.,teacher,5,0,,,0.0
I packed it home.,student,4,0,,,
"Go look for it ‘cause otherwise it’s a zero.  Please put your homework aside.  The first thing we’re gonna do are quizzes.  Pass them down your row and put them upside down like every day.  Student G, Student D; oh, Student N’s is in that pile.",teacher,46,0,,,0.0
This is my [Inaudible].,student,4,0,,,
"Yup.  So pass them down.  When you get your own, flip it over. Student T, do you not have yours?  Student T, what are you on?",teacher,26,0,,,0.0
12’s.,student,1,0,,,
12’s?  Student D it’s – Student T’s in that pile?,teacher,10,0,,,0.0
No.,student,1,0,,,
No?  Okay.,teacher,2,0,,,0.0
[Inaudible].,student,1,0,,,
She’s in the front row.  We just couldn’t find hers.  That’s perfect.,teacher,12,0,,,0.0
[Inaudible]. She just didn’t really – oh.,student,7,0,,,
Alright.  Everyone’s should be upside down.,teacher,6,0,0.0,,0.0
I’m not on my 10’s.  [Inaudible].,student,6,0,,,
Is that Student D’s?,teacher,4,0,0.0,,0.0
No.  This is Student D.D.; this is Student D.C.,student,9,0,,0.0,
"Okay, give Student D.C. his.  And what are you on Student D?",teacher,12,0,1.0,,0.0
9’s.,student,1,0,,,
"9’s?  Okay.  Alright.  Everyone’s quiz should be upside down. Homework should be to the side.  Let me just get Student D.C.’s – here you go.  On your mark, get set, flip. Student C, can you go get the two black markers that are on my desk please? And flip!  Pass the quizzes to your right, then pass them back. Student N, you can leave them on the table with the tablecloth, okay?  We are going to take our unit test for this unit this week sometime.  Girls?  Put those away! Either probably Wednesday we’ll take our end of unit assessment on this unit.  Today we are going to review a whole bunch of things we’ve been working on for the past month or so.  Student C, put that away. First we’re gonna review the homework over the weekend.  We are gonna review some old questions that are similar to the test word problems.  Then we are going to work on multiplication and division word problems.  Okay?  Obviously we’re gonna solve some of our own and then you are gonna work on creating your own. The first thing I want to do is go over the homework though.  So please turn to the first page, which is the multiplication clusters.  Page 58 I think; 57 we did in class and you had to finish 58 for homework. Student Z?  Did you hand it in?  I would pass back all the homework. Look in your – well the people that finished it in class put it in their folder.  They didn’t hand it in.  If for some reason you don’t have it, you need to take out your math notebook and take all these notes.  You need to write down every cluster. Student N?",teacher,292,8,,,0.0
Can I leave my desk?,student,5,0,,,
"You may go get it.  Student A, can you please get Student N’s folder out of her desk, and Student J, can you please turn off a light.",teacher,28,0,1.0,,0.0
Do you want me to go that way?,student,8,0,,0.0,
Student A’s getting it for you.,teacher,6,0,0.0,,0.0
[Inaudible].,student,1,0,,,
That’s fine.,teacher,2,0,,,0.0
Okay.,student,1,0,,,
"You could do both. That’s fine Student N.  Just walk away now! Well the first one we’re gonna solve is Set D.  Remember, in multiplication clusters, there’s a series of problems to help you solve the final problem.  You might use all of them.  You might use one of them.  You might use two of them.  They’re just supposed to be easy problems that you can solve really quickly and they will somehow help you solve the harder problem at the end. Who can read to me the three cluster problems for Set D?  Student C?",teacher,96,1,,,0.0
63 times 10.,student,3,0,,,
Okay.,teacher,1,0,,,0.0
60 times 11; and 3 times 11.,student,7,0,,,
And then what is the final problem?,teacher,7,0,0.0,,0.0
63 times 11.,student,3,0,,,
"Okay.  So the first three problems are supposed to be easy to solve.  Who can solve – I’ll pull.  Um, Student G, what’s 63 times 10?",teacher,26,0,,,0.0
63 times 10 is 630.,student,5,0,,,
"630.  Good.  Um, Student H, what’s 60 times 11?",teacher,9,0,1.0,,0.0
660?,student,1,0,,,
"660.  Good.  And, Student [G]’s not here. Student M, what’s 3 times 11?",teacher,13,0,,,0.0
33.,student,1,0,,,
"33.   Those three problems are all very easy to solve.  You didn’t need to do any – you can all mentally, correct? Okay, who can tell me how you used one, two or three of those three problems to help you solve 63 times 11?  Who can tell me what they did?  Student K.[T.], what did you do?",teacher,58,0,,,1.0
I did [Inaudible].,student,3,0,,,
"So you added 60 times 11 to 3 times 11.  And so, if we wanted to write how we were writing them when we were practicing that, you could say 63 times 11 equals 60 times 11 plus 3 times 11.  And then you have your 60 groups of 11, 3 more groups of 11 to equal 63 groups of 11 – 660 plus 33 equals 693.  Correct?",teacher,68,0,,,0.0
Yeah.,student,1,0,,,
"Good.  If you can get a tissue – you can go get a tissue Student D if you need one.  Did anyone use a different strategy?  Did anyone use 63 times 10 to solve this? Student S, what did you do?",teacher,41,0,,,1.0
"I did 63 times 10 equals 630 and then 63 to that equals [Inaudible] and then I got, I got 693.",student,21,0,,0.0,
"Good.  So you just added another group of 63, right?",teacher,10,0,1.0,,0.0
Yeah.,student,1,0,,,
"Okay.  So 63 times 11 would equal 693.  So she started with the 63 times 10 and added one more group of 63.  If you were representing an array, representing this equation with an array, this is not gonna be drawn to scale in any way ‘cause I’m not a good artist.  But, if you wanted to do what Student K did, you would have the 11 here, the 63 here, and she split it way over on the side so it’s 60 by 3, right?  This is 11 times 60 and this is 11 times 3. Questions about that?  Student [J] do you have questions?  I’m just asking ‘cause you said you were confused, remember? Alright; next problem.  Who can give me the three clusters?  Student K.A.",teacher,128,4,,,1.0
"Set E, right?",student,3,0,,,
"Set E, yes.  Are there more than three?  I’m sorry.  Okay.",teacher,11,0,,,0.0
5 times 12; 10 times 12; 25 times 6; 50 times 6.,student,12,0,,0.0,
And what is the final problem?,teacher,6,0,0.0,,0.0
25 times 12.,student,3,0,,,
"Okay.  This is interesting.  Okay.  I’m gonna call on people for these answers.  Everyone should have their homework done anyway.  This is not your class.  Student H, what is 5 times 12?",teacher,32,0,,,0.0
60.,student,1,0,,,
"Student Z, what is 10 times 12?",teacher,7,0,,,0.0
120.,student,1,0,,,
"Student [J], what is 25 times 6?",teacher,7,0,,,0.0
[Inaudible].,student,1,0,,,
Yes.  And remember you should always know 25 times 4 equals what?  Anyone?,teacher,13,0,,,1.0
"Ooh, ooh.",student,2,0,,,
You can just say.,teacher,4,0,,,1.0
100.,student,1,0,,,
"A hundred.  You have to know 25 times 4.  There’s four quarters equals $1.00, right?  100 cents.  25 times 4 equals 100. That’s a really important fact to know.  It can – did I say 24?  25 times 4 equals 100.  25 times 6 is 150.  And then who can tell us 50 times 6?  Student D.C.?",teacher,57,2,,,0.0
300.,student,1,0,,,
"Good.  And you could do that because you could know 5 times 6 is 30.  So 50 times 6 is 300.  Also, you’re doubling 25 times 6, so you can double that answer, okay? Student K, do you have a question?",teacher,41,0,,,0.0
No.  I was just wanting to share [Inaudible].,student,8,0,,0.0,
"Oh, you want to share what you did?",teacher,8,0,1.0,,1.0
Yes.,student,1,0,,,
Okay.  You can go.,teacher,4,0,,,0.0
"I did 25 times 6, but I did it two times.",student,11,0,,0.0,
"Okay, so you split the 12.  So you wrote 25 times 12 equals 25 times 6 plus –",teacher,18,0,1.0,,0.0
25 times 6.,student,3,0,,,
"Okay.  So you used this problem and 25 times 6 is 150, so 150 plus 150 equals –",teacher,18,0,,,0.0
Is 300.,student,2,0,,,
"300.  Alright, did someone use a different strategy?  Student C?",teacher,10,0,,,1.0
"What I realized, I remember once in the talks when you multiplied one and then half another and in 50 times 6, they half 50, 25 and you double the 6.  So it made the same answer.",student,37,1,,0.0,
"As the problem.  Nice observation Student C.  Do you remember last week I taught you and I showed you the array.  If you double one number and cut the other number in half, you’re gonna come up with an equal equation or expression. So, in 25 times 12, if you double the 25, you get 50 and if you take half of the 12, you get 6.  So 50 times 6 should equal the same thing as 25 times 12 and does it?",teacher,83,3,1.0,,0.0
Yes.,student,1,0,,,
"Yes.  Student D.C., do you have a question?",teacher,8,0,,,0.0
"No, I just wanted to [Inaudible].",student,6,0,,,
"Okay, what did you do?",teacher,5,0,0.0,,1.0
