text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"All right.  Everyone has a cube, correct?",teacher,7,1,,,0.0
Yes.,multiple students,1,0,,,
And a [stamp].,teacher,3,0,,,0.0
Yes.,multiple students,1,0,,,
"Right.  You should be working with the person sitting next to you.  We want you to have a cube and a stamp.  Okay?  We all know what a cube is, correct?",teacher,31,2,,,0.0
Yes.,multiple students,1,0,,,
All right.  The stamp represents one square unit.  Okay?  The stamp represents one square unit.  So everyone look at the cube.  Let’s look at the cube.  How many surfaces are there on the cube?,teacher,34,7,,,0.0
Six.,student,1,0,,,
"Raise your hand, please.  Remember, we do not speak out. So you are looking at the cube.  How many surfaces are there?  There are six surfaces.  There’s one, [inaudible] is one, one on the bottom, and one on top.  Now, this stamp represents one square unit.  Okay?  This stamp represents one square unit. If I cover all the surfaces with a stamp, how many square units will that be?",teacher,69,7,,,0.0
Six.,student,1,0,,,
"Do not speak out.  Raise your hand, please.  How many square units with one?",teacher,14,2,,,0.0
[Inaudible] equal to six square units.,student,6,2,,,
Okay.  Six square units.  There’s one here – everyone is looking – another one.  Okay?,teacher,15,2,1.0,,0.0
Yes.,student,1,0,,,
"Both sides, top and bottom.  Six square units.  Correct?",teacher,9,2,,,0.0
Yes.,student,1,0,,,
"Now, today’s objective, everyone, is surface area.  How many of you have seen this term before?  We found the area of a shape, the perimeter of a shape, the volume of a shape.  So now we’re going to work to find the surface area of the dimensional shape.  So let’s look at the term “surface area.”  When you see the term surface area, what does that mean?  What are they asking for?  What are they looking for?  Yes, Student C?",teacher,80,12,,,0.0
[Inaudible] the surfaces of a cube.  We have to find the area of it.,student,14,2,,0.0,
Okay.  Student C said we have to look at the surfaces of a cube.  Does it always have to be a cube everyone?,teacher,23,2,1.0,,0.0
No.,multiple students,1,0,,,
"What else could it be, Student C?",teacher,7,0,,,1.0
A rectangle.,student,2,1,,,
[Inaudible] rectangle.,teacher,2,1,,,0.0
A rectangular prism.,student,3,2,,,
"Oh, you saw not just a rectangle but a rectangular –",teacher,11,2,,,0.0
Prism.,multiple students,1,1,,,
"Prism, right?",teacher,2,1,,,0.0
Yes.,multiple students,1,0,,,
"Okay, Student C, repeat what you said again?",teacher,8,0,,,0.0
"We have to look for the surface of a rectangular prism, and the area.",student,14,3,,0.0,
Okay.  She’s saying we have to find the surfaces and the area of the rectangular prism.  Can someone answer that for me? Can someone answer that?  Yes [inaudible].,teacher,28,3,1.0,,0.0
You also have to find the volume.  You have to find the [inaudible].,student,13,1,,0.0,
"Okay, what Student W said – okay.  We have to find the length, the width, and the height.  So before we can find the surface area, we have to figure out what is the length, what is the width. We have to find out – what [inaudible], if we want.  What word describes length, width, and height?  What’s that word I’m looking for?  What one word describes length, width, and height?  Yes.  Starts with a D.",teacher,76,6,1.0,,0.0
Dimension.,multiple students,1,1,,,
"Dimensions.  Dimension.  [Inaudible] we need to find the dimensions of the prism, okay?  So what I want you to do as a group – I’m going to give each group a rectangular prism. Why is it called a rectangular prism?  Student J?",teacher,42,8,,,1.0
It’s a 3-D shape and then [inaudible] rectangles.,student,8,1,,0.0,
Okay.  It’s a 3-D shape and the base is a –?,teacher,11,0,1.0,,0.0
Rectangle.,multiple students,1,1,,,
"Rectangle.  Okay.  So I’m giving each group a rectangular prism.  You will work as a group to find how many stamps – everyone listen – find how many stamps of surface area of the rectangular prism.  Do not take it apart, please.  It’s not a toy, remember.  Each group has a rectangular prism. Yes?",teacher,54,9,,,0.0
"Do you mean that [inaudible] both sides, the length, the width, and the height [inaudible].",student,15,1,,0.0,
"Okay.  Remember, you’re working together. In addition to the rectangular prism, I am going to give each group a piece of chart paper, and you have to show me how you figured out the answer.  Each group will have a chart paper.  So many faces again does this rectangular prism have?",teacher,51,5,0.0,,0.0
Six.,multiple students,1,0,,,
"Six faces.  So we’re going to figure out how many stamps it will take to cover the entire rectangular prism.  Okay?  I will give you a piece of paper.  You have to show me how you solved the problem. [Inaudible] one, two, three, four.  [Inaudible.]",teacher,45,2,,,0.0
[Inaudible.],multiple students,1,0,,,
We’re finding the surface area.  [Inaudible] area.,teacher,7,3,,,0.0
[Inaudible.],multiple students,1,0,,,
[Inaudible.] Okay.  Someone should be taking notes.,teacher,7,0,,,0.0
"I will, because [inaudible].",student,4,0,,,
"[Inaudible] ideas.  Let’s see what I have here.  Working together as a group.  That means all four of you, working together.  [Inaudible.]",teacher,22,0,,,0.0
[Inaudible.],multiple students,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
