text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Good morning, everyone.",teacher,3,0,,,0.0
"Good morning, Mr. G.",student,4,0,,,
"Remember, I want a few people, excuse me, a few people, a few assistants, and I know I have Student R.  Yes, good job. Yes.  Now, yesterday morning we were – let me wait for Student R – Student R, yes. Student R.  Nice.  And we don’t have Student N’s attention.  That’s good, very good, Student N.  And Student R.  And Student R. And Student K, you don’t need that Student K.  Student K, you don’t need that.  Student K, I need your attention. Yes, Student M?",teacher,87,0,,,0.0
I need to get something from [inaudible].,student,7,0,,,
"Now listen, remember we were building our tower, and we did quite, quite a bit with that multiple tower, building it up.  And we have a few people that did it here, we have a few people that did it.  The other people did it over there, and we have it out there. And now we’re going to do a little bit extra, extra math.  And you should be able to do – after you build your tower, Student K, after you build your tower, you should be able to write and predict.  So after you predict, you write the multiplication.  You write the multiple.  You write the multiple of 10.",teacher,111,4,0.0,,0.0
Then you write the equation.,student,5,1,,,
"Okay, then you write the equation.  With the prior knowledge that we built the tower in, remember the 10 multiple, the 5th multiple, and different stage of the multiple.  So two building, building, build two-digit multiple tower.  Now we’re moving on from the single multiple tower, like we did 3…",teacher,50,7,1.0,,0.0
4.,student,1,0,,,
We count by…,teacher,3,0,,,0.0
We did 60.,student,3,0,,,
"Wait a minute, hold on.  Three…",teacher,6,0,,,0.0
30.,student,1,0,,,
"No, 3, 6, 9, 12.  We’re counting by three. We’re skip counting by three.  3…",teacher,15,0,,,0.0
"6, 9, 12, 15.",multiple students,4,0,,,
You all aren’t paying attention.,teacher,5,0,,,0.0
"18, 18, 18, 181 21. 24. 27.",student,7,0,,,
27.,teacher,1,0,1.0,,0.0
30. 33.,student,2,0,,,
"33, right.  That way we build to the 10th digit.  Let’s start again.  If we add our 10th, then it becomes what? 30… Right? Pay attention.  Hold on.   Hold on, Student K.  30.  Look, look, wait for your turn.  Look at me.",teacher,42,2,,,0.0
30. 60. 90. 120.,student,4,0,,,
Good job.,teacher,2,0,,,0.0
150.,student,1,0,,,
150.,teacher,1,0,,,0.0
180.,student,1,0,,,
180.  So is that 6? Is that 6?,teacher,8,0,,,1.0
Yes.,student,1,0,,,
"6, that’s it.  And then, let’s continue.",teacher,7,0,,,0.0
110.,student,1,0,,,
No!,multiple students,1,0,,,
"No, no, wait a minute, we’re counting by 30, right?",teacher,10,0,,,0.0
"180, 210? 230.",student,3,0,,,
"210, 40, 24…",teacher,3,0,,,0.0
270. And then 300.,student,4,0,,,
"Now, this is the kind of [inaudible] revision, and remember we use these to kind of make it even more effective.  Student K, Student K, Student K.  Yes.   That could be a tower too, because we use all these.  But yesterday the best that I learned about you is when we were doing this tower using only two digits, only two digits – she was [inaudible] – only two digits and I find out there are some people – and you know these are going to go up there – I find out there are some people that did an even better wonderful job.  And they keep on asking how many other ways.  And they did other ways.  They use other ways. And now we kind of do other.  Now, I looked at this one and I see that person.  That’s what we’re going to continue working on this morning, right?  I take this person, that’s Student V’s, and we remember what we had is that person built a tower up to 16 and his biggest number was what?",teacher,179,3,,,0.0
44.,student,1,0,,,
"44.  And he worked -- that wasn’t a he, that’s a she -- she worked up to different, right?  She did it by to build a tower we said that the best way you could help yourself is really getting it by layers and dividing it into – oh, I see division – dividing it into groups.  Groups. You could divide it into 5 groups.  You could divide your tower into tenth group, and you could divide your tower into fourth. See? Because we are doing it for 16th, and that person decide to do it in 1, 2, 3…",teacher,100,5,,,0.0
Ooooh!,student,1,0,,,
"Yeah, and I’m glad you realize.  You didn't even recognize. Then what she did even, an extra one, she wrote…",teacher,20,0,,,0.0
The equation.,student,2,1,,,
