text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay.  All right.  All right.  Today we’re gonna continue with making our boxes.  But we’re gonna do something a little bit different today.  Today, the packaging factory doesn’t want all the same size packages.  And, remember that each of our cubes was a package?  And the things we made were the box. Now, we’re gonna have some different size packages in our boxes today.  So, we’re gonna have a package that looks like this.  Like this.  Like this.  A nice long one.  And then a real big package and one that looks like this. So, what we’re gonna begin to do this morning is I’m going to give you the worksheet and I’m going to have you make a box. Everybody is making the same box today and it’s already framed for you.  All right?  So, you’re gonna make this box and you have the extensions to put on the box. So, everybody’s gonna make a box.  When I give you the sheet I’m gonna ask you to tell me what size box you think this is going to be.  Okay?  So, could you pass them out?  I can’t have Student D pass them out because he is not part of the [Inaudible]. Okay, Student J.  I’m sorry, Student J, what did you say?",teacher,214,1,,,0.0
Can I get some scissors?,student,5,0,,,
"I’ll bring you some scissors, okay?",teacher,6,0,1.0,,0.0
Okay.,student,1,0,,,
We need some of the other packages.  I need some of the other. All right.  Scissors?,teacher,16,0,,,0.0
Mm-hm.,student,1,0,,,
Anybody else need scissors here?,teacher,5,0,,,0.0
I need scissors.  Thank you.,student,5,0,,,
"Okay.  You may begin cutting.  While you’re cutting I want you to think about as I finish passing out the papers, what are the dimensions of this box going to be?  If anybody knows right now.",teacher,36,1,1.0,,0.0
Thank you. Thank you.,student,4,0,,,
You may start cutting.  Okay.  I have to give you the extension.  There’s an extension to go around the top of the box.,teacher,23,0,,,0.0
Teacher?  I know the dimensions.,student,5,1,,,
"Well, you haven’t got the extension yet.  Here comes the extension.  All right.  Here’s the extension.  Actually you don’t need these two.  Let me just leave –",teacher,27,0,0.0,,0.0
Okay. [Inaudible].  Why do we need it?,student,7,0,,,
Because the extension’s gonna go on the box.,teacher,8,0,1.0,,0.0
Oh.,student,1,0,,,
"Did you get extension [Inaudible]?  You guys got two of the same.  That was [Inaudible]  problem.  You don’t need two of these.  Yeah.  If anybody does not have an extension, let me know.  After you fold the small box, the extension will go on.  Has anybody figured out just by looking at the pattern what the box is gonna look like?  You’ve got two dimensions.  You got two dimensions.  [Inaudible] said six by four.  Two dimensions.  And what’s the third dimension? Has anybody been able to figure that out?",teacher,89,4,,,1.0
[Inaudible]?,student,1,0,,,
Remember you have to have the extension.  And the extension shows you how it’s gonna – Box 1 is actually gonna look like.,teacher,23,0,,,0.0
[Inaudible],student,1,0,,,
That looks good.  Oops.  [Inaudible]. Yeah.  Here are your extensions.  Okay?  What?,teacher,12,0,,,0.0
Do you have tape?  Tape?  Tape?,student,6,0,,,
Oh.  There you go.  All right.  Anybody got a clue yet?,teacher,11,0,0.0,,0.0
Me.,student,1,0,,,
We know Student A said it was six times four but we needed one more dimension.,teacher,16,1,,,0.0
Six times four.  This is – Five?,student,7,0,,,
Times five?,teacher,2,0,1.0,,0.0
Times two.,student,2,0,,,
Times two?,teacher,2,0,,,0.0
That’s what I said.  Six times four.,student,7,0,,,
"Okay.  Are you looking at the diagram of how to add the extension to the box?  Even though this is a three box, you’re just gonna add it after you fold your box.",teacher,33,2,0.0,,0.0
Six times four times three.,student,5,0,,,
"Six times four times three.  Let’s everybody make it and see if it’s right.  You need to get your box made before you play with the cubes, okay?  Work with the cubes.  What?  Okay. So you need to be cutting up. Wasn’t this a double?  Yeah, you should have cut this all together. See?  Let me give you another one.  When you cut this out, you want to cut it all together.  Okay?",teacher,73,2,1.0,,0.0
Okay.,student,1,0,,,
You’re supposed to [Inaudible] the dimensions.  Here’s a four. This is a four and this is –,teacher,17,1,,,0.0
Can we [Inaudible] Teacher?,student,4,0,,,
It’s three.  So what do you think it is?,teacher,9,0,,,1.0
"Eighteen? No, no.  It’s three times four times six.",student,9,0,,0.0,
Three times four times six.  Yeah.,teacher,6,0,1.0,,0.0
Do you put this –,student,5,0,,,
"Yeah.  Just like that.  You’re gonna have to tape them.  Okay? Yep. Okay.  Now that you have your boxes, I’m gonna give you the sheet and I’ll just put them in the middle of the table.  As soon as you finish the boxes made, you can pass them around and we’re gonna talk about how you do this.",teacher,58,0,1.0,,0.0
Thank you. You’re not supposed to do that.  You’re supposed to put the squares on the – are you supposed to put the squares on the inside or the outside? Outside. Or it doesn’t matter?,student,35,2,,0.0,
"Well, if you put them on the outside you can see them but it really doesn’t matter.  You can do it either way.  The diagram had them on the outside.  Okay?  But if you did it on the inside, that’s okay.",teacher,41,0,1.0,,0.0
[Inaudible] outside and [Inaudible] You looked at the back. It’s a back.,student,12,0,,0.0,
Let’s get going okay?  So we get the –,teacher,9,0,0.0,,0.0
I need tape.,student,3,0,,,
"Yeah.  You know, let me show you something. When you put this on, you only need little pieces of tape.  Just like – go like that.  You don’t need long pieces, okay?  Because we’ll run out of tape.  There you go.  Just like that. See.",teacher,45,0,,,0.0
Okay.,student,1,0,,,
You’re fine.  You’re fine.  Okay.,teacher,5,0,,,0.0
[Inaudible] I do need something.,student,5,0,,,
"Okay.  There.  That’s fine.  All right.  The next thing you need to – no, no, no, no, no.  You need to start reading our papers.  Okay?  So just read it.  We’re gonna do the first part together so just – just read about the packages, okay?  Boys and girls, if you finish with your box, and then you take your sheet, you can read at the top of the sheet. You can start making the packages but do not go down to the fill them in.  We’re gonna do the first one together.  So, just if you can start making the packages at the top of the sheet. Okay?  Once your box is completed.  Excellent.",teacher,115,0,0.0,,0.0
We need more than one piece of tape.,student,8,0,,0.0,
More tape dispenser?  Very good.  Okay.  Do you remember what I said you could do now?,teacher,16,0,1.0,,0.0
Yep.,student,1,0,,,
Okay.  You take your sheet here and start making the boxes.,teacher,11,0,,,0.0
Or could you – I need extra tape for this.,student,10,0,,0.0,
"No, you’re making these out of tubes.",teacher,7,0,1.0,,0.0
"Oh, yeah.",student,2,0,,,
Okay?  So you have the tubes there.,teacher,7,0,,,0.0
"Oh, you need it right now?",student,6,0,,,
Good.  You can’t get it apart?,teacher,6,0,0.0,,0.0
"No, I’m trying to connect it back.",student,7,0,,,
Okay.  All right.  You don’t really need –,teacher,8,0,1.0,,0.0
The tape’s stuck.  I’m trying to cut it.,student,8,0,,0.0,
"I know.  You don’t really need a lot of tape to do these.  Just roll it over like that and then you just need kind of one piece for each of these.  Oh, I see.  You cut some off here?",teacher,40,0,1.0,,0.0
Yeah.,student,1,0,,,
That was a good idea.,teacher,5,0,,,0.0
Yeah.  So what else [Inaudible]?,student,5,0,,,
That was a good idea.,teacher,5,0,0.0,,0.0
Just [Inaudible] like this.,student,4,0,,,
All right.  I’ll kind of line up the lines.,teacher,9,2,,,0.0
That’s all right.  Then you can put a piece right there.,student,11,0,,0.0,
"You’re all done?  Okay.  Student C, you can start making some of the packages, all right?  Out of the tubes.  Okay. You’re all done.  You want to start making your packages out of the cubes.  Do you need help?",teacher,39,1,1.0,,0.0
Yes.,student,1,0,,,
"Oh, where is the tape?  Oh, you can’t keep it in your lap.  You know what?  We’ll just take a big piece and we’ll cut it into smaller pieces. [Inaudible] line up the lines.  Okay?",teacher,35,2,,,0.0
Yuk!  [Inaudible].  No.,student,3,0,,,
"And put a piece there.  A piece there.  After you cut it, it’ll go right in.  Okay, you’re all done so you can start making these out of the cubes.  All right?",teacher,32,1,,,0.0
[Inaudible],student,1,0,,,
Yep.  That one looks like it’s already made.,teacher,8,0,,,0.0
I can’t do this because I have sticking-up pieces.  It’s not gonna like let it go in perfectly.  It takes some [Inaudible].,student,22,0,,0.0,
"Yeah, you’re right.  We’re just gonna have to deal with that. Okay.  Okay.  We’re not doing any of that yet.  We’re making all the pieces first, okay?  Just make your pieces. You have one, two, three, four, five to make. You almost got it done?",teacher,45,0,1.0,,0.0
You do it every day.  You’re [Inaudible] like seconds. Who? You.,student,11,0,,0.0,
How you coming along?  Looks like you’re almost ready.,teacher,9,0,0.0,,0.0
[Inaudible],student,1,0,,,
Excellent.  Excellent.  I think just about everybody’s finished with their box. You don’t need this.  I’ll move this out of your way.  I’ll be right there.  This goes like this.  One little piece of tape.,teacher,35,0,,,0.0
[Inaudible],student,1,0,,,
I know.  But the camera can’t see you here.  Okay.   Just the – I mean it’ll stay together if you just do one little piece of tape.  Okay?,teacher,28,0,,,0.0
Where [Inaudible]?,student,2,0,,,
Okay.  There’s no shape that looks like this.,teacher,8,0,,,0.0
I know.,student,2,0,,,
"So – wait.  No, no, no.  You have to make all of these.  Okay. We’re not testing quite yet.  We’re just making.  All right.",teacher,24,0,,,0.0
We’re making –,student,3,0,,,
"Packages.  Okay.  Right.  One of each.  Hold on one second. Let me help these kids finish.  Have you cut out the other one there?  Oh, there it is over there.  Why did it get on his desk?",teacher,37,0,,,1.0
Are you supposed to make the [Inaudible]?,student,7,0,,,
"No.  You’re supposed to – oh, I’m sorry.",teacher,8,0,1.0,,0.0
[Inaudible] was doing something.,student,4,0,,,
Yeah.  The packages that we had at the beginning.,teacher,9,0,,,0.0
What was the plan [Inaudible]? How am I doing?,student,9,0,,0.0,
You’re doing okay.,teacher,3,0,1.0,,0.0
I would easily do it but I’m having a hard time with that [Inaudible].,student,14,0,,0.0,
Pass them to [Inaudible].  Just take one little piece and then we’re finished.,teacher,13,0,1.0,,0.0
I have tape [Inaudible].,student,4,0,,,
"Okay.  That’s good enough.  Now you want to start thinking about the packages.  Okay?  Right here.  Well, we can tape that afterwards.  Don’t worry about it.",teacher,26,0,,,0.0
I get it now.  So [Inaudible] supposed to try and find out how many –,student,15,0,,0.0,
Right.  But first of all you want to build A.  Okay?  So you know what it looks like.  Student D?,teacher,20,0,0.0,,0.0
Yes.,student,1,0,,,
"I asked nobody to write until I told you to do so. Okay?  And Student PJ, you didn’t hear me say that?",teacher,22,0,,,0.0
No.  I just heard that you don’t [Inaudible]. Can I start it?,student,12,0,,0.0,
"But I said that.  All right.  We’re gonna stop right now because people are at all different places.  So if everybody can five, four, three, two, cross their hands so we’re not touching anything.  Okay. We’re gonna go down to the first – most people almost have their box built.  Who again can remind us the dimensions? [Inaudible]?",teacher,58,1,1.0,,0.0
It was six by four by three?,student,7,0,,,
"Six times four times three.  Did anybody calculate how many cubes that will hold?  A six by four?  [Inaudible], we’re still putting our hands like this.  Student J?",teacher,28,1,1.0,,0.0
72.,student,1,0,,,
"72.  Okay.  But we’re not putting in just 72 boxes today, cubes today, are we?  We want to see how many of the different packages.  So, I know everybody hasn’t finished their package A but you’ll have time to do that.  This is package A, right?",teacher,46,1,,,0.0
Yes.,student,1,0,,,
How many cubes in package A?,teacher,6,1,,,0.0
"Six.   Wait up. Eight? No, eight.  Eight.",student,7,0,,,
"Okay.  So your first thing was if you look down at the bottom, it says how many of each package will fit in box 1?  You all have your boxes.  How many of these do you think will fill in box 1?  Write your answer where it says first answer.   How many of these do you think will fit in box 1? Okay, we’re all doing this together right now.  Your first answer is your own personal answer.  How many you think.  You need to write it on the line.",teacher,90,1,0.0,,0.0
How many – [Inaudible] ones?,student,5,0,,,
Just A.  This is package A.  You are estimating or giving an answer of how many of these you think will fit in box 1.  I see Student N’s got it done.  I don’t see your answer.,teacher,37,1,0.0,,0.0
My answer’s right here.,student,4,0,,,
"Okay.  I see your answer.  Okay.  Then, you’re going to test it.  You’re going to try it out to see how many fit.  Now, do you have to build all of them?  No.  You can.  But you can also do things like this. Okay?  So you shouldn’t do that before you do your estimate, however. Is everybody clear on what they’re gonna do?",teacher,63,1,,,0.0
Yes. Yes. Yes.,student,3,0,,,
"Okay.  So you’re gonna continue testing your answers.  Is this yours, Student PJ?",teacher,13,0,,,0.0
No.,student,1,0,,,
All right.,teacher,2,0,,,0.0
Yeah.,student,1,0,,,
"So, do you guys need more cubes here?",teacher,8,1,,,0.0
I don’t know but I’m [Inaudible].,student,6,0,,,
Okay.,teacher,1,0,0.0,,0.0
I’m done.,student,2,0,,,
May I see B?  I’d like to see the 24 in here.,teacher,12,0,,,0.0
What’s C?,student,2,0,,,
Okay.  So you fit.,teacher,4,0,,,0.0
"One, two, three, four, five, six, seven, eight.  Eight.",student,9,0,,0.0,
Okay.  Great.  And this one?,teacher,5,0,0.0,,0.0
"[That’s 12 by 18.] One, two, three, four, five, six.  Six times three equals 18.",student,15,0,,0.0,
Okay.  And D?,teacher,3,0,0.0,,0.0
"Which one is D?  [Inaudible].  One, two, three, four.",student,9,0,,0.0,
Okay.  And this one?,teacher,4,0,0.0,,0.0
"E.  One, two, three, four, five, six, seven, eight, nine, ten, eleven.",student,12,0,,0.0,
Okay.  All right.,teacher,3,0,0.0,,0.0
This is homework.  [Inaudible] that fit inside?,student,7,0,,,
Mm-hm.,teacher,1,0,0.0,,0.0
[Inaudible],student,1,0,,,
Okay.,teacher,1,0,,,0.0
This is [Inaudible]?,student,3,0,,,
Right.  What we’re gonna go on to when you finish.,teacher,10,0,,,0.0
"Yeah, I know that.",student,4,0,,,
"Okay.  Let’s look at this one again, E.",teacher,8,0,,,0.0
[Inaudible].  I just did this.  I saw [Inaudible].  Oh.  Yeah. 24.,student,11,0,,0.0,
24 fit in there?,teacher,4,0,1.0,,0.0
[Inaudible]  12.,student,2,0,,,
Okay.  How we doing here?  Okay.  There’s nothing that big.,teacher,10,0,,,0.0
I know.,student,2,0,,,
"We’re using these packages, okay?  So you want to do your estimates right?",teacher,13,1,,,0.0
Mm-hm.,student,1,0,,,
And then put them in.  What did you estimate for this one?  And what’d you find out?,teacher,17,1,,,1.0
[Inaudible],student,1,0,,,
[Cause he could fit?],teacher,4,0,,,0.0
Yeah.  I did standing up.,student,5,0,,,
"Oh, you did standing up.",teacher,5,0,1.0,,0.0
Yes.  So this is [Inaudible] four.,student,6,0,,,
"Okay.  Good.  All right.  So you’re on to C, right?   Good.",teacher,11,0,0.0,,0.0
I’ll say C [Inaudible] 20.,student,5,0,,,
You say 20?,teacher,3,0,1.0,,0.0
Yeah.,student,1,0,,,
