text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay, so, and about today, what have we been doing in Math? Student J?",teacher,14,0,,,0.0
Fractions.,student,1,1,,,
"That was ten-minute math, what are we doing in regular math? Student J?",teacher,13,0,,,0.0
"You tell us the numbers, and then we add more.",student,10,1,,0.0,
How big were the numbers?,teacher,5,0,0.0,,0.0
Three-digit numbers.,student,2,1,,,
"Three-digit numbers.  We have been adding and subtracting three- digit numbers.  So today, S-W-B-A-T.  Student J?",teacher,16,3,,,0.0
Students will be able to.,student,5,0,,,
"All right, create a class list of addition strategies to add three-digit numbers to three-digit numbers.  We’re going to come up with a couple of different ways that we can add three-digit numbers to three-digit numbers.  And what we’re going to do is we’re going to write them on [chalk] paper and then we’re going to hang them up in the classroom so that you can use them as a reference. Now, is it all right if Student S uses one strategy and Student L uses a different strategy, is that all right?",teacher,93,7,0.0,,0.0
Yeah.,multiple students,1,0,,,
"Sure, as long as you know what your strategy is and how to use it correctly, then it doesn’t matter whether Student L uses a different one than Student S, that’s fine, that’s perfectly fine.  So what we’re going to do today is we’re going to go – well, actually a family is going to go on a road trip.  How many people have ever been on a road trip before? So what’s a road trip all about? A road trip.  Hold on, let him think about it for a second.",teacher,91,0,,,0.0
You drive somewhere and –,student,5,0,,,
"Yeah, it’s when you drive somewhere.  You go on a trip, but you don’t fly, you don’t take a train, you don’t take a boat, you go in a –",teacher,30,0,1.0,,0.0
Car.,multiple students,1,0,,,
"A car, okay? So how many people have ever driven to New York? Sure, that would be a road trip.  How many have ever driven to New Hampshire? How many of you have ever driven to Connecticut or Rhode Island.  Sure, they’re road trips. This family, so Student J and Student N you can both sit back, that’s good, you guys can’t be on camera.  And Student N, you can come back and sit in your seat. So this family is going to go on a road trip, and we have a map of where they’re going.  So let’s just check out the map of the Jones’s family’s road trip. All right, let’s quiet down please. All right, everybody look at the map.  So we’ve been talking about the regions.  What region is in this map? There’s a couple of regions in this map.  Student G, what’s one of the regions we see in this map?",teacher,156,0,,,0.0
The Northeast.,student,2,0,,,
The Northeast.  We live in the Northeast.  We live in Massachusetts.  Okay?,teacher,12,0,,,0.0
I see another one.,student,4,0,,,
"What’s another region that’s in this map, Student M?",teacher,9,0,,,0.0
The Southeast.,student,2,0,,,
"The Southeast, and what states are represented in the Southeast on this map? What states are in the Southeast on this map, Student P?",teacher,24,0,,,0.0
New York City?,student,3,0,,,
"Not New York City, that’s in the Northeast where we live.  Come on, what state that’s labeled on this map, Student C, is in the Southeast?",teacher,26,0,,,0.0
Ohio?,student,1,0,,,
Not Ohio.  Student J?,teacher,4,0,,,0.0
Virginia?,student,1,0,,,
"Virginia is in the Southeast, Virginia Beach.  So, is Ohio in the Northeast or Southeast?",teacher,15,0,,,0.0
No.,student,1,0,,,
"No, it’s in a different region.  What region is Ohio in?",teacher,11,0,,,0.0
Southeast?,student,1,0,,,
