text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
Okay.  So for the past few weeks we’ve been working on what in math?  Raise your hand if you know.  Student M?,teacher,22,0,,,0.0
Fractions.,student,1,1,,,
Fractions.  And can someone tell me more specifically what about fractions we’ve been doing?  Student E?,teacher,16,2,,,1.0
Common denominators?,student,2,1,,,
"Common denominators, what does that mean?  What does the word common mean?",teacher,12,1,,,1.0
The same.,student,2,0,,,
The same.  So the same denominator.  Why would we ever want to make fractions have the same denominator?  How does that help us?,teacher,23,3,,,1.0
It helps [Inaudible].,student,3,0,,,
So it helps us to add fractions.  We’ve been adding fractions. Student D?,teacher,13,3,,,0.0
Adding fractions.,student,2,1,,,
It helps us to add fractions.  Student J?,teacher,8,2,,,0.0
It helps you to make a whole.,student,7,1,,,
It helps you to make a whole.  Can you say more about that?,teacher,13,1,1.0,,1.0
If you have [Inaudible].,student,4,0,,,
"So, if you have different denominators you make them the same. But how does that help you to make one whole?",teacher,21,2,,,1.0
[Inaudible],student,1,0,,,
"So, if they don’t have the same number you can use them to make common denominators.  And why would you need to do that? To do what?",teacher,27,1,,,1.0
[Inaudible],student,1,0,,,
"You do it to make a whole?  If you want to get to a whole, what are we doing?  Why?  When you say get to a whole, what are we doing?",teacher,31,3,,,1.0
[Inaudible],student,1,0,,,
"We’re adding fractions.  Right.  Like one of the reasons we added fractions the other day was to get to a whole.  So we’re gonna start there today. Boys and girls, I’m gonna stop you right here.  I realize that you think it’s funny that we’re on video.  But this is not how you act on a regular day.  And it’s not gonna be how you represent our school on a video.  If you’re gonna cough or laugh or make noises, or talk underneath me, you can leave right now and go tell Ms. L you can’t be a part of this right now.",teacher,103,3,,,0.0
[Inaudible],multiple students,1,0,,,
"And don’t come back.  People watching this video right now are not gonna think it’s funny and I don’t think that it’s funny.  Children, that’s enough.  We’re gonna start with what Student J said, adding.  And Student D said.  And we’re gonna use what Student E said, using common denominators to add to one whole. So, the other day when you were using your fraction circles, I was asking you different ways to add to make one whole.  Could someone tell me an example of fractions that add to one whole using the same denominator?",teacher,95,11,,,1.0
[Inaudible],multiple students,1,0,,,
"Okay.  And how many 16ths would that give you, Student B?",teacher,11,0,,,1.0
[Inaudible],student,1,0,,,
"If you were gonna add eight sixteenths plus eight sixteenths, 16 sixteenths is –",teacher,14,1,,,0.0
One whole.,student,2,1,,,
One whole.  Can somebody give me another example of a way to add to one whole maybe using some of the fractions we use more often.  From our Page 10 in our book.  Student A?,teacher,35,4,,,1.0
A half plus a half.,student,5,0,,,
A half plus a half.  Anyone notice anything that these two examples from Student J and Student A have in common?  What do they have in common?  Student S?,teacher,29,0,1.0,,1.0
Eight sixteenths is equal to half .,student,7,0,,,
Yeah.  So eight sixteenths and one half are equal.  What’s that word that kind of sounds like equal we use when we are talking about fractions?,teacher,26,1,1.0,,0.0
Equivalent.,student,1,1,,,
Equivalent.  Very good.  Another example of fractions.  It can be more than two.  That add up to make one whole.  Student L?,teacher,22,4,,,0.0
[Inaudible],student,1,0,,,
Five sixths plus one sixth.  Student D?,teacher,7,0,,,0.0
[Inaudible],student,1,0,,,
"Two sixths plus two sixths plus two sixths.  So, since this is the first example with three, can you tell me the total of how many sixths that would give you?  If you added two sixths plus two sixths plus two sixths, how many sixths do you get?",teacher,48,1,,,0.0
Six?,student,1,0,,,
How many?  Six sixths.  And then if you can’t stop talking and making noise you’re gonna go to Mr. S’s room the next time. No questions asked.  Sit up.  All the way.  Elbows off the table.  Student S?,teacher,38,0,,,0.0
[Inaudible],student,1,0,,,
One third plus two thirds.  Student J?,teacher,7,0,,,0.0
[Inaudible],student,1,0,,,
One eighth plus five eighths plus three eighths.  How many eighths does that give you total?,teacher,16,1,,,0.0
Eight.,student,1,0,,,
Eight eighths.,teacher,2,0,,,0.0
[Inaudible],multiple students,1,0,,,
I hear some disagreements so which one’s wrong?  Which one needs to be adjusted?  Change the three eighths to -,teacher,20,0,,,0.0
Four eighths. Just minus the one eighth.,student,7,0,,,
Ooh.  You could subtract one eighth [Inaudible] I like that. Using two operations.  Let’s take one more.  [Inaudible],teacher,18,1,1.0,,0.0
[Inaudible],student,1,0,,,
"So, Student S, you must have read my mind ‘cause that was the next thing we were gonna do.  I was gonna say let’s use our knowledge of equivalent fractions to instead of adding with just the same denominator, what could we substitute for one of these?  So, Student J, you knew what that said – that could tell you that one third plus four sixths would be a whole.  What did you know already?",teacher,75,3,,,1.0
I knew two thirds equals four sixths.,student,7,0,,,
So you took your two thirds and you knew it was equivalent to four sixths so that told you that you could say – remove this guy.,teacher,27,1,1.0,,0.0
[Inaudible],student,1,0,,,
[Inaudible],multiple students,1,0,,,
Let’s put this right here for now.,teacher,7,0,,,0.0
[Inaudible],multiple students,1,0,,,
"Student S, you used the one third and instead of two thirds I’m gonna use Student J’s equivalent fraction to substitute for two thirds.  And Student J, remind me when you add those up what they equal.",teacher,37,2,,,0.0
One [Inaudible] three thirds.,student,4,0,,,
Three thirds which is a whole.,teacher,6,1,,,0.0
[Inaudible],student,1,0,,,
Four sixes?  Or anything that’s equivalent to one whole.  Very good.  Could someone do what Student J did and take another fraction that we have listed up here and substitute an equivalent so that we can write the number sentence over but replace the fraction with an equivalent?,teacher,48,7,,,1.0
[Inaudible],student,1,0,,,
Student S?,teacher,2,0,,,0.0
