text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay.  Now today, we will look on what's that portion.  Anybody remembers anything, what the word portion means?  Raise your hand.  Portion.  What does the word portion mean? Yes, Student M?",teacher,31,0,,,1.0
Portion means part of the whole.,student,6,1,,,
"A portion of something is part of a whole, like we have 22 students in this class, so 22 would be our big whole.  Now 1, 2, 3 students out of 22 are sitting at the front.  So 3 is a portion or part of 22.  Now, we have looked at fractions, and we have looked at some percents or [inaudible], so today we are going to continue that lesson. We are going to convert fractions to percent.  Now first of all, Student A, will you please come and show me a half, a half of this whole portion?  Come Student A, quickly. Come on, sweetie.  Show me a half of this portion, this whole here, a half.  50 percent would be a half, so a half of this box.  If we cut this in 2, we would get 2 equal parts.  Everybody sees that?",teacher,145,10,1.0,,0.0
Yes.,multiple students,1,0,,,
"2 equal parts, and a half is what percent?",teacher,9,1,,,0.0
50.,multiple students,1,0,,,
"50 percent, so I'll write 50 percent.  This symbol here means percent.  Then I want Student S to come and show me a fourth.  How many parts are we going to cut this whole in?",teacher,35,4,,,0.0
4.,multiple students,1,0,,,
4 – what kind of parts?,teacher,6,0,,,1.0
Equal.,multiple students,1,0,,,
"Equal parts, so Student S, will you cut that in 4 equal parts for us?  Okay.  Yes.  All right.  That's enough.  Thank you.  One fourth is what percent?",teacher,28,1,,,0.0
25 percent.,multiple students,2,1,,,
"25 percent.  Then we have one fifth.  Student M, how many parts are you going to cut this in?",teacher,19,1,,,0.0
5.,student,1,0,,,
"5, what kind of parts?",teacher,5,0,,,1.0
Equal.,student,1,0,,,
"Equal parts.  Come quickly.  Yes.  1, 2, 3, 4, 5.  Okay.  Now shade one fifth.  Student D, I need your attention.  All right.  Thank you.  One fifth is what percent?",teacher,30,1,,,0.0
20 percent.,multiple students,2,1,,,
"20 percent.  So if we know that one fifth is 20 percent, what is two fifths?",teacher,16,2,,,0.0
40 percent.,multiple students,2,1,,,
What is three fifths?,teacher,4,0,,,0.0
60 percent.,multiple students,2,1,,,
What is four fifths?,teacher,4,0,,,0.0
80 percent.,multiple students,2,1,,,
What is five fifths?,teacher,4,0,,,0.0
100 percent.,multiple students,2,1,,,
"100 percent, because 5 over 5 would be one whole.  Okay.  Now Student P, will you come and cut this in four equal parts for me, and how many are you going to shade?",teacher,34,2,,,0.0
3.,student,1,0,,,
"3, 3 out of 4.  1, 2, 3, thank you.  Okay, three fourths. Shade three fourths.  Thank you very much.  So three fourths is what percent?",teacher,26,1,,,0.0
75 percent.,multiple students,2,1,,,
"Very good.  75 percent.  Okay, and who remembers what percent is one third?  Who remembers that?  Come on.",teacher,18,2,,,0.0
33 and a third.,student,4,0,,,
Would you like to come and cut this whole in 3 parts and let us see what one third looks like?  So how many are you going to shade?,teacher,29,1,,,1.0
1.,student,1,0,,,
And what's the whole there?,teacher,5,1,,,0.0
3.,multiple students,1,0,,,
"And Student F, we're shading how many thirds?",teacher,8,0,,,0.0
One.,student,1,0,,,
"One third, so one third is what percent?",teacher,8,1,,,0.0
33 and a third percent.,multiple students,5,1,,,
33 and a third percent.  So how much would be two thirds?,teacher,12,1,1.0,,0.0
66 and two thirds.,multiple students,4,0,,,
"66 and two third percent.  Very good.  Good job.  Now what I want us to do, we have a question that deals with percent, percent and fractional parts of a whole.  We are going to be working on that exercise.  Now first of all, percent is out of how much?",teacher,50,6,,,0.0
100.,multiple students,1,0,,,
"Percent is always out of 100, so I can say – let's say you've got 10 spelling words, and you've got all 10 correct. What's the percent that you scored?  100 percent, because you got everything right.  Suppose you scored 8 out of 10. What percent is that?",teacher,48,4,,,0.0
80.,multiple students,1,0,,,
80 percent.  Suppose you got 7 out of 10.,teacher,9,1,,,0.0
70 percent.,multiple students,2,1,,,
Suppose you got 1 out of 10.,teacher,7,0,,,0.0
10 percent.,multiple students,2,1,,,
"Okay.  All right.  Now what I want us to do is to read this problem carefully.  We are going to read it together, and then we will decide how we will solve this problem  Susie's class – read with me.  Susie's class collected data about animals at the zoo.  They took the data about the numbers of animals they counted on the table below.  So we have our table here.  We have two different columns and [inaudible] is about what kind of animals?  Zoo animals.  So we have lions, tigers, elephants, hippo, zebra, and camel.  Okay. Lion amounted to 12.  Tiger, amount 8, elephant 9, hippo 10, zebra 6, camel 15.  Now what does the question state?",teacher,117,2,,,0.0
What percent of all the animals counted in the group are lions?  [Inaudible] to explain how you know.,multiple students,18,1,,0.0,
"So it says what percent of all the animals counted is the group of lions?  Wait, wait please.  What percent?  So first of all, before we even think about the part, or the portion, or that sectional part which is a lion, what do we have to establish in our minds?  What do we have to know?  Yes, Student D?",teacher,60,2,1.0,,0.0
The amount of the zoo animals.,student,6,0,,,
