text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay.  So today we’re gonna do some work, talk about fractions. And I just want to review some of the work we’ve already done and talk about the generalizations that we know.  So we talked about when two fractions have the same denominator.  How do we compare them?",teacher,48,3,,,1.0
"If they have the same denominator, they – the same denominator, they’re equal.",student,13,2,,0.0,
If they have the same denominator they’re equal?,teacher,8,1,1.0,,0.0
"Yeah.  Like, three – one – one-third and one – and two-thirds are equal.",student,14,0,,0.0,
Agree or disagree?,teacher,3,0,0.0,,0.0
[Inaudible],multiple students,1,0,,,
Disagree.,student,1,0,,,
You disagree?  How come?,teacher,4,0,,,1.0
Because he said three – three [Inaudible],student,7,0,,,
He said one-third equals two-thirds.  One-third and two-thirds are equal.,teacher,10,0,1.0,,0.0
They’re not equal.,student,3,0,,,
They’re not equal.  Why not?,teacher,5,0,,,1.0
"Because if you have one piece [Inaudible], then he’d have three slices, and you said one.  So there’s only two pieces left. And if you have three – three – three – two threes, so you take out two of the threes and you’re only left with one.",student,48,0,,1.0,
"Okay.  So you’re telling me if you take one – if you take two- thirds of the pizza or one-third of a pizza, you’re left with the other fraction.  Can someone explain to me – so that helps me to understand why you’re not equal.  Can someone – let’s go back to the original question.  When two fractions have the same denominator – and we’re comparing fractions, when they have the same denominator.  What do we know about them?  Which one is greater?  [Inaudible] put up here.  When do we carry fractions? So we’re comparing fractions.  I’ve got two fractions.  Can someone give me two fractions with the same denominator? Student B?",teacher,112,10,1.0,,0.0
[Inaudible],student,1,0,,,
"Okay.  Like, one-sixth and three-sixths.  I’m comparing them. How do I know which one is greater?  Student B?",teacher,18,0,,,1.0
One-sixth?,student,1,0,,,
One-sixth is greater than three-sixths?,teacher,5,0,,,0.0
Yes.,student,1,0,,,
"Okay, agree or disagree?",teacher,4,0,,,0.0
Agree.,multiple students,1,0,,,
Agree.  Does anybody disagree?,teacher,4,0,,,1.0
No.,student,1,0,,,
No?  Okay.,teacher,2,0,,,0.0
[Inaudible],student,1,0,,,
"Okay, tell me why you agree.",teacher,6,0,,,1.0
Because one-sixth is bigger than three-sixths and is a bigger piece.,student,11,0,,1.0,
"Okay.  You know how I love pizza.  So I call, I order pizza. “Hi, yes, this is Miss B.  I’d like to get a large pizza and I would like it cut into six slices.  Yes, six slices. Six equal slices.” So here comes our pizza, and I’m gonna do my best as I can of making six equal slices, but it’s not perfect.  Okay, so there’s my six equal slices.  So I don’t want to eat more than one slice, so this is my slice, okay?  I’m just gonna put a B there for Miss B.  Student B has been doing excellent, excellent work.  He said, “Miss B, I am so hungry.”  So he – so I’m having one-sixth of the pizza. Student B is gonna have –",teacher,129,0,0.0,,0.0
Three-sixths.,multiple students,1,0,,,
"Three-sixths.  So I’m gonna put an M for Student M.  Okay, now looking at that picture, what do we know – how can we compare those to know which one is greater?  Student S?",teacher,34,0,,,1.0
Three-sixths.,student,1,0,,,
Three-sixths is greater than one-sixth.  Agree or disagree?,teacher,8,0,,,0.0
Agree.,multiple students,1,0,,,
"I’m glad you agree.  Yes, it is.  Can someone tell me why? Yes.",teacher,13,0,,,1.0
"Because one – three-sixths is – it has, like [Inaudible] and you – Student B ate three and you ate one.",student,21,0,,1.0,
So who ate more?,teacher,4,0,1.0,,1.0
Student B.,student,2,0,,,
Student B.,teacher,2,0,,,0.0
So then that’s three-sixths.,student,4,0,,,
"So he ate three-sixths, I ate one-sixth.  So what do I compare to know which is greater?  Student I?",teacher,19,0,,,1.0
One-sixth?,student,1,0,,,
I compare one-sixth to know what?,teacher,6,0,,,0.0
To compare the [one-sixth],student,4,0,,,
"Well, we’re comparing one-sixth and three-sixths.  We drew the six, okay, so we made equal parts.  What do I know about the one and the three?  Which number is greater?",teacher,30,0,,,0.0
Three.,student,1,0,,,
"Three.  Okay, so Student B had three of the six.  I only had one of the six.  Who had more?",teacher,20,0,,,1.0
Student B.,multiple students,2,0,,,
"Student B.  When two fractions have the same denominator, like one-sixth and three-sixths, to find out which is greater, what part do we have to compare?",teacher,26,2,,,0.0
The denominator.,multiple students,2,1,,,
This is the denominator.  Do you remember what the top number is?,teacher,12,1,,,0.0
One-sixth.,student,1,0,,,
The fraction with the larger numerator is –,teacher,8,2,,,0.0
Three-sixths.,student,1,0,,,
"No, this is a generalization.  We compared one-sixth and three- sixths.  My generalization, the fraction with the larger numerator is –",teacher,21,2,,,0.0
One-sixth.,student,1,0,,,
"No, you’re not giving me a fraction.  I’m looking for greater than or less than.",teacher,15,1,,,0.0
Greater?,student,1,0,,,
"It’s greater.  Okay.  Now, let’s read this together.  When fractions – when two fractions have the same denominator, like one-sixth and three-sixths, to find out which is greater, the fraction with the larger numerator is greater. Hi, welcome. That’s okay.  We’re videotaping. Okay.  All right, thank you.  Okay.  We’re just going over some fractions.  So now I’m gonna go and ask you a second question.  So we’ve talked about with the same denominator. When two fractions have the same numerator, like – can you give me two fractions with the same numerator?",teacher,92,11,,,0.0
One – one-half and one –,student,6,0,,,
And one what?  One-eighth?,teacher,4,0,1.0,,0.0
[One-eighth],student,1,0,,,
"Okay, and one-eighth.  Which one is greater?  Student I?",teacher,9,0,,,0.0
One-half.,student,1,0,,,
One-half is greater than one-eighth.  Agree or disagree?,teacher,8,0,,,0.0
Disagree.,student,1,0,,,
