text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
[inaudible] yesterday [inaudible] kids.  And today we are going,teacher,9,0,,,0.0
"Well, I just [inaudible] so I made [inaudible] – I made rectangle B – I made rectangle A and it’s two by two by two so I – so I write it out as a cube [inaudible]",student,37,3,,0.0,
Your rectangular prism was what?,teacher,5,2,1.0,,0.0
A.,student,1,0,,,
You did rectangle A.  And the dimension is what?,teacher,9,2,,,0.0
Two by two by two.,student,5,0,,,
Two by two by two.,teacher,5,0,1.0,,0.0
Which is eight.,student,3,0,,,
"Which is eight.  So, you had how many cubes in it?",teacher,11,1,,,1.0
Eight.,student,1,0,,,
"Eight cubes in it.  Okay.  Besides doing it like that, how could she have got [inaudible]?",teacher,16,1,,,1.0
"Well, since I knew that the base plus four equaled [inaudible]",student,11,0,,1.0,
"The base was four and you have two [inaudible].  Who did B? Did anybody do C?  Okay.  Student T, talk to us about what you did.  Is that your cube?  Okay.",teacher,31,1,1.0,,1.0
"The cube I was on page 15 was C and it is two by two by one, which is four.  The way that I figured it is by looking at the base and there was two layers of – there’s two layers of two so that I had two [inaudible]",student,50,1,,1.0,
"Okay, so also looked at the base and there’s only two.  And you said there’s only two [inaudible] two.  Who else did C? Did anybody do it in a different way than looking at the base and length?  Which other way did people do this? Anybody did [inaudible] base, too, Student J.",teacher,52,1,1.0,,1.0
"Yeah, I looked at the dimensions and I knew that the width was two and the height was two and the lift was two so I [inaudible]",student,27,1,,0.0,
"Okay.  You used dimension.  The length was two, height two, width two.",teacher,12,2,1.0,,0.0
Uh-huh.,student,1,0,,,
"Why would you use height, weight and, length?",teacher,8,1,,,1.0
‘Cause using length and height gives you the – helps you find the volume [inaudible],student,15,2,,1.0,
"That’s how you find volume.  Okay.  Who did D?  Okay, Student A.",teacher,12,1,1.0,,1.0
I did D except instead of doing two by two by three; I actually did two by two by four.,student,20,0,,0.0,
Instead of doing two by two by three you accidentally did two by two by four.  Okay.  What was the instruction?  What was – was this supposed to be two by two –,teacher,33,0,1.0,,0.0
By three.,student,2,0,,,
By three?  But you did two by two –,teacher,9,0,,,0.0
By four.,student,2,0,,,
By four.  So what’s your volume?,teacher,6,1,,,0.0
My volume is –,student,4,1,,,
You have [inaudible] Is what?,teacher,5,0,,,0.0
Sixteen.,student,1,0,,,
Sixteen.,teacher,1,0,,,0.0
[inaudible],student,1,0,,,
Two by – units -- three cubes.  Two by two by four you said.,teacher,14,2,,,0.0
Uh-huh.,student,1,0,,,
"So, who else did D?  What did you do on -- Student G?",teacher,13,0,,,1.0
I did [inaudible] I did D.,student,6,0,,,
"Speak up, please.",teacher,3,0,0.0,,0.0
I did – I did K I mean.  And what I did was the volume [inaudible] two by two by two and then two times three times two is eight so –,student,32,1,,0.0,
[inaudible],teacher,1,0,1.0,,0.0
Uh-huh.,student,1,0,,,
"Okay, two times two times two is what?",teacher,8,0,,,0.0
"Is the volume, so it’s eight.",student,6,1,,,
"Okay.  Student T, your [inaudible] was C, right, Student T?  C. And the dimension is what?",teacher,16,1,1.0,,0.0
The dimension is two by two by one.,student,8,1,,0.0,
"Two by two by one, which is four.  Speak up a little bit next time. And tell me what you’re supposed to be.",teacher,23,0,1.0,,0.0
Mine is supposed to be two by two by three.,student,10,0,,0.0,
Two by two by three.  Do you think you did not understand the problem or you made a mistake and you didn’t know how to build it?  What was it?,teacher,30,0,1.0,,0.0
I made a mistake.,student,4,0,,,
In counting?,teacher,2,0,,,1.0
Yeah.,student,1,0,,,
Where did you make the mistake?,teacher,6,0,,,0.0
"At first I thought this was four.  I don’t know how, but I just looked at it [inaudible] and I was trying to build it on my own without using the book and then I found I made a mistake [inaudible]",student,41,0,,0.0,
"Okay, so you’re saying you did not make this.  Two by two by three.  So what’s the dimension of this one?",teacher,21,1,0.0,,0.0
Twelve.,student,1,0,,,
"Twelve.  And this is D.  Okay, well what do people see is in this two cubes?  What is the relationship that you see here, Student A?",teacher,26,1,,,1.0
Well both – both dimensions start with the number [inaudible] two are repeated [inaudible],student,14,1,,0.0,
Both numbers are what?,teacher,4,0,1.0,,0.0
Repeated twice in the dimension.,student,5,1,,,
Both repeat two by dimensions.  Okay.  Relationship.,teacher,7,1,1.0,,0.0
What I notice is that C is four and D is twelve.  So since it’s -- the dimension for C is two by two by one and the dimension is for D is two by two by three which is – it just looks like it was tripled to get –,student,51,2,,1.0,
[inaudible] say that again.,teacher,4,0,0.0,,0.0
"Okay, so [inaudible] answers.  For C it was four, for D it was twelve so [inaudible] triple to get three [inaudible]",student,21,0,,0.0,
It looks like this was tripled?,teacher,6,0,1.0,,0.0
One was tripled to get three so [inaudible] ‘cause four times three is twelve [inaudible] was tripled.,student,17,0,,1.0,
So you’re saying this is tripled?,teacher,6,0,1.0,,1.0
Yes.,student,1,0,,,
"Okay, that’s what I’m asking.  D – you’re saying D was tripled. So you tripled the one to get this.",teacher,20,0,,,0.0
Uh-huh.,student,1,0,,,
Okay.  C.  Any other relationship that you see?  Student J says C was tripled to get D.  [Inaudible] walk – which of the dimensions was tripled.,teacher,26,1,,,1.0
The one in two time two times one and the –,student,11,0,,0.0,
Is this tripled?,teacher,3,0,0.0,,0.0
And the height in two --,student,6,0,,,
Is this tripled?,teacher,3,0,0.0,,0.0
No.,student,1,0,,,
The three is not tripled?  How about this?,teacher,8,0,,,0.0
No.,student,1,0,,,
So if this was length and this is –,teacher,9,1,,,0.0
Width. Width.,student,2,0,,,
-- width.  And this is height.,teacher,6,0,,,0.0
Height. Yes.,student,2,0,,,
So you can use the other ones to tell me which one was tripled.,teacher,14,0,,,0.0
The height is tripled.,student,4,0,,,
To get what?,teacher,3,0,,,0.0
The [inaudible],student,2,0,,,
"So, in other words, Student J did what?",teacher,8,0,,,1.0
She tripled the height. Height.,student,5,0,,,
"Okay, how best can you describe that?",teacher,7,0,0.0,,1.0
"Another way to describe it is by two by two by one will be four and two by two by three would be twelve.  Or it could be is one-third of twelve, so that’s how [inaudible]",student,36,0,,1.0,
Okay.,teacher,1,0,0.0,,0.0
[Inaudible],student,1,0,,,
What else?,teacher,2,0,,,0.0
Another way that it could have been tripled is [inaudible] to turn the height [inaudible] so like triple it [inaudible],student,20,0,,1.0,
So [inaudible] what it is.,teacher,5,0,1.0,,0.0
Yeah.,student,1,0,,,
"First layer, second layer –",teacher,5,0,,,0.0
Third.,student,1,0,,,
"[inaudible] layer.  So, the three layers [inaudible] the triple.",teacher,9,0,,,0.0
Yes.,student,1,0,,,
So what happens to base?,teacher,5,0,,,1.0
The base stayed the same. Still the same.,student,8,0,,0.0,
Still the same.,teacher,3,0,1.0,,0.0
But the height changed because of the layers.,student,8,0,,0.0,
