text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"All right, now we're gonna try it again.  Oh, we are recording,",teacher,12,0,,,0.0
[Inaudible].,student,1,0,,,
"And the title of this page is going to be How Many Miles to 1,000?  How Many Miles to 1,000?  That's your title.  And today's date is the 10th.",teacher,29,0,,,0.0
10th.,student,1,0,,,
"For the activities we're doing today you can use your thousands book.  [Inaudible].  You don't need to use it, but anyone on that wants to, we're gonna be working with finding numbers that total 1,000.  Hold on.  You're fine.  Just so you know, you don't need it yet, but we might use it today. Suppose – Student G, what is it?",teacher,61,2,,,0.0
[Inaudible].,student,1,0,,,
Quickly.,teacher,1,0,,,0.0
Do we have to write the number [inaudible]?,student,8,0,,0.0,
"Please don't interrupt, Student D.  Raise your hand.  Student D?",teacher,10,0,0.0,,0.0
Do we have write numbers?,student,5,0,,,
"Not yet.  I'll tell you everything you need to write.  Which everyone's paper should say – notebooks should say How Many Miles to 1,000?  Now – quickly Student G.  We are gonna pretend that we are taking a special road trip.  We're going somewhere across the United States.  And on the trip we are travelling exactly 1,000 miles.  You're keeping track of the miles.  And after a couple of days of travelling, we're gonna say that we've gone 632 miles.  So Student D, actually you can write this down.  Number of miles so far is 632.  Or I'm sorry, 632.  We're still working on not saying the ""and"".",teacher,108,0,1.0,,0.0
And.,student,1,0,,,
632 miles.  So write that down.  That's how many we've gone so far.,teacher,13,0,,,0.0
632.,student,1,0,,,
"And our goal is 1,000 miles.  Now what we're gonna do first before we discuss them is that you and the person next to you or you by yourself are going to try to figure out how many more miles we have to go.  Our goal is 1,000 miles. So far we've gone 632.  Any strategy that you would normally use, you're gonna solve right in your notebook. You're gonna try to figure out how many more miles we have. Then we're gonna – I'm gonna give a few minutes to do that.  Then we're gonna discuss it and discuss other strategies to use.  I know this year we have not done very much addition and subtraction.  This is our first unit on addition and subtraction.  So you're going to back to what you've used in the past, what you learned in third grade. And you can use any strategy that you want.  Student G?",teacher,155,5,,,0.0
"[Anything], can we use equations?",student,5,1,,,
"Yep, use whatever you would – here's the question.  I want you to do it however you would.  You can use the thousands book if you want.  You can use a number line.  You can use equations.  You can use addition or subtraction.  I'm gonna give you three minutes to do it right now.  You can talk to the person next to you if you want.  I don't want anyone moving.  Solving the problem showing all your work on the notebook.  Student C?",teacher,83,5,1.0,,0.0
Please can I sharpen my pencil?,student,6,0,,,
Didn't you just sharpen your pencil?,teacher,6,0,1.0,,0.0
That was Student G. Yeah but they're broken [more].,student,9,0,,0.0,
Don't sharpen it too much 'cause that's how they break easily. Go quickly.,teacher,13,0,1.0,,0.0
Can I please get my thousands book out of my bag?,student,11,1,,0.0,
Why is your thousands book in your bag?,teacher,8,1,1.0,,0.0
I didn't take it out [last time].,student,7,0,,,
Go get it quickly and make sure you stay away from the camera. You're gonna use yours?  Why?  For what purpose?,teacher,21,0,1.0,,1.0
For to go to [inaudible].,student,5,0,,,
"How are you gonna use it, though?",teacher,7,0,0.0,,0.0
"I'm gonna go to the six hundreds chart and count 600 to 1,000.",student,13,1,,0.0,
"You may get it.  Everyone can start solving it now.  I should not just see a number.  You have to show your work.  So Student M, did you already get an answer?",teacher,32,0,0.0,,0.0
Yep.  368.,student,2,0,,,
[Inaudible].  Where's your answer?,teacher,4,0,,,0.0
368.  Right there.,student,3,0,,,
But that's – can you combine that so I can see it clearly?  Or write a sentence that we need to drive 368 more miles? That is a good strategy 'cause we're not using any multiplication or division here.,teacher,39,2,,,0.0
Now it won't sharpen [and work].,student,6,0,,,
"Then you'll have to borrow a pencil.  Because remember in multiplication it's groups of things.  There are no groups here, right.  There's just a total distance that we wanna get to.  And we've gone part way.  So we need to figure how much the rest of the way is.  In multiplication you know there are groups of things.  And we wanna find out boxes of pencils and we wanna know how many pencils in all or something like that.  And if you – do you have a question?",teacher,88,4,0.0,,0.0
I was gonna say he could use my [less] pencil under my desk.,student,13,0,,0.0,
"I don't care.  Hurry.  Do you have a pencil?  Thank you.  Thank you.  Anyone stuck?  If you've already solved it, I know a few of you have, you can try to solve it now with using a different strategy, a different approach and see if you get the same answer.  Wait, should you get the same answer if you use a different approach?",teacher,63,0,1.0,,0.0
Yes.,multiple students,1,0,,,
"Yes.  And if you don't, you probably made a mistake – or you definitely made a mistake on one of them.  Yes?",teacher,22,0,,,0.0
So we can do the line to do this and then that.,student,12,1,,0.0,
The number line?,teacher,3,1,1.0,,0.0
Yeah.,student,1,0,,,
"Absolutely.  You can try that and see if you get the same answer.  Wow, you guys are looking good so far.  Everyone I've seen looked really good.  Mm-hmm?",teacher,28,0,,,0.0
I didn't really draw a number line [inaudible].,student,8,1,,0.0,
That's totally fine.  That's great.  Yep.,teacher,6,0,1.0,,0.0
So it's [inaudible]?,student,3,0,,,
Do you think it is?  Can you prove it?,teacher,9,0,,,0.0
Yeah.,student,1,0,,,
"Great.  And you don't need a number line.  You could represent what you did on a number line if you wanted.  But a number line's actually usually how we start teaching it.  And then we get away from that.  If you can do it this way, that's great.  Good, make sure your answer is clear, though.  That looks great except that your – I don't see your answer. Sometimes people look at this and then think, oh, there's my answer, 1,000.  But we know that's not it, right.  Good. And then show – yep, excellent.  You guys are doing a really good job.  Interesting.  This is great.  Use the number line?  Good.  Good start.  You got 632 and 1,000. So what are you gonna try to do now?  Go up towards it, good.  What are you adding first?",teacher,138,4,,,0.0
Well my teacher taught me to go to the – Miss K is a math teacher.,student,16,0,,0.0,
That's all right.,teacher,3,0,0.0,,0.0
Taught me to go to the nearest number.,student,8,0,,0.0,
To the nearest multiple of 10?,teacher,6,1,1.0,,0.0
Yeah.,student,1,0,,,
Or landmark number.  Good.  So where you gonna go to?,teacher,10,0,,,0.0
[Inaudible].  700.,student,2,0,,,
"If it's easy – can you go all the way to 700?  If you want to you can.  It might be easier, Student D, to go to 640 first.  Would that be easier?  How much you have to add to get 640?",teacher,42,1,,,1.0
"[Inaudible] 1,000 was.  [Inaudible].",student,4,0,,,
That's okay.,teacher,2,0,,,0.0
8.,student,1,0,,,
"So you add 8 to get to 640.  Good.  And now you can jump from 640 to 700.  How much would you add to get to 700 now? Student M, did you solve it a different way?",teacher,37,2,,,1.0
Can I borrow your [inaudible]?,student,5,0,,,
"Mm-hmm.  Boys and girls, almost everyone is done, I know.  You have about 12 more seconds, then we're gonna share.  So stay with me.",teacher,24,0,1.0,,0.0
29.,student,1,0,,,
"No.  If we're at 640, let's count by tens.  Ten would be?",teacher,12,0,,,0.0
"650, 660, 670, 670.",student,4,0,,,
"You said that.  You said 650, 60, 70.",teacher,8,0,,,0.0
"680, 690, 610.",student,3,0,,,
What's 690 plus 10?,teacher,4,0,,,0.0
690 plus 10.,student,3,0,,,
Where's your thousands book?,teacher,4,1,,,0.0
It's in my bag.,student,4,0,,,
I thought you were gonna go get it.,teacher,8,0,,,0.0
I figured out another way.  The minus but it didn't work.,student,11,0,,0.0,
"690 plus 10 you need to figure out.  Student K, did you find a way?",teacher,15,0,1.0,,0.0
Yeah. 700.,student,2,0,,,
So how many groups of ten?  I counted on my fingers.  How many group of ten do we use?,teacher,19,0,,,0.0
Five.,student,1,0,,,
Plus this one.,teacher,3,0,,,0.0
Six.,student,1,0,,,
So six groups of tens is what?,teacher,7,0,,,0.0
60.,student,1,0,,,
"So we added 60 there.  Now you got 700.  And 700 plus what gets you to 1,000?  So we have gone 632 miles.  We are trying to go 1,000 miles.  Who can give me an equation they used at the beginning to start their problem?  What were they solving?  What was the equation they wrote down at the top, Student H?",teacher,61,2,,,0.0
"632 plus blank equals 1,000.",student,5,0,,,
"Excellent.  Raise your hand if this is what you did.  A lot of you did, I know.  I saw.  632 plus blank, plus what equals 1,000?  Did anyone do something – write a different equation?  Student G?",teacher,37,1,1.0,,1.0
"1,000 minus 632.",student,3,0,,,
"Excellent.  And boys and girls, this is just like what we did at the beginning of the year with multiplication and division fact families.  You can switch them.  If you know 632 plus something equals 1,000 and then 1,000 minus 632 is going to equal the same thing.  Right?",teacher,49,2,,,0.0
Right.,student,1,0,,,
"You can – just like addition – just like multiplication and division, you can do the same – they have the same relationship as addition and subtraction.",teacher,27,5,,,0.0
[It's 8 out of 1].,student,5,0,,,
"Student D, do you have a question?",teacher,7,0,0.0,,0.0
"No, I just wanna solve it.",student,6,0,,,
You wanna solve it?,teacher,4,0,1.0,,0.0
Mm-hmm.,student,1,0,,,
What did you – what strategy did you use?,teacher,9,0,,,1.0
I don't know.,student,3,0,,,
So what's the first thing you did?,teacher,7,0,,,0.0
I did 62 – I mean 632 plus 8 equals 640.,student,11,0,,0.0,
"This we're gonna call – and I want you – a lot of you did this. This is what I saw the most.  You added up.  You started at 632 and you added up to 1,000.  So you started at – so you started with this equation, right?  So if you did not do – Student C, put those away.  If you did not do this, I want you to copy it down.  If you did already do it, compare it to what you did.  Is it different?  Is it the same?  If you used a different strategy, please copy this down.  Student D?",teacher,104,1,1.0,,0.0
"632 plus 8 equals 640.  640 plus [60] equals 700.  700 plus 300 equals 1,000.",student,15,0,,0.0,
"So great.  Here's my answer, 1,000.  Is that my answer?",teacher,10,0,1.0,,0.0
Mm-mmm.,student,1,0,,,
"That's the biggest mistake kids make a lot.  You did all the right work.  And then you get to the bottom and it says equals 1,000.  They're like, oh, great, I'm done.  You have to then finish and make sure you show where you get your actual answer 'cause your answer is not right here. Student D, what do I keep doing?  Now what do I do to get my answer?",teacher,71,0,,,0.0
8 plus 60 plus 300.,student,5,0,,,
"Right, we have to find out what goes in this box.  These numbers.  So 8 plus 60 plus 300 equals?",teacher,20,0,1.0,,0.0
368.,student,1,0,,,
368.  368 pineapples?,teacher,3,0,,,0.0
Miles.,student,1,0,,,
"Miles.  368 miles.  Raise your hand if you got 368 miles. Student A, you didn't get it?",teacher,17,0,,,0.0
No.,student,1,0,,,
"You didn't get 368?  Student C, did you?",teacher,8,0,,,0.0
No.,student,1,0,,,
Do you see where you made a mistake?,teacher,8,0,,,0.0
I want to finish it up.,student,6,0,,,
What?,teacher,1,0,0.0,,0.0
I wanna finish it.,student,4,0,,,
"Excellent.  That is one strategy adding up.  It is very similar to using a number line.  It's the same, actually.  And using a number line and adding up, it's just listed in equations instead on the number line.  Student G, did you do something similar but not exactly the same?  Can you share how yours was different?",teacher,57,4,,,1.0
I added.,student,2,0,,,
"You did it in a different order, didn't you?  What do you add first?",teacher,14,1,,,0.0
Hundreds.,student,1,1,,,
"Student G added the hundreds first.  Everyone listen please. Eyes up here.  At 632, she added 300 and got to 932 to get closer to 1,000.  And then added the tens and the ones. Hold on one second.  I love that you all used landmark numbers and multiples of 10 to make this easier which is our goal today.  Use multiples of 10 and 100 to find the difference between any three digit number and 1,000.  It's a lot easier to add by groups of 10, multiples of 10 than ones, just any number.  Did anyone use a different strategy?  Student P, did you have a question?",teacher,107,6,,,1.0
Well yeah but I can wait till the end.,student,9,0,,0.0,
Are you sure?,teacher,3,0,0.0,,0.0
Yeah.,student,1,0,,,
"A different strategy.  Student A, what did you do?",teacher,9,0,,,1.0
The up and down way.,student,5,0,,,
What do you mean the up and down way?  You used the standard algorithm?  And did you do addition or subtraction?,teacher,21,3,1.0,,1.0
Subtraction.,student,1,1,,,
"So Student A did the standard algorithm stacking 1,000 minus 632.  We're not gonna do that right now, but we will do it next week.  We'll get into the standard algorithm for addition and subtraction.  Someone else.  Student C?",teacher,39,4,,,1.0
[I think he did three ways] but something similar.  632 plus 68 equals 700.,student,14,0,,0.0,
