text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay.  We’re gonna start today with problems with remainders. Our focus point today is remainders.  Has anybody ever heard of a remainder before?  I know a few of you have, ‘cause I’ve seen it in your work today.  Have you seen a remainder before?",teacher,44,4,,,0.0
Yes.,student,1,0,,,
Can you describe what a remainder might be?,teacher,8,1,,,1.0
On a division problem –,student,5,1,,,
Yes.,teacher,1,0,0.0,,0.0
You can have a remainder.  You can have three and a remainder of two.,student,14,2,,1.0,
"Okay, but how do we get to a remainder?  How does something have a remainder?  You could have something three, remainder of two.",teacher,23,3,1.0,,1.0
Leftover – leftovers.,student,3,0,,,
"Leftovers.  Okay, leftovers.  Student K?",teacher,5,0,,,0.0
Can I say add on to [Inaudible],student,7,1,,,
Yes.,teacher,1,0,0.0,,0.0
"I think a leftover is, like, where you have – I mean, not a leftover.  A remainder is, like, when you have the problem and, like, the one that is [Inaudible] was to have zero, but you have – you have a remainder [of one.]",student,45,2,,0.0,
"Zero, remainder of one?",teacher,4,1,1.0,,0.0
"No, because [Inaudible] a problem and remainder – and it was supposed to be zero, but instead it came out one and that was the remainder.",student,26,2,,1.0,
Okay.  Student K?,teacher,3,0,0.0,,0.0
"Remainder is when you do a division problem and [Inaudible] equally, so there’s some left and you have to divide it into a fraction.",student,24,4,,0.0,
"Okay, excellent.  She said a remainder is when you do a division problem and –",teacher,15,2,1.0,,0.0
When you – when you have to have a number left over ‘cause you can’t divide it.,student,17,1,,1.0,
Equally.,teacher,1,0,0.0,,0.0
Equally.,student,1,0,,,
When you have a number left over because you can’t divide it equally.,teacher,13,1,,,0.0
"‘Cause the number that’s being divided can’t go into a [bigger number.] It’s like 28 divided by five.  The answer would be five, remainder of three.",student,26,3,,1.0,
"Okay.  Very good, Student K.  I like that you were able to do that in your head, okay?  I’m gonna write a problem on the board and I want you guys to think about –",teacher,35,0,0.0,,0.0
The remainder?,student,2,1,,,
"A story that would go along with this problem, okay?  I’ll write it on the board, but you have to think of a story that would go along – a reason that I’m gonna divide this number.  Who can read this problem to me?  Read the problem to me.  Student J?",teacher,51,1,,,0.0
36 divided by five.,student,4,1,,,
"36 divided by five.  Okay, talk with somebody near you and come up with a story problem for 36 divided by five.  [Long pause]",teacher,24,2,,,0.0
We got to figure out the answer?,student,7,0,,,
"Nope, just the story.  The reason we’re doing this.  [Long pause]  Raise your hand when you have a story.  All right, Student J, tell me a story.  All right, hold on one minute.",teacher,33,0,1.0,,0.0
I have 36 cookies [Inaudible],student,5,0,,,
Why?  Why would you want to divide 36 cookies into five?  Think about that.  Anybody else?  Student D?  Student K?,teacher,20,1,1.0,,1.0
We have 36 people and five cupcakes.,student,7,1,,,
You have 36 people and five what?,teacher,7,0,1.0,,0.0
Cupcakes.,student,1,1,,,
Cupcakes.  So give me a story problem for that.,teacher,9,1,,,0.0
36 divided by five.,student,4,1,,,
Give me it in words.,teacher,5,0,,,0.0
There are 36 Scout Girls.,student,5,0,,,
36 what?,teacher,2,0,1.0,,1.0
Scout Girls. Scout Girls? Girl Scouts.,student,6,0,,,
"That’s all right.  Scout Girls, uh huh.",teacher,7,0,1.0,,0.0
"And there’s – there’s – we have to give five to each – no, not each student, but each –",student,20,0,,0.0,
And so what do you want to do with the five – what is – what is five what?,teacher,19,0,1.0,,0.0
Five cupcakes.,student,2,1,,,
And five cupcakes.,teacher,3,1,,,0.0
For each girl.,student,3,0,,,
Okay.  Let’s see this.  It looks to me like you’ve got 36 Scout Girls and five cupcakes.,teacher,17,1,,,0.0
For each girl.,student,3,0,,,
"So each girl is getting – getting five cupcakes?  If you do that, visualize, you’ve got 36 Scout Girls lined up –",teacher,22,2,,,0.0
But I didn’t – And they each have five –,student,10,0,,0.0,
"You want to go back – you want to re-talk this?  We’re gonna work this one out and then we’ll go to you guys, don’t worry.  You want to re-work it?  You’re gonna re-work it? Okay.",teacher,36,0,0.0,,0.0
[Inaudible],student,1,0,,,
"All right, Student J.",teacher,4,0,,,0.0
