text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Let’s take a look on page 81.  They have a graph for us.  So, let’s see.  What we want to do on page 81 is we’re going to put information on to our graph.  So question number one, Student T, read number one for us.",teacher,45,2,,,0.0
Question number one says suggest what [inaudible] this graph will be showing.,student,12,1,,0.0,
"So we’re going to come up with some ideas of what could this graph be showing.  We had several people who had some very good suggestions this morning.  Student A, what was your bar graph? What would your graph be about?",teacher,41,4,1.0,,1.0
Shoes.,student,1,0,,,
"You’re talking about shoes.  So we looked at a line graph being something that we want to look at, something over a period of time.  Did anyone have a graph idea that used a period of time? Well, since no one did, let’s think of something. What might be something that we could [invent] to come up with some data for our graph? Student A?",teacher,65,5,,,1.0
How many people are here today.,student,6,0,,,
"We want to look at something that goes over a period of time, but very similar to when we looked at – on page 140 it talked about the weather.  We looked at the weather over a period of time.  Student E?",teacher,42,0,0.0,,0.0
How many minutes or hours it takes on a plane to go from America to Africa.,student,16,0,,0.0,
"So how long it takes to travel somewhere.  So we could each look at travelling.  Or, we could talk about how long it takes us to get to school.  We could use information about how long it takes people to get to school.  So that’s what we’re going to do with our graph is at the top we’re going to give it a title.  At the top of your page you’re going to put down – our title is, “How Long It Takes To Get To School.” That’s going to be our title.  So our title is – so you have, “How Long It Takes To Get To School.” So we have our title on our board, so everyone’s writing that down on top of there.  If you don’t have your book, just get out a piece of paper. So at the top you have, “How Long It Takes To Get To School”.  So the data this graph will be showing is how long it takes people to get to school.  So we write our title nice and neat, nice and neat.  And then on number one we write down, “How Long It Takes To Get To School,” on number one. Next we want to look at putting information in our graph.  What is going to go on our vertical? What information are we going to put on our vertical axis?",teacher,231,7,1.0,,0.0
Minutes.,student,1,0,,,
"Minutes! Nice job, David.  We’re going to put minutes. Miss W, could you maybe give me a hand on this? I’m going to give you some minor books and when students are answering and I have a lot of people who are with me, if you could give them a minor book, thank you. So we have minutes.  We would start with zero, and what shall we count by? Student T?",teacher,71,0,,,0.0
By minutes.,student,2,0,,,
"We’re going to count by two.  Let’s go all the way up to 30. So we have 2, 4, 6, 8, 10.  How many bars does it allow us? We have 1, 2, 3, 4, so we have room to go all the way up to 10.  So get up to 10.  So you have 2, 4, 6, 8, and 10. Where’s your workbook? Student A, where’s your workbook?",teacher,69,0,,,0.0
I’ll go get it.,student,4,0,,,
"Go get it.  Put the title there, then put 2, 4, 6, 8, 10, put a line.  And then we have… So we’ve got minutes on the vertical axis.  What information, Student Z, should go on the horizontal axis? How should we label that?",teacher,44,5,,,0.0
By fives?,student,2,0,,,
Let me have you go back a moment just so we can review.  What is our data about? What’s this graph about?,teacher,22,2,,,0.0
How long it takes to go to school.,student,8,0,,0.0,
How long it takes to get to school.,teacher,8,0,1.0,,0.0
Put the hours.,student,3,0,,,
"So we have the minutes, you’re thinking hours.  Student D, what are your thoughts?",teacher,14,0,,,1.0
"The subjects, like a car, walking.",student,6,0,,,
"Car, walking.",teacher,2,0,1.0,,0.0
Running for a bus.,student,4,0,,,
"Okay, car, walking, bus.",teacher,4,0,,,0.0
Bike.,student,1,0,,,
"Or riding a bike.  So Student Z is saying we could put the hours, we could put 8:30, 9:00, in hour increments.  We could also put down, we could use by how we get there.  So let’s see.  If we were to put down how we get here.  For example, someone who walks, it takes them, we could say it takes them four minutes, okay? Or if we use Student Z’s? Hours won’t work.  I want someone to share why hours might not work.  Student E?",teacher,86,0,,,0.0
Because you may live down the street from the school.,student,10,0,,1.0,
"Right, but we want to look at how long it takes.  If we put down 8:30, we’ve got two times.  We’ve got minutes and hours.  We have the same data.  We want something different to show how long it takes to get to school.  So someone said bike.  So Student Z, we’re going to use ways.  We’re going to do how people get to school, and then that would let us know how long it takes people to get there.  So we have bike, walk.  Start writing that down.  We have bike, we have walk, we have bus, we have car, and what might be…",teacher,105,1,1.0,,0.0
Motorcycle.,student,1,0,,,
"Motorcycle, that could kind of go with bike.",teacher,8,0,,,0.0
Train.,student,1,0,,,
"Train, okay, like the metro.  Okay, train.  So this would be all – how would we label that? How would we label those five things? Those are all forms of what?",teacher,31,0,,,1.0
"How to get to school, how long does it take.",student,10,0,,0.0,
"We have that for our title, but we have one more label.  We know the numbers represent minutes.  Those five ways are – ways to get to school – that’s a form of what?",teacher,34,0,1.0,,0.0
Different ways to get to school.,student,6,0,,,
What Student D?,teacher,3,0,0.0,,0.0
The subject?,student,2,0,,,
"No.  The subject we’re using is bike, walk, bus.  Student N?",teacher,11,0,,,0.0
Different ways to get to school?,student,6,0,,,
What is that called? There’s one word that would explain all that.  Taking different forms of – Student C?,teacher,19,0,1.0,,1.0
Transportation.,student,1,0,,,
"Yay! Nice job! Form of transportation.  All right! Good job! You guys were all there, but I what was that one word that would describe.  We don’t want our label to be long, we want it to be what it is, so let’s put transportation as a label, transportation.  Right…",teacher,50,0,,,0.0
Under train?,student,2,0,,,
"Right on that line to label it.  You want to put transportation right there – right there.  T-R-A-N, trans-port-ation. Trans-port-ation.  Spell it as it sounds.  Trans-port- ation.  Transportation.  Transportation.  Like trans and portion.  So now we have our information now there. They’ve already plugged in the data for us.  So how many minutes does it take to take a bike to school?",teacher,62,2,,,0.0
Two.,student,1,0,,,
How many minutes does it take to walk to school?,teacher,10,0,,,0.0
Six. Three. Four. Eight.,student,4,0,,,
Some people may have put things in different orders.  How long does it take us to take a grain?,teacher,19,0,,,0.0
Five. Four. Eight. Ten.,student,4,0,,,
What takes the same time?,teacher,5,0,,,0.0
Car.,student,1,0,,,
Car and walking.,teacher,3,0,,,0.0
Car and bus.,student,3,0,,,
"So what we may want to do is change some of our data around. For example, a car, does that take the same time?",teacher,24,1,,,1.0
No.,multiple students,1,0,,,
Because a bus has bus stops.,student,6,0,,,
"Bus stops, okay.  So it could be that a car and walking could take the same amount of time. So the last question is asking us, “Why do you think the line is horizontal from point 3 to point 4?” What do we know when we see a line that are two points in the same location, what does that mean?",teacher,61,3,1.0,,1.0
It stops at the same time?,student,6,0,,,
"It stops at the same time, it took the same amount of time. It’s equal.  We see that it both took 8… Oh, table 1, table 2, 3.  You guys have gotta work on some goals for yourselves. So what it means is at point 3 and point 4, that it was at the same time.  So now we want to be able to turn back to page 79.  Last week, is there anyone who did not finish page 79, and finish that information? Page 79? Raise your hand.  Let’s go through. So begin reading at the top for us, Student X, on page 79 in our workbook.  Student M.  We’re going to go over it.  There are some people who did because they’d finished up when we were working with partners, and there are some people who didn’t. Miss W, could you take the paperclip from table 2 please? Thank you. Okay, Student X.",teacher,155,0,1.0,,0.0
"Michael bought a new car for $24,000.  The line graph shows how the value of this car changed from 2001 to 2005.",student,22,3,,0.0,
"Just looking at the graph, what happened to the value of the car over time? Did the price go up or did the price go down?",teacher,26,2,1.0,,1.0
Up.,multiple students,1,0,,,
"It went down.  It started at $24,000, five years later the car was worth how much?",teacher,16,0,,,0.0
"$14,000.",student,1,0,,,
"$14,000.  And that information is very important, because just in real life when you’re buying a car, you buy the car brand new, it’s worth a lot of money.  Cars depreciate. That means their value goes down very quickly.  Student A. So let’s take a look at question number 1.  Student C, read our first question.",teacher,56,1,,,0.0
"Write [inaudible] questions that can be answered using the data and the line graph, then write the answer.",student,18,3,,0.0,
"Okay.  Student A, give us one of your questions.",teacher,9,0,1.0,,0.0
How many cars…,student,3,0,,,
Do you want me to try somebody else?,teacher,8,0,,,0.0
Yes.,student,1,0,,,
