text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Now, they’re recording right now.",student,5,0,,,
"Okay, so joined in this room have been working on [inaudible], correct.  We have been working specifically these past [inaudible] days measuring our rectangular [prisms].  Okay. What specifically have we measured?  [Inaudible] we’re trying to measure in these rectangular prisms. [Inaudible].",teacher,41,7,0.0,,0.0
The volume.,student,2,1,,,
"We are trying to measure the volume [inaudible] and we are using the cubes to help us to understand the size of these [inaudible].  When we speak of volume, we talk about cubic units, so its’ a natural process, [inaudible] for us using the cubes that we normally use to figure out how many cubes fit inside [some] of these boxes that we [inaudible]. Okay.  So keep all of the work that we have done previously in mind as we continue with the work today. Over here, you will see, we’re gonna discuss the volume of three- dimensional objects and how to solve for the volume of three-dimensional objects, okay.  Now, as we have been doing previously, although [inaudible] it is new, as we’ve been doing previously, I want to work algebra into today’s conversation.  So everybody up for a little bit of algebra in today’s conversation? Now, we know this shape has three dimensions, okay.  We’ve got a dimension right here, we have got a dimension right here, from left to right, A is up and down, B is left to right, and C is front to back.  Everyone agree with that?",teacher,193,15,,,0.0
Yes.,student,1,0,,,
"Okay.  Now, before we even work with numbers I want to see if you guys can come up with a couple of equations to solve for the size of the red rectangle, to solve for the size of the blue rectangle, and to solve for the size of the green rectangle, using algebra, okay.  Does everyone understand what I mean when I say that?  [Inaudible].",teacher,65,4,,,1.0
You mean like two times [N]?,student,6,0,,,
"Okay, in this case, though, I don’t have any numbers, okay, and I don’t have N.  I’ve got three different variables, A, B and C.  So what I want to know is what would I do to solve for the size of that red rectangle.  What would I do to solve for the size of that blue rectangle.  What would I do to solve for the size of that green rectangle, okay.  What equations would I write, using the information that’s up here, what equations could I write.  Are you giving the equation or are you asking me a question?",teacher,100,7,1.0,,1.0
[Inaudible].,student,1,0,,,
Is it about the equations?,teacher,5,1,,,0.0
[Inaudible].,student,1,0,,,
"I don’t want an equation right now, because I want to give you time to [inaudible].  So you’re not gonna give me an equation [inaudible].",teacher,25,2,,,0.0
"Well, can we like – can we [inaudible]?",student,8,0,,0.0,
"Well, so here is the thing, what I’m trying – the way that we’ve done [inaudible] these fractions, I’m trying to get you guys to understand what to do with these different dimensions in order to solve for volume, okay.  And so, yes, later on, later on what I’ve got for you is to solve for exactly how big this particular rectangle is. [Inaudible].  Okay.  Later on we’ll actually attach the numbers.  Right now, what I want is a rule, just like we’ve done with fractions, I want the rule.  How do I solve for the volume of the shape?  So, rectangular [inaudible].",teacher,103,7,1.0,,0.0
Are we gonna [inaudible]?,student,4,0,,,
"Later on.  No, no, no, we’ll talk about this later on and you will do your own work and [inaudible].  We’re not [inaudible] today.  That’s what we’ve done previously to help us get to today.  So you have to think about all the great work that you’ve done leading up to today to help you figure out, hmm, how do I solve for the size of that red rectangle, how is [it important]?  How do I solve for the size of the green rectangle?  How is that important?  How do I solve for the blue rectangle and how is that important?",teacher,101,3,,,0.0
[Inaudible] do [inaudible] times –.,student,5,0,,,
"Ah, ah, ah, that’s getting close [inaudible].",teacher,7,0,1.0,,0.0
"No, like [inaudible], like for example, A times B [inaudible]?",student,10,0,,0.0,
"Do you see D right there?  No.  I would argue that you do not need anything other than what you’ve got right there, yes.",teacher,24,0,0.0,,0.0
[Inaudible].,student,1,0,,,
I don’t want an equation.  You’re gonna turn and talk in your groups for equations.,teacher,15,2,,,0.0
"Oh, is this [inaudible]?",student,4,0,,,
"There is not [inaudible].  All we are doing is – what would you do to solve for the size of that red rectangle, what would you do to solve for the size of the blue rectangle, on this side, that face, what would you do to solve for the green rectangle that is the base of this particular rectangle [inaudible].  Yes.",teacher,61,5,,,0.0
Are you talking about [inaudible] or [inaudible]?,student,7,0,,,
