text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay.  So hopefully it’s on, working.  We have a test coming up next week.  What have we been learning about?",teacher,20,0,,,0.0
Multiplication as a strategy in division.,student,6,2,,,
Using multiplication as a strategy in division.  Student M?,teacher,9,2,1.0,,0.0
[Inaudible.],student,1,0,,,
Right.  Division.  Using the hangman method for division.,teacher,8,2,,,0.0
[Inaudible.],student,1,0,,,
I can’t hear you.  Can you speak up.,teacher,8,0,,,0.0
"Multiplication, to see if [inaudible].",student,5,1,,,
Okay.  Using similar problems to help you solve unknown problems in multiplication.,teacher,12,2,1.0,,0.0
[Inaudible.],student,1,0,,,
To break it down.  Break what down?,teacher,7,0,,,0.0
[Inaudible.],student,1,0,,,
"Break the big number apart into smaller, more accessible numbers, right?",teacher,11,0,,,0.0
[Inaudible.],student,1,0,,,
"Using the [inaudible.]  I can see you guys are clearly noticing my chart up here.  All right.  So we’re going to start off with working on 21 x 12, and we’re going to review some of the methods we have already learned.  Who can help me draw this array so we can break it down?  Or who can tell me how we’re going to break it down?  Student E?  Any ideas.",teacher,71,1,,,1.0
[Inaudible.],student,1,0,,,
Does it matter which way I go in this?  All right.  This looks like the slightly smaller side.  We’ll do 10 into –.  So where should I put my 10?  Where should I put my 2? Student J?,teacher,38,0,,,0.0
You put your 10 [inaudible] going down.,student,7,0,,,
Okay.  So 10 going down.  What does this 10 and 2 represent?,teacher,12,0,1.0,,0.0
10 times 2?,student,3,0,,,
Nope.  Not 10 times 2.,teacher,5,0,,,0.0
12.,student,1,0,,,
The 12.  Where am I getting the 12 from?  Student M?  They can’t necessarily see you point so you’re going to need to be a little louder.,teacher,27,0,,,0.0
From the board up top.,student,5,0,,,
"Okay, from the equation, the 12 here, we now have 10 and 2? All right.  What do I need to do to the rest of the array?",teacher,27,2,0.0,,0.0
Break down [inaudible].,student,3,0,,,
All right.  I need to break the 21 down.  How am I going to break my 21 apart?  Student E?,teacher,20,0,,,0.0
[Inaudible.],student,1,0,,,
"20 and 1. And what’s my next step?  Student K?  Do you want to come up here and show us that?  It’s very hard to hear you.  You’re going to have to speak a little louder.  Not just for me, but for the fact that we have to deal with next door.",teacher,52,0,,,0.0
Add them up together?,student,4,1,,,
Add what up?,teacher,3,1,,,0.0
[Inaudible] is 20.,student,3,0,,,
"All right.  So write nice and big in here, 10 times 20.",teacher,12,0,,,0.0
"Do I write the answer, too?",student,6,0,,,
"If you know it off the top of your head.  Very good.  What else do we have to do, Student A?  Any idea, or do you want to wait until the next one?",teacher,33,0,0.0,,0.0
I think you’re supposed to wait until the next one.,student,10,0,,0.0,
"Wait until the next one?  All right.  Student T?  Don’t be camera-shy, guys.  Student L?  Come up.  Do it. I know how to do it.  It’s your turn to do it.  All right.  Who can explain why this is 2 times 20?",teacher,42,0,1.0,,0.0
20 [inaudible] on the top of it.,student,7,0,,,
And where is the 2 coming from?,teacher,7,0,0.0,,0.0
The bottom.,student,2,0,,,
