text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Cameras are on.  It’s 11:30, December 13.  This is Math class. So, recording in progress. Okay, let me have your attention please, boys and girls, put the books away and get your folder ready and your notebook, as well as your box.  So last week we’ve been exploring volume, right, and volume of a rectangular prism.  So can someone just tell us or remind us how we found the volume of this box, or this rectangular prism?",teacher,77,7,,,0.0
You multiply the length by the width by the height.,student,10,2,,0.0,
"Okay, so we figured out one way to do this was to multiply…",teacher,13,1,1.0,,0.0
The length…,student,2,1,,,
The length.,teacher,2,1,,,0.0
The width.,student,2,0,,,
"The width, and then the height.  Okay, so that was one way to find, right, and we all tried that.  Is there another way to find this, Student D?",teacher,29,0,,,1.0
The bottom of the surface times the height.,student,8,0,,0.0,
"The bottom of the surface here you said? Okay, so surface, for example, this one has 5 across and 4 this way, so what does that mean? The surface has 20 squares.  And if you were to put cubes, you can put 20 cubes, right? The bottom layer. And why do you multiply by 3, Student D?",teacher,57,4,1.0,,1.0
Because that’s the height.,student,4,0,,,
"Because that’s the height, that’s the 3 layers, right? So if you were to take apart the 3 layers, then you have 3 layers of cube. Any other ways that we tried or you tried? No? Okay.  So last time you made this box, and this is Box 1, and we did volume, and I would say everyone did very well on the test on Friday in terms of finding volume.  I don’t think anyone had a problem finding volume.  Maybe there are a couple of problems with other things, being careless, for example, the pattern, that you miscalculated, then something else, just being careless.  But in terms of volume, I think you had no problem doing that. So today we are going to shift into something, not volume, but similar.  I shouldn't say similar to volume, but something that we can use this box to find, to help us to start. And that is called a surface area.  So today we’re going to explore finding the surface area of an object, of a rectangular prism.  I’m just going to write this word.  And please write this down in your notebook. Okay, so write down surface area, and what does that look like to you, the words “surface area”? What does that sound like? What do you think it means? Student A?",teacher,222,17,,,0.0
The surface of the area,student,5,1,,,
"So the surface, like this board has a surface, the floor has a surface, but what about area? What’s area? Student S?",teacher,22,2,1.0,,0.0
[Inaudible],student,1,0,,,
So area is the number of…,teacher,6,1,,,0.0
[Inaudible],multiple students,1,0,,,
"Okay, you remember this, right?",teacher,5,0,,,0.0
From last year.,student,3,0,,,
