text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Today you have a math – just like I said, today we're going to",teacher,14,0,,,0.0
[Inaudible].,student,1,0,,,
Stop.  Sit down.,teacher,3,0,,,0.0
I lost it.,student,3,0,,,
You lost what?,teacher,3,0,,,0.0
My math notebook.,student,3,0,,,
"Don't worry about it.  For now use your [inaudible] paper.  I will give it to you later on.  I don't want you to call out, Student S.  Student A wants to answer.  How would you tell a 3rd grader how to do this math?  Tell me.  How would you tell somebody how to do this math?",teacher,56,0,,,1.0
I know.  Do the hundreds first.,student,6,1,,,
Which ones are the hundreds?,teacher,5,1,1.0,,0.0
The hundreds are the [inaudible].,student,5,1,,,
Good job.  So you are saying it's 100 plus—,teacher,9,0,1.0,,0.0
"600.  Then that way you leave the 96 plus 25, then add it.",student,13,1,,0.0,
Good job.  You can do 96 plus 25.  Is that what you said?  What would 100 plus 600 be?,teacher,19,0,1.0,,0.0
700.,student,1,0,,,
"700.  Stop calling out.  I would like you to raise up your hand.  96 – sit down.  Turn around and sit down, please. Turn around and sit down properly.  [Inaudible].  Sit down properly please.  Pick up your book.  Solve this math.",teacher,41,0,,,0.0
121.,student,1,0,,,
"121.  Hmm.  How did you solve this math to get 121?  Yes, Student T?  What do you think is the answer?",teacher,21,0,,,1.0
"5 plus 6 is 11, so you put the 1 on top of the 9, and 10 plus 2 is 12, so [inaudible].  121.",student,24,0,,0.0,
"Good job.  There's something you did here that's really – Student J, would you please sit down?",teacher,17,0,1.0,,0.0
Can we do more 100 plus problems?  I like those.,student,10,0,,0.0,
"I don't think your mom would like to see you acting this way during this lesson.  Thank you, Student D.  You have been participating.  I don’t want to divert your attention. Thank you Student T.  Thank you, Student A.  Good job. There's something you said here that's really – you added the 6 out of 5.",teacher,56,0,0.0,,0.0
Yes.,student,1,0,,,
"What is the value of 5 and 6 here, Student T?",teacher,11,1,,,0.0
500.,student,1,0,,,
What is the value of 5 and 6?,teacher,8,1,,,0.0
The value?,student,2,1,,,
Yeah.,teacher,1,0,,,0.0
500?,student,1,0,,,
"No.  Look up here.  We have 96, and we have 25.  What does this 5 mean to you?  Is it in the ones?  Is it in the tens? Where is it?  Look here.",teacher,33,0,,,1.0
I don't get it.  You want to add up 6 plus 5.  It's 11.  It would be in the tens place.,student,21,2,,0.0,
"Yes.  When we have 11 – now we have the tens place in 11, I agree.  But if we have only this 5, what does this 5 mean to you?",teacher,30,1,1.0,,1.0
The ones place.,student,3,0,,,
"The ones.  Good job.  So you're saying that 6 plus 5 is going to give you 11, and we're left with 9 and 2.  What does 9 – sorry.  Sit down.  Student D, you're still distracting us. Can you please turn around and sit down?",teacher,45,0,,,0.0
You put the 1 on top of the 9.,student,9,0,,0.0,
"Go back to your seat please.  Sit down.  Thank you.  Student D, what does 9 here mean to you?",teacher,19,0,1.0,,1.0
90.,student,1,0,,,
Good job.  What is the value of 2 here?  20.  90 plus – I want to remind you that there is a camera here watching you.  I have here 90 plus 10 is what?  Student T?,teacher,36,1,,,0.0
90 plus 10?  That's 100.,student,5,0,,,
100 and what?,teacher,3,0,1.0,,0.0
100.  You said 90 plus 20?  110.,student,7,0,,,
"110.  Now we're going to add it, 0 plus 1 plus 0 is going to be what?  Here we have 0 plus 110, plus another 110.  It's going to be what?",teacher,31,1,1.0,,0.0
220.,student,1,0,,,
Yeah.,teacher,1,0,,,0.0
110 plus 110.,student,3,0,,,
Two 10s is what?,teacher,4,0,,,0.0
20.,student,1,0,,,
"So I'm going to write the 0 here.  Sorry.  I'm going to write the 2 here.  Because it's not – Mr. K, can you take him to [inaudible] room?  Can you go please?  Just call his mom and tell his mom exactly.  Because this 20, which is two 10s, it's not 100, we can't take it to the 100 level.  We have 700 plus 100 is going to be what?",teacher,70,0,,,0.0
800.,student,1,0,,,
