text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"All right, I think everything’s go for the cameras.  We’re going to start off today just by doing our daily word problems.  I’m going to pass these out real quick, and what I want you to do, if you would, is try to solve these problems.  Remember just to try to use everyday kind of logic. Don’t try to think about it too much, just try your best on these, Okay?  What I want you to do is probably just – why don’t we just stick with the second one where it says “Thursday Week Seven.”  You don’t have to do the first one right now; we’ll come back to that. Let me just read this real quick while you’re kind of working on it. It says, “Miss W’s class read for a total of 450 hours this month.  Mr. G’s class read two-thirds the number of hours read by Miss W’s class.  Miss R’s class read twice the number of hours read by Mr. G’s class.  If there were a total of 90 students in these three classrooms, what was the average number of hours read per student?” What was the average?  Remember we were doing a little bit of averaging yesterday?  So what you need to do is find the total of hours and divide that by the number of students. That will give you the average that each student read. So we have 450 hours this month that these 90 students read, right? So what is the average?  They’re asking you, what is the average amount?  Maybe they had one super student that read all 450 hours, right?  And then the 89 other students didn't read at all.  But they’re looking for the average. Go ahead.",teacher,289,10,,,0.0
The answer?,student,2,0,,,
"Go ahead, what do you think?",teacher,6,0,,,1.0
I think the answer is five hours per student.,student,9,0,,0.0,
Five hours per student.  And how did you figure that out?,teacher,11,0,1.0,,1.0
"Because I just thought about it without the zeroes at the end, I thought about 9 times 5 equals 45, so that means 90 times 5 must be 450.",student,29,0,,1.0,
"Okay, so you see, you figured it out just kind of by thinking about it.  Right?  You said 9 times 5 is 45, so you knew – what was the next comment you said?  You knew…",teacher,36,0,1.0,,0.0
That helped me figure out 90 times 5.,student,8,0,,0.0,
"90 times 5 equals 450.  So getting back to the question, what’s the average?  What is the average?",teacher,18,2,1.0,,0.0
450?,student,1,0,,,
Is it 450?  Is it 90?  Or is it 5?,teacher,10,0,,,0.0
5.,student,1,0,,,
5 hours.   So you’re saying each student read 5.,teacher,9,0,,,0.0
Right.,student,1,0,,,
"Okay?  So if we did that in this classroom, we have 14 students in this classroom, and if each student read for 5 hours a night. 14 students in our class.  5 hours.  5 hours for the month.",teacher,38,0,,,0.0
5 times 14.,student,3,0,,,
5 times 14 is how much?,teacher,6,0,,,0.0
"There’s 14 students so, if five times 10 is… 70. If 5 times 10 is 50 then you have five times 4, and 70.",student,24,0,,0.0,
"4 times 5. common, the 7 equals the 14, and then the 14 minuses the 7, and that makes it 7. All right, and so what’s 4 times 5?",teacher,29,0,1.0,,0.0
4 times 5 is 20.,student,5,0,,,
And then we can add the 50 and the 20 together and what do we get?,teacher,16,1,0.0,,0.0
Then we get 70.,student,4,0,,,
"Excellent job.  Did anybody else get that or kind of understood that?  Because we haven’t done a whole lot of averaging. That’s good.  We just kind of did it yesterday, we started with it, so I’m glad to see that you guys picked it up a little bit. So here’s our table of contents.  Take out your math notebooks please.   And today we’re going to be talking about symmetry, fractions on a number line.  So we’re going to continue our fractions.  We’re going to talk a little bit about symmetry.  Symmetry.  Symmetry, what is symmetry? Hold on, hold on.  Did I spell that wrong?  I did spell that wrong.  You guys.  S-Y-M-M-E-T-R-Y.  Symmetry.  My bad. And does anybody know what symmetry is?  It’s one of those math terms, it’s one of those words that is real, real specific to math.  Well, not really I guess.  What do you think, Student L?",teacher,151,11,,,1.0
"I think it’s like if you cut the class in half, and then like put a mirror in front, and put the class together on the other side.",student,28,0,,0.0,
"You’re saying, so if you put the whole class over on one side and you put a mirror, it would show you the other side. Good, that’s a pretty good definition.",teacher,31,1,1.0,,0.0
If you fold the paper in half it would be the same size as the other side.,student,17,0,,1.0,
"Okay, so if you fold something in half.  So if I took a piece of paper like this, how would you do that, Student K? So Student K said if he took something and folded it in half like a piece of paper, this paper’s pretty close.  It’s not 100 percent perfect.  But one side mirrors the other side. That means one side’s the same.  And you can do that with objects, you can do that with a lot of different things. Lines of symmetry.  Some objects have lines of symmetry and some objects don’t. Take a look at these objects on the sheet right here.  We’ll pass these out.  Did everybody write down the table of contents?",teacher,118,5,1.0,,0.0
Yes.,multiple students,1,0,,,
"Okay, I’ll turn that off real soon.",teacher,7,0,,,0.0
I think I did this before.,student,6,0,,,
"Yeah, I’m sure you guys have kind of done this before.  It’s one of those things that keeps on coming back.  On the top of your sheet that I just gave you are shapes like this. I did my best to trace’m. And they’re asking you in the first problem, it says: “Which of the above polygons have exactly one line of symmetry?” And one line of symmetry, there’s only one way to cut that in half so both sides look the same.  You can’t do it.  Like on this shape, on the shape Letter D, there’s a lot of different ways you can cut that in half, right?  And they will look the same.  And that’s lines of symmetry.",teacher,120,7,1.0,,0.0
"Mr. D, do you need the answer for that one?",student,10,0,,0.0,
"Just hold on to it for a second.  I’m just going to explain it then we’ll let everybody work on it a little bit, then we’ll come back, okay? So take a quick look, I’ll give you just a minute to see if you can find that one.  If you’re done with that problem, you can keep on going.  Go to B. “Which of the above polygons have at least four lines of symmetry?” Whoa.  Does this have more lines of symmetry here?",teacher,83,5,0.0,,1.0
"Yeah, it has more lines.",student,5,1,,,
"Okay, you can draw all the lines of symmetry.",teacher,9,2,1.0,,0.0
"Mr. B?  There’s two of them that only have one line of symmetry, so let them both there?",student,18,2,,0.0,
You can answer the questions and write down your answers on that sheet too.,teacher,14,0,0.0,,0.0
I didn’t get [inaudible].,student,4,0,,,
What’s that?,teacher,2,0,,,0.0
I didn’t get [inaudible].,student,4,0,,,
"No, you just need that one.  Oh, you didn't get this side.  Oh. Is there one with a backside here? So we’re doing on page 5, just so you’re not confused, and we’re going to do all the A through G.  I don’t mind if you work together a little bit.  If you have any questions you can ask your partners.  Good, Student K. How are you guys doing back here?  Good?  You guys had all this last year and all the other years.",teacher,84,0,,,1.0
I forgot what congruent means.,student,5,0,,,
Don’t worry about that one.,teacher,5,0,0.0,,0.0
The same?,student,2,0,,,
"Yeah, they’re the same, they just shifted.  None of them.  You don’t have to worry about Letter number E, we’re not going to go over congruency today.  So you’re going to do A, B, C, D and F.  Even G you don’t have to do. Okay just about another minute.  Did you do these, Student L?  Okay. Okay, so let’s look at the first one.  “Which of the above polygons have exactly one line of symmetry?” Okay?  Student T?",teacher,79,3,,,0.0
A and B.,student,3,0,,,
A and B.  Come up here and you can draw the – just draw it right on there.,teacher,18,0,,,0.0
Draw what?,student,2,0,,,
"Draw where the lines of symmetry are for A and B.  All right, very good.  Does everyone agree?",teacher,18,2,,,1.0
Yes.,multiple students,1,0,,,
Why can’t I do this?  Why can’t I cut this one like this?,teacher,13,0,,,0.0
Because it won’t be symmetry because like the point.,student,9,1,,1.0,
"You’re saying because there’s a point, if I folded that in half, it wouldn't be the same, right?",teacher,18,0,1.0,,0.0
The point will be sticking out.,student,6,0,,,
"You see that?  Go ahead, Student L. How about this way?  How about if I do it that way?  What do you think?",teacher,23,0,0.0,,1.0
"No, that’s not equal.",student,4,0,,,
"How about this one, Student O?  Do you think that’s… No?  How come?",teacher,13,0,,,1.0
There’s two ways…,student,3,0,,,
"[Whispers:] Let her answer. If you fold it right along this line, would this side and that side be the same?",teacher,21,1,,,0.0
No.,student,1,0,,,
"No, they would definitely look different.  Okay?  Student A just saw something that.  He said, how about if we draw a line like this?  Will that be equal?  Will both sides be equal that way?  What do you think, Student A?  No, because this side looks a little bit smaller, doesn’t it, over here, than this one.  So if you fold it, it’s not exact. It’s close, but I don’t think it’s exact. So let’s go down to the next question, B: “Which of the above polygons have at least four lines of symmetry?” That’s four different places where you can fold them.  Student L, what do you think?",teacher,109,4,,,0.0
C and D.,student,3,0,,,
"C and D.  Do you want to come up here and show us where, please? Good.  Does everyone kind of agree with that?  They kind of look like that.",teacher,29,0,,,1.0
It looks like a pizza.,student,5,0,,,
"It does.  They should make pizzas like that shape, huh?",teacher,10,0,1.0,,0.0
Next question?,student,2,0,,,
"All right, let me just make sure everyone…  Everyone understand this and how the different lines of symmetry are used here? Okay.  Next one. Which polygons above have the most lines of symmetry?  How many lines of symmetry does it have?  Go ahead, Student J.",teacher,45,7,,,0.0
D.,student,1,0,,,
"D, which is this one, yeah.  And how many lines? This one has four.",teacher,14,1,,,0.0
Eight.,student,1,0,,,
"How about this one, does this one have eight?",teacher,9,0,,,0.0
That one has four.,student,4,0,,,
Let’s take a look at it.,teacher,6,0,,,0.0
