text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"All right, boys and girls.  We’re going to continue our discussion about division, and we’re going to talk about remainders.  I want you to turn and talk with the person next to you, and I want you to come up with your own definition of “What is a remainder?” Go ahead.  Go ahead. You guys are working, [inaudible] working.  You’re still working.  Alright.  Come back.  What is a remainder? Student D?  What did your partner and you come up with?",teacher,80,4,,,0.0
A remainder is the numbers left out of a division problem.,student,11,2,,0.0,
Okay.  Does anybody have anything to add to Student D’s idea of what a remainder is?  Student T?,teacher,18,2,1.0,,1.0
A remainder is the leftover.,student,5,1,,,
"The leftover.  So again, the numbers Student D has left out of a division problem, and Student T thinks that he thinks it’s the leftovers.  Student A?",teacher,27,1,1.0,,0.0
"Leftovers – I mean, remainder is like the extras that are left [inaudible].",student,13,1,,0.0,
"Okay.  We did do some work with that yesterday, and I’m going to move on to my next question.  We’re going to come up with, again, for math class today, we’re going to come up with what we think a remainder is.  You guys have started with a very good idea, so I guess yesterday’s lesson must have stuck.  So, up here, we’re going to try to get – after all of our work today, we can come up what do we think a remainder is.  So I have a word problem here.  Why is this a word problem?  Anybody know why this is a word problem? Does it have some element in it that makes it a word problem?  Why is this a word problem?  Student D?",teacher,128,2,1.0,,1.0
Because it has words in it.,student,6,0,,,
All right.  What else about it do you think makes it a math word problem?  Student W?,teacher,17,0,1.0,,1.0
It has a question involving math.,student,6,0,,,
It has a question involving math.  Okay.  Student T?,teacher,9,0,1.0,,0.0
Numbers.,student,1,0,,,
"It has some numbers in it.  Okay.  So here – we’re starting with all great ideas of how and why this may be a word problem.  It says, “Farmer Brown needs to collect 122 eggs. He wants to put 6 eggs in each basket.  How many baskets does he need?”  I want you to turn and talk with your partner and come up with the operation for this story problem.  What do you think?  Why?",teacher,75,0,,,1.0
Because it doesn’t say how many baskets you need to have.,student,11,0,,1.0,
