text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"What we’re going to study is geometric shapes.  And for the next three weeks what we’ll be studying is – we have studied two-dimensional shapes before.  Remember when we did rectangles and we did squares – rectangles, squares, and triangles? Well, today we’re going to do three- dimensional shapes.  We studied some of these in third grade, correct?",teacher,58,8,,,0.0
Yes.,multiple students,1,0,,,
"Okay, so this is what we’re about for the next three weeks.  By the end of the three weeks we’ll be able to find volume of these -- how much they’ll hold in terms of volume.  In two- dimensional shapes we found area, remember that?",teacher,45,4,,,0.0
Yes.,student,1,0,,,
So in the three-dimensional shapes we’re going to find volume. So you have several objects on your table.  So this lesson we’re really going to try to find out how we can identify the various three-dimensional shapes.  So I’m going to use steps to accomplish that. What is this?,teacher,49,3,,,1.0
A cone.,multiple students,2,0,,,
"It’s called a cone.  How many faces?  When we talk about three- dimensional shapes, we talk about faces, which is the correct vocabulary.  So how many faces do you see on a cone? One.  What about, what is this?",teacher,39,1,,,1.0
A cylinder.,student,2,0,,,
A cylinder.  How many faces?,teacher,5,0,,,0.0
Two.,multiple students,1,0,,,
"One, two.  How about what is this? What is it called?",teacher,11,0,,,0.0
A pyramid.,multiple students,2,1,,,
"Okay, that’s one name.  It’s a prism.  How many faces does it have?",teacher,13,1,,,1.0
Five.,multiple students,1,0,,,
"One, let’s count…",teacher,3,0,,,0.0
"Two, three, four, five.",multiple students,4,0,,,
"All right.  So, if you have a square, how many faces do you have on a square?",teacher,17,2,,,0.0
Six.,multiple students,1,0,,,
Six.  And all the sides are the same?,teacher,8,0,,,0.0
Yes.,multiple students,1,0,,,
Each and every one.  What is this?,teacher,7,0,,,0.0
Rectangular prism. [Inaudible],student,3,2,,,
Are all the sides the same?,teacher,6,0,,,0.0
No.,multiple students,1,0,,,
And why is it not the same? What do you notice about the sides? What would you call this?,teacher,19,0,,,1.0
Edge.,student,1,0,,,
"An edge, very good.  What would you call here, where two edges meet? You’d call it a what?",teacher,18,0,,,1.0
Right angle.,multiple students,2,2,,,
A right angle.  You’d call it a right angle somebody just said. What else would you call it? We learned another name? A vertex.  The mathematical name is a vertex.  Right? And we call these what?  What do we call these?,teacher,41,6,,,1.0
Faces.,student,1,0,,,
Faces.  What about this?,teacher,4,0,,,1.0
Sphere.,multiple students,1,0,,,
"A sphere.  Now, how many sides or faces does it have?",teacher,11,0,,,0.0
Zero.,multiple students,1,0,,,
"Zero faces, right?",teacher,3,0,,,0.0
Or a vertex.,student,3,1,,,
And a vertex?,teacher,3,1,,,0.0
No.,multiple students,1,0,,,
Vertices is plural.  Any vertices?,teacher,5,0,,,0.0
No.,multiple students,1,0,,,
Okay.  What would you call this?,teacher,6,0,,,1.0
A triangle?,student,2,1,,,
"It has one rectangular face but all the faces are [inaudible]. It’s a triangular prism.  All right? So we’re going to look at prisms.  This is a revision from third grade, right?",teacher,32,3,,,0.0
Yes.,student,1,0,,,
"We’re going to look at cylinders.  And we’re going to describe them.  So if you would take out your math workbook, we’re going to work in pairs.  You two are a pair.  If you have someone beside you, work in a pair.  If you don’t, then work by yourself.  You’re going to need your math book. You’re going to go to Unit 7.  And on this page you’re going to guess the solids.  You want to go to page 1. Please take out page 1.  Page 1 should be a page with lots of … everybody needs to do this. So this is a square prism, right? Sorry, a square pyramid rather. What is half of a sphere called?",teacher,119,5,,,0.0
Hemisphere.,multiple students,1,0,,,
"Hemisphere, very good.  Good job of remembering third grade. What I would like you to do is take a look at page 1, and with your partner you want to describe each shape.  So here you are with a cube.  How would you describe that if you had to describe it to somebody who had never seen a cube before? How would you describe it? What are the characteristics? What are the components? You want to write it with your partner, so I’ll come around and visit with you.  So you’re describing them. All three-dimensional figures are solids.  Solid meaning they’re not hollow in any way.  Yes?",teacher,107,3,,,0.0
[Inaudible],student,1,0,,,
"You write it beside the figure.  You and your partner decide how would you describe it.  For example, I am going to describe it, I’m going to use these vocabulary words to describe it, because these are the mathematical terms you use when you’re describing any geometric shape, is that clear? So here is your [chance].  What’s a vertex?",teacher,59,2,,,1.0
A corner.,student,2,0,,,
A corner.  What’s a face? What’s a face? Everybody stop working for a minute.,teacher,14,0,,,0.0
A flat side.,student,3,0,,,
"A flat side.  Okay, what’s a prism?",teacher,7,1,,,0.0
