text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"All right, we’re gonna get ready for math.  Oh, boy.  When I say math, who likes math?  I do.",teacher,19,0,,,0.0
I do.,multiple students,2,0,,,
Everybody likes math?,teacher,3,0,,,0.0
Yes.,multiple students,1,0,,,
"Okay.  Gee, I thought there was gonna be some people who liked reading.  Do you like reading?",teacher,17,0,,,0.0
Yes.,multiple students,1,0,,,
"Wow, this class – okay, I have a few people who don’t like reading, but most people like reading.  How about writing?",teacher,22,0,,,0.0
Yes.,student,1,0,,,
"Yes, right.  Okay, listen.  Math is reading, writing and thinking, okay?  Enjoying.  I mean, you all like art, right?",teacher,19,0,,,0.0
Yes.,multiple students,1,0,,,
"Okay, so you’re going to be doing all of those things with math.  But the important thing is that I want you to focus on is thinking, all right?",teacher,29,0,,,0.0
Yes.,student,1,0,,,
"And to think you need to really get your mind going.  So what I want to do – what we’re gonna be doing today – and I’ll be explaining that to you, but I want you to – and you folks over there will need to stand over there.  I want you to stand, push your seat in, and Student J, go towards the back a little bit there so we’re not – yes, go to the back. Face me.  Ah.  You need to be in the aisle, a little separate please.  Give each other room.  Guess what I’m gonna be doing, you like, when we do, like, this?  What do you think?",teacher,113,0,,,0.0
Yoga.,student,1,0,,,
Not yoga.,teacher,2,0,,,0.0
Karate.,student,1,0,,,
Karate –,teacher,2,0,,,0.0
Math.,student,1,0,,,
"Math.  When we did the karate math, we were doing it regarding what?  Different –",teacher,15,0,,,0.0
Different lines.,student,2,1,,,
Right.  So what lines are these?,teacher,6,1,,,0.0
Parallel.,student,1,1,,,
"Parallel lines.  Okay, get back over here.  There we go.  All right, so we did that.  Now I’m gonna say what lines to do, and do a nice job.  Listen.  You’ve got to start thinking. You’re thinking about lines. Okay, here we go.  Intersecting lines.  Yes.  Okay, back down.  All right, now we’re gonna do perpendicular lines. Make it nice.  Don’t go like this.  You know, really make it look like it’s perpendicular.",teacher,73,9,,,0.0
Like this?,student,2,0,,,
"Okay.  Student C, you want to close the door?  Not Student C, I mean Student G.",teacher,16,0,,,0.0
Like this?,student,2,0,,,
"Okay, all right, down by your side.  Okay, so we were talking – now you may quietly sit down.  All right, so we were talking about lines, and we’re gonna be working with lines today.  So I need you active listening – active listening. So we did parallel lines, we did intersecting lines, perpendicular lines. Okay, now we’re gonna be learning some new words today. You’ve heard them before, but we’re gonna go – make sure that you have them in your head.  And when we do lines, hmm, we can do lines that connect – here’s a line segment, here’s another line, and if we do this, these lines are all meeting end to end, right?",teacher,117,13,,,0.0
Yes.,student,1,0,,,
"Okay, I’m gonna do another line, like that.  Oh, I see some things over there too that we’re gonna be looking at.  So lines connect, and when they connect like this, here’s a word that we’re going to be reading.  We need to look over here.  These are polygons, lines that connect.  There’s no opening.  So if I did something like – like this, like this, like this, like this, is that a polygon?",teacher,74,5,,,0.0
No.,multiple students,1,0,,,
Why not?,teacher,2,0,,,1.0
[Inaudible] lines.,multiple students,2,1,,,
"Because it’s open, okay?  So one thing I want you to do today, ‘cause what we’re going to do is we’re going to be doing some measurements, and these are called linear – linear measurement.  You see the word line there?",teacher,41,5,,,0.0
Yes.,student,1,0,,,
