text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"You have a responsibility [inaudible] cooperation.  The only thing that needs to be there on your desk is your [inaudible] here yesterday and she’s already [inaudible]. Okay.  I see books, I see pencils, I see [inaudible].  I want us to do a little bit of remembering from yesterday, a little bit of remembering about what we were learning yesterday, and I’ll tell you [inaudible] today.  If you weren’t here yesterday, don’t worry.  No one finished all their work yesterday.  So, a memory.  What do we remember from yesterday to today?",teacher,90,0,,,0.0
[Inaudible.],student,1,0,,,
"[Inaudible] remember, this time you should really be listening for people to help you, okay?  Student A, what did we do yesterday?",teacher,22,0,,,0.0
We were playing that game that you say a number and then we [inaudible].,student,14,0,,0.0,
"[Inaudible] played that game.  What do you remember, Student L?",teacher,10,0,1.0,,1.0
[Inaudible.],student,1,0,,,
"How did you locate the spot on the chart?  [Inaudible] discussed was a strategy for locating the square on the chart.  So, for example, would everyone just open up to the hundreds chart.  Now, take a look at the hundreds chart. I’m calling this the hundreds chart because the [inaudible] number on the page is what?",teacher,56,4,,,0.0
100.,multiple students,1,0,,,
"100.  Would you circle the 100, the last number on the page? And everybody call this the 100s chart.  Take a look at the next page.  What’s the last number that you put on this chart?   What did you write?  Circle it.  So what do you suspect is going to be the name of this chart?  What do you suspect, Student M?",teacher,62,2,,,1.0
[Inaudible.],student,1,0,,,
Yeah. You know what?  It’s going to be called the 200 chart.  So let’s do one more.  Let’s look at the next page.  Circle the last number on the page.,teacher,30,1,,,0.0
[Inaudible.],student,1,0,,,
"Did you circle it?  I’m still waiting.  I don’t see that everybody has circled the last number.  So what are we going to call this chart?  Student S, what are we going to call it?",teacher,35,2,,,0.0
300.,student,1,0,,,
Can you say “the 300 chart”?,teacher,6,0,,,0.0
300 chart.,student,2,0,,,
"Okay.  Here’s a question.  Is there anybody that’s a little mixed up and doesn’t know how we’re doing [inaudible]? What is the clue to the name of the chart?  What is it, Student A?",teacher,34,0,,,1.0
[Inaudible.],student,1,0,,,
The end number.  The last number on the chart.  Okay?  So everybody’s trying to give me the affirmation.,teacher,18,0,,,0.0
The last number on the chart.,multiple students,6,0,,,
Very good.  So I have a question for you.  On which chart would you find the number 312?  I’m going to give everybody a minute to think.  [Inaudible.]  The number 312.  Which chart would 312 be on?  I’m going to put it right here. 312.,teacher,45,0,1.0,,0.0
[Inaudible.],student,1,0,,,
Where would it be?  Where would it be?  Student R?  Which chart?  On the –?  Help him out.,teacher,18,0,,,0.0
On the 400 chart.,student,4,0,,,
"On the 400 chart.  This is the last number on the page, right, so it’s on the 400 chart.  Was anybody tricked on that one.",teacher,25,0,,,1.0
Yeah.,multiple students,1,0,,,
"Okay.  Very good.  I’m going to give you a few minutes.  That’s why we’re going to talk about numbers.  So where did you put that number?  You’ll tell us what chart you put it on, and then you’ll tell us how you found the location.  Okay. We’re going to be talking about how numbers are ordered, in number order.  Locate a number [inaudible].",teacher,63,0,,,0.0
Big numbers.,student,2,0,,,
"Yeah.  So I’m going to give you a few minutes.  Would you finish all your pages?  Put enough numbers on the page so we can take [inaudible] with every single chart.  What numbers do you need to put on chart 400?  What numbers do you need to put on chart 500?  You cannot put any more than 20 numbers [inaudible].  So if you have more than 20 numbers, you have too many numbers.  That’s the max you can have on the chart.  I’m watching the clock.  I see it’s about 12:05.  I’ll give you five minutes.  Five minutes, okay?  Five minutes to get your chart labeled. Well, that was from yesterday.  So everybody now should be looking at chart 500, except [inaudible] because she’s just starting at the very beginning.",teacher,130,0,,,0.0
"Well, most of us worked on 400 yesterday, so that’s why [inaudible].  Maybe we should do that right now. [Inaudible.]",student,20,0,,0.0,
[Inaudible.],teacher,1,0,1.0,,0.0
[Inaudible.],multiple students,1,0,,,
You know what you just did?  I want you to just write [inaudible].   You’re indicating to me that [inaudible]. Very good.,teacher,21,0,,,0.0
[Inaudible.],student,1,0,,,
"You’re doing just fine.  Why don’t you circle [inaudible]?  Put some more down.  You’re doing a fine job, all right? No, honey.  No, no, no, no.  You just have to – I don’t want you to put, like [inaudible].",teacher,39,1,,,0.0
[Inaudible.],student,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
"[Inaudible.]  I’m going to give you one more minute and then we’re going to start to play the Locate the Number game. Some landmark numbers that will help you locate any number that I say. [Inaudible] multiples of ten.  I’m trying to [inaudible] the most commonly [inaudible] using 1 to 10.  Okay, this chart – 312.",teacher,56,1,,,0.0
[Inaudible.],student,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
"[Inaudible.]  Hurry up, kids.  I’m really ready to start to play the game.  So, I hope by now you’re on your 1000s chart.  You’re finished.  Okay.  [Inaudible.]  Very, very good job.",teacher,31,0,,,0.0
[Inaudible.],multiple students,1,0,,,
[Inaudible.],teacher,1,0,,,0.0
[Inaudible.],multiple students,1,0,,,
"[Inaudible.]  Can you circle this word, circle that for me?",teacher,10,2,,,0.0
[Inaudible.],student,1,0,,,
