text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay, we’re all set.  It is on.  Okay, guys.  So we’re going to record for about the next hour.  Finished up our ten-minute math.  You can put your ten-minute math notebooks away. We’re going to take a quick look at the objective in the back.  Students add and subtract fractions by reasoning about fraction equivalents and relationships.  So as you guys know, we’ve done most of our teaching for this unit for fractions and percents.  We’re doing a lot of work now just getting ready for our assessment on Thursday. So what we’ve done is we’ve run off some open-response questions, questions that I think might have been difficult four or five weeks ago, I don’t think they’re difficult any more.  I’m going to go ahead and put up one of them and pass them out to you guys.  This first one’s pretty much a warm-up one.  I don’t want you to do the one on the other side, I just want you to do page two.  I’m going to give you guys about three or four minutes.  That’s all you need, it’s three questions.  And then we’ll go over it together. Everybody has a pencil?  No?",teacher,197,8,,,0.0
Yes.,student,1,0,,,
"Page two.  Page two only, okay?",teacher,6,0,,,0.0
Thank you.,student,2,0,,,
"You’re welcome.  So just start with page two only.  I’m going to set the timer about three minutes I think, okay, guys? Do you guys have enough light? What’s the first thing you’ve gotta do here?",teacher,36,0,,,0.0
Find the fraction.,student,3,1,,,
"You’re right, they’re looking for a fraction, we’re not looking for a percent.  But in order to find out the portion of something, the piece of something, what do you have to know first? Looking for the…",teacher,37,2,,,0.0
[Inaudible],student,1,0,,,
"No, if I want to find out what one-fourth of something is, I have to know what the whole thing is, right?  I’ve got to find out the whole first.  That’s going to be the key to most every one of these.  Okay?  How can you find out the whole?",teacher,50,3,,,1.0
By finding the … the …,student,6,0,,,
What parts make up the whole?,teacher,6,1,0.0,,1.0
The percent?,student,2,1,,,
"No, what are we talking about here?",teacher,7,0,,,0.0
Fractions.,student,1,1,,,
"Yep, but we’re talking about, it looks like books, right? They want to know what fraction of those books are novels.  So are we talking about candy here?",teacher,28,1,,,0.0
No.,student,1,0,,,
What are we talking about?,teacher,5,0,,,0.0
Books.,student,1,0,,,
Right.  So what do you think the whole of the books are?  How would I find out?,teacher,17,1,,,1.0
By adding?,student,2,0,,,
"Yes, by adding what?",teacher,4,0,,,0.0
The books together.,student,3,0,,,
"That’s right.   And then you can go from there.  Good. Okay, you guys, anybody done?  All right, take another minute. What are you doing?  First of all, let’s get rid of this, because that’s too small of a writing tool.  Do you know how to get started on this problem?  Because I’m going to call on you, so you’d better think about what you’re doing here. Looks good.  Good.  Good.  Good.  Yes?",teacher,72,0,,,0.0
Do we do this one on the back?,student,8,0,,0.0,
"No, I think we’re just going to stick with this, okay? Does it have to do with math? Is there anything you can do with that fraction? What do you think, Student A, is that done?  That’s the right answer, but is there something else you can do with it?",teacher,50,1,1.0,,1.0
Reduce it?,student,2,0,,,
"We don’t use those words, do we?",teacher,7,0,,,0.0
I don’t know.,student,3,0,,,
"We say lesser terms, right?",teacher,5,0,,,0.0
Lesser terms.,student,2,0,,,
"Okay.  Let’s see how we did.   Okay.  You want to stay with us when we go over this, okay?  And when we’re done going over it I’m going to come back and I want to see that you took the time to go ahead and make changes here, okay?  And be able to talk about the changes.  All right. All right, Student H, can you get one light again please?  I think just about everybody’s done here. [0:08:00] So Mia is sorting her books.  She has biographies, novels, histories, and reference books.   Student J, can you read the first one for us please?",teacher,103,0,,,0.0
What fraction of Mia’s books [inaudible].,student,6,1,,,
"Okay, so they want to know – it’s not Mel, it’s Mia – and they want to know what fraction are novels.  Walking around the room, just about everybody is all set with this.  Student S, what’s the first thing I’ve got to figure out with these novels in order to find out a part, a portion?  What do I have to know first?",teacher,64,1,1.0,,0.0
The whole.,student,2,1,,,
"I have to know the whole, and we talked about that a lot. Okay, so it’s the whole, right, Student D? The whole of all those different types of books.  So the first thing we’re going to do, Student S, is what?  To get that hole we…",teacher,47,3,,,0.0
Add.,student,1,1,,,
"Right.  Add up all these – biographies, novels, histories and reference books.  And what did you get for an answer when you added those, Student S? He knew what to do. Student A?",teacher,33,1,,,0.0
84.,student,1,0,,,
"Okay, anybody disagree with that?",teacher,5,0,,,1.0
"Wait, was is it?",student,4,0,,,
"He said 84.  If I add 28, 13, 34 and 9, I do in fact get 84 total books.  That’s the whole.  It’s like Nana’s potatoes on the Thanksgiving table, right?  It’s the big thing. It’s all the potatoes that are available.",teacher,42,3,,,0.0
84 potatoes?,student,2,0,,,
"Yeah, Student J, that’s right.  What fraction of the books are novels, Student J?",teacher,14,1,,,0.0
13?,student,1,0,,,
"13/84.  Okay, can I express that in lesser terms?",teacher,9,0,,,1.0
No.,student,1,0,,,
I don’t think I can.  Can somebody tell me a strategy that they have to figure out if I could or if I couldn’t?  What are some of the things you can do to see if you can put it into lesser terms.  Student D?,teacher,45,0,,,1.0
