text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay.  We're good.  Before we start our lesson, we're doing our",teacher,11,0,,,0.0
Oh yeah.,student,2,0,,,
"Another one?  How many boxes did you do?  What we have left, we know what to do with.  You guys came up with a lot.  Two more minutes.  We're not going to spend too much time on this.  Okay.  The only difference that we have today when I ask you to come up to the board if you want to share, is if you just use the blue pen or the black pen.  Just when they're photographing the other colors, they don't show up too well, okay?  So let's first – because we did our unit with the fractions, let's start with the fractions first. Is there someone who wants to share an equivalent for a tenth that they wrote in fraction form?  Student R?",teacher,125,6,,,0.0
Two quarters.,student,2,1,,,
Can you go write it please?,teacher,6,0,,,0.0
Up there?,student,2,0,,,
"Mm-hmm.  Just use blue or black, okay?  Anyone else?  Student A, do you want to share?  What did you have?",teacher,20,0,,,1.0
One tenth.,student,2,1,,,
Okay.  Hold on.  I don't know what it's doing.,teacher,9,0,,,0.0
[Inaudible],student,1,0,,,
"Someone already got that.  Does anyone have an equivalent using hundredths?  I need one equivalent with hundredths.  If I have one tenth, how many hundredths would that be?",teacher,28,6,,,1.0
Ten out of a hundred.,student,5,1,,,
So if you looked at your first grid and you actually shaded it in – can I see this please?,teacher,20,0,0.0,,0.0
Mm-hmm.,student,1,0,,,
"You shaded in one tenth.  Over here you also shaded in one tenth, but you also shaded in ten hundredths because you shaded in ten squares out of the hundred squares.  What about thousandths, thousandths?  Student J.",teacher,37,8,,,0.0
One hundred thousandths.,student,3,2,,,
"Could you write that for us please?  So if I have one tenth, I have ten hundredths, I have a hundred thousandths.  Good. What's happening here?  What is happening with those specific equivalents?  Look at those four squares on your paper.  What's happening on mine?",teacher,45,6,,,1.0
You're multiplying by 10.,student,4,1,,,
"Multiplying by 10.  Anyone else?  Student R, is that what you were going to say?",teacher,15,1,,,1.0
Yeah.,student,1,0,,,
Student A?,teacher,2,0,,,0.0
"That, or that goes to [inaudible] to the right.",student,9,0,,0.0,
"Multiplied by 10, okay, and I know some of you had four fortieths, five fiftieths, and so forth, but the main thing I wanted you to see was the tenths, the hundredths, the thousandths, and then I want to try ten thousandths. Student R.  You can just use that bottom space right underneath there.  By one tenth, ten hundredths, one hundred one thousandths, how do I say that one, Student B?",teacher,71,9,0.0,,0.0
One thousand ten – one thousand and ten thousandths.,student,9,3,,0.0,
"One thousand ten thousandths, good job.  Okay.",teacher,7,2,1.0,,0.0
"You could do it ten thousandths, [inaudible].",student,7,1,,,
"Good, definitely could.  That would get more difficult, but as you see, as you go I shade in certain portions.  I get in to those tiny, tiny boxes.  It gets a little more difficult to see, but they're still equivalents, and that's what's important.  So now—",teacher,46,1,1.0,,0.0
How could they [inaudible] all those tiny boxes?,student,8,0,,0.0,
