text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay.  Math should be out.  Everything else, please put away. I need Student E, Student H over here.  Student B, on the floor.  You can have your math packets.  And I need Student J over here and Student O over here.  [Inaudible.] All right.    [Inaudible] no glasses.  Student D, I need you to completely turn around a little since you’re not used to sitting there like that, in that seat.  Okay. Let’s turn to page 53.  Today we’re going to work on seeing what happens, determine the effect.  See what happens to the product when a factor is doubled or it’s halved.  We’re going to talk some more about that like we did last week. And we’re going to develop more strategies for multiplying that involves breaking numbers [inaudible].  When we do that, of course we’re always going to be looking at demonstrating, explaining your strategies for when you’re multiplying or dividing.  Okay.  So math, page 53.  We have this problem on that page.  16 times 3 and 16 times 6. Let’s take a look at that one again.  That was which one on page 53 is that?",teacher,188,3,,,0.0
C.,student,1,0,,,
C?  Okay.  How are they related to each other?  How are the problems related and how are the two answers related? Student M?,teacher,23,0,,,1.0
"Because 16 times 3 and 16 times 6, they both involve 16.",student,12,0,,1.0,
"They both have one factor of 16.  Okay.  What else?  How else are they related, Student C?",teacher,17,0,1.0,,1.0
"Because 16 stays the same but your actually getting the answer to – if you look at the second one and if you know it, you can just like cut it in half and then you have the answer for the first one.",student,43,0,,1.0,
"Okay.  So looking at the second problem, the equation, if you know that, you cut it in half – why can you do that?  So you’re looking at the answer here, is half of the answer to the second one?",teacher,40,1,1.0,,1.0
Yes.,student,1,0,,,
How come?,teacher,2,0,,,0.0
"Because 3 is half of 6, and then 16 is just like 16.",student,13,0,,1.0,
"Okay.  So 16 stays the same, like Student M says.  3 is half of 6, so you’re saying the answer to this one is half of the answer to the second one.",teacher,32,0,1.0,,0.0
Yeah.,student,1,0,,,
"Okay.  Does anybody have any story context that we can use to explain that, why the answer to one is half of the answer to another one, or any other thing to say about that? Student M?",teacher,37,0,,,1.0
16 rows of [inaudible].,student,4,0,,,
16 what?  I didn’t hear you.,teacher,6,0,,,0.0
16 rolls.,student,2,0,,,
16 rolls?  Rolls?,teacher,3,0,,,1.0
Rows.,student,1,0,,,
Rows.  16 rows of something.  What?  Chocolates?  Chocolate bars?  Okay.  16 rows of chocolate bars and what?,teacher,17,0,,,0.0
[Inaudible.],student,1,0,,,
3 chocolate bars in each row.  Okay.  Did anybody use any other story context when they solved this problem on page 53?  So what is 16 times 3?  What did you come up with for that? What?,teacher,37,0,,,1.0
48.,student,1,0,,,
"48.  So if we’re talking about rows and chocolate bars, we’re talking about 48 chocolate bars.  Okay.  How did you get that, 16 times 3?  Anybody have a strategy for that? Student E?",teacher,33,0,,,1.0
16 times 2.,student,3,0,,,
16 times 2 is –?,teacher,5,0,,,0.0
32?,student,1,0,,,
"32.  So if you can double one, then what?",teacher,9,0,,,0.0
Then you just add 16.,student,5,1,,,
"Add another 16, so 16 times 2 is 32, and then add another 16, to get to 48.  Did anybody do it a different way?  Student H?  Student H, can you come over here?  Student H?",teacher,36,2,1.0,,1.0
3 times 10?,student,3,0,,,
"3 times 10.  [Inaudible] the same direction, so we keep it straight. 10 times 3.  Can I do that?  Okay.  Equals –?",teacher,22,0,,,0.0
Equals 30.  And 6 times 3.,student,6,0,,,
6 times 3 equals –?,teacher,5,0,1.0,,0.0
18.,student,1,0,,,
18.  Then?,teacher,2,0,,,0.0
"Add the 30 to 18, equals 48.",student,7,1,,,
