text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay, can I have everyone’s eyes right up here, please?  We’re gonna get started in math today after two snow days, Student C.  It’s been kind of fun.  Before we—before the two snow days we were working on the subtraction—finding the difference between any three digit and 1,000.  I'm gonna do a— I'm gonna do a quiz dome check right after lunch that is— I'm gonna do a quiz dome chick that I put two questions on at the end—right after we get back from lunch so that I can just check in to make sure that that is still going okay with you because today we’re switching gears.  So turn your eyes to the whiteboard.  So Student C, we’re going to be focusing on combining three digit problems.  And as far as language goes, I'm going to be listening to how you describe the addition strategy that you use.  So there’s a word up here I want to know if you know, and it’s this word.",teacher,167,4,,,0.0
Combine.,student,1,0,,,
Combine.  So can I see some hands who know what it means to combine something?  Student J?,teacher,17,0,,,1.0
Put them together.,student,3,0,,,
"Put them together.  Who agrees?  Good.  All right, so when we’re thinking math wise and we’re thinking numbers, if I want to combine three and eight, what am I gonna get for an answer?  What’s my sum?  Student A?",teacher,39,1,,,0.0
Eleven.,student,1,0,,,
"Eleven.  Okay, so, Student A, that’s the goal of us today. It’s addition is what we’re doing.  We’re combining numbers.  We do—we all have different ways of combining numbers.  So today you're gonna feel good at the end of math about one specific strategy that you want to use as your way to add numbers.  So we’re gonna be starting on page 16 and 17.  So I do want us to look at 16.  I have tried to draw a map of what 16 is.  So look at page 16. Now you're gonna want to turn your book horizontally because you want to look at this map—the ____ one. Remember earlier in this unit I said Teacher L went on a trip.  She drove—page 16—she drove 632 miles—yep, unit 5, thank you, Student K, for helping him.  Earlier in this unit I said Teacher L took a trip.  She drove 632 miles and she wanted to go 1,000 miles.  Do you remember this conversation?",teacher,164,6,,,0.0
Uh-huh.,multiple students,1,0,,,
"Okay, well, this is the Jones family, all right?  The Jones family is a taking a trip.  Now who recognizes this map? Who recognizes anything on that map?  Student C, what do you recognize?",teacher,34,0,,,1.0
The state.,student,2,0,,,
"The states.  So I put our class map up here so you recognize what it is.  It’s not fully the northeast region because it has some of the southeast—so Student J—but that’s what you're looking at, okay?  So the Jones family is part of in the northeast, but there’s a couple on there that are the southeast.  So what I tried to do—look over here—not perfect by any means, Student J.  I tried to as best I could incorporate the northeast region of our country and the top part, the northern part, of the southwest.  Okay? So the Jones family is going to be taking a trip and this map—whenever you take  trip, you—people tend to have an atlas out.  It’s a book of maps.  And they tend to chart where they're going, right?  So the Jones family does that. And I gave you each a crayon so that you could just trace their dotted lines.  So can everyone just darken their dotted lines?  Can you start though—here’s their home in Akron, Ohio.  So start there.  This is where their—just trace those dotted lines.  That way you can clearly see the route that they took.",teacher,195,3,,,0.0
The dotted one.  That was just like this.,student,8,0,,0.0,
"Yes, ma'am?",teacher,2,0,0.0,,0.0
How do—how do we know [inaudible].,student,6,0,,,
"We’ll talk about that in one sec.  I just wanted to make sure that you understood what that map was showing, okay?  Now the next thing that these people are showing on their map, Student J, is they put dark bulleted circles—dark circles—at their stops.  So Teacher L when she goes places, she’ll stop like to go to the bathroom or to go sightseeing or to get some food.  Each of the Jones’ family stops, they put a dark circle at the stop.  So what I’d like you to do is darken their stops with your crayon.  So they started at Akron, and then I see a Niagara Falls there’s a dot.  I see Auburn, New York is a dot.  I see New York City.  And I'm reading these words just in case the towns are not familiar.  I see a dot at Virginia Beach.  I see dot at a Mammoth Cave.  So— What I’d like you to do is just use your finger for a minute, Student C, and start at Akron and just trace.  Student S, just trace the route that they took.",teacher,185,3,1.0,,0.0
[Inaudible].,student,1,0,,,
"Just so you realize this is them in their car driving.  So Student S, just trace that route just so you have a sense. So they start here, and then where did they go?  Okay.  So if you're tracing around then you see that that’s—you're pretending that that’s their car traveling.  All right, so now we’re ready to think about the comment—the combining of numbers.  So Student A, I don’t want you coloring in that, okay?  I just wanted you to trace the route that they took. The question on page 17 says what at the top?  Nice loud voices.  Student D?",teacher,102,0,,,0.0
[Inaudible].,student,1,0,,,
How many?,teacher,2,0,,,0.0
How many miles?,multiple students,3,0,,,
