text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay.  Everybody please take out your morning work, which had the bar graphs on it, please.  There’s no more talking. Right.  And if you need to have your notebook out, because it has the definition of the vocabulary words that we’re talking about, you may have that out as well.  Make sure your name is on the top.  I see a lot of people did not do anything on their morning work this morning.  So, I’m gonna check – write that down. Okay.  We’re not talking.  So, why don’t we take three minutes to at least get the first two problems done so that we can have a conversation about it and it’s not just one person.  Three minutes independently working. Boys, we’re not talking.  We’re not talking. Where’s your paper?",teacher,131,2,,,0.0
"Teacher, ___________.  ’Cause I know that this is the average, but what do I add up?",student,16,2,,0.0,
"So, which one is Tom?",teacher,5,0,0.0,,0.0
Tom.,student,1,0,,,
"If you look at this key, which one is Tom?",teacher,10,0,,,0.0
The blacks.,student,2,0,,,
"The dark black, so you want to add up his numbers first.",teacher,12,1,,,0.0
Okay.,student,1,0,,,
Okay?,teacher,1,0,,,0.0
And do you _______________?,student,4,0,,,
"Well, that’s why you have to make – you have to make sure you look at the key to see which bar is Tom and which bar is Mike.",teacher,29,0,,,0.0
"Oh, okay. I have a problem too.  Mine ____________.",student,9,0,,0.0,
"So, it says, “What is the mean number of golf balls that Tom lost?”  So, you’re just talking about Tom, then you’re just talking about Mike.",teacher,26,0,0.0,,0.0
"So, first do Tom, then Mike.",student,6,0,,,
"First, do Tom, then do Mike.",teacher,6,0,1.0,,0.0
Teacher?,student,1,0,,,
Yep.,teacher,1,0,,,0.0
_______________.,student,1,0,,,
I used to have a black marker.,teacher,7,0,,,0.0
What’s the range again?,student,4,0,,,
Didn’t you write it down?  Okay.  You just wrote the numbers. Range is maximum minus minimum.,teacher,16,0,,,0.0
Oh.  And you divide it by five?,student,7,1,,,
"Yes. Can I see your answers?  Where did you get nine from?  When they say do at this, is nine even on here?",teacher,23,0,0.0,,1.0
Yes.,student,1,0,,,
"So, is it possible that it’s gonna be nine?",teacher,9,0,,,1.0
No.,student,1,0,,,
"So, look at that one again. Okay.  Let’s take a look at this.  We’re gonna start with Tom, right?",teacher,19,0,,,0.0
Yes.,student,1,0,,,
"Before we even do any of the data analysis that they’re asking us to do, let’s just write down Tom’s data.  So, what does the bar graph tell us?  What does the bar graph tell us? Only Student T or and Student K have an idea?  Student T?",teacher,48,6,,,1.0
The black graph is telling us number of golf balls and the golf date.,student,14,1,,0.0,
"So, it tells us the number of golf balls and then it also tells us the dates.  Student K, did you want to add to that?",teacher,26,1,1.0,,1.0
"Yeah, that’s the same.  Yeah, the number of golf balls they lost.",student,12,0,,0.0,
"The number of golf balls they lost.  So, the first thing we want to do is list the number of golf balls that Tom lost. So, can someone raise their hand to tell me just in the order that it’s in on the chart what the numbers are? Student T?",teacher,50,0,1.0,,0.0
"Five, four and one, one, one.",student,6,0,,,
"Five, four, one, one, one.  Everybody agrees?  Yes?  Okay. This isn’t the first question on your paper but let’s just review.  What is the maximum number of golf balls that Tom lost?  Raise your hand.  What is – actually, show me on your hand.  What is the maximum number of golf balls that Tom lost?  Show me on your hand.  The maximum number.  So, Table Three has an idea.  Three people at Table Two have an idea and only one person at Table – show me on your hand how many – what your maximum number of golf balls lost was. Five. Why is five the maximum?  Raise your hand.  Why is five the maximum?  What is maximum?  Student C?",teacher,120,0,1.0,,0.0
The highest.,student,2,0,,,
"The highest or the greatest.  So, in this case, the maximum is five.  What’s the minimum number of golf balls that Tom lost?  This one’s tricky.  Show me on your hand.  So, we have a lot of ones. What we didn’t include here is look on September 18th.  How many golf balls did he lose?  Zero.  So, we need to add a zero here. So, now, what’s the minimum number of golf balls Tom lost?",teacher,75,1,,,0.0
Zero.,multiple students,1,0,,,
"Zero.  So, in this case, when there’s a date, when there’s a date and nothing is there, it indicates zero, right?",teacher,21,0,,,0.0
Yes.,multiple students,1,0,,,
"So, we have to include that zero, ’cause he golfed for six days.  Okay? So, if the maximum is five and the minimum is zero, what’s the range?  What’s the range?  Who remembers how to find range?  Come on, boys and girls.  Who remembers how to find range?  We wrote it in our notebooks.  Student T?",teacher,56,0,,,0.0
_____ equals – subtract the maximum from the minimum.,student,9,1,,0.0,
"You subtract the minimum from the maximum.  So, if the maximum is five and the minimum is zero, show me on your hand what the range is, please.  What’s the range?  If the maximum is five and the minimum is zero, what’s the range?  Good, the range is five, because five minus zero is five.  Okay. Now, the first question on your paper is, “What is the mean number of golf balls?”  And mean we said was average.  How do we find the average or the mean number of golf balls? Only Student J knows how and Student J and Student T and Student N.  Raise your hand to tell me how – Student R, put that down, please.  Raise your hand and tell me how we find the mean or the average.  Nobody at Table – okay.  Student J?",teacher,140,4,1.0,,0.0
By adding all of them up.,student,6,0,,,
Adding all the numbers up and then?,teacher,7,0,1.0,,0.0
"Oh, and then, dividing up – dividing them by the numbers they are in?",student,14,0,,0.0,
"So, diving by the number of numbers.  So, if we add these numbers up, we have five plus four is what?",teacher,21,1,1.0,,0.0
Nine.,multiple students,1,0,,,
Excuse me?,teacher,2,0,,,0.0
Nine.,multiple students,1,0,,,
Nine plus one?,teacher,3,0,,,0.0
Ten.,multiple students,1,0,,,
Plus one?,teacher,2,0,,,0.0
11.,multiple students,1,0,,,
