text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Please get out last night's math homework, the one that looks like this, right there, Student K.  Student K, sit right there.  If you're just coming in, you need to be quiet. You don't need this right now.  Everybody have their math homework out from last night?",teacher,47,0,,,0.0
Yes.,multiple students,1,0,,,
"You should, so we're going to go through these.  Student K, you need to be back here.  You need to be back here.  You can't go to the front here.  So what would we call this one, Student T?",teacher,39,0,,,1.0
One fourth.,student,2,0,,,
"One fourth.  Can you go up with this marker and write how you would write one fourth, right over here to the right of it. Why do we call that one fourth, Student E?",teacher,34,0,,,1.0
Because one piece is shaded out of four pieces.,student,9,0,,1.0,
"So there's four parts all together and one part is shaded in. Okay.  Who would like to do this one?  Student C, come up. Thank you.  What are you going to call it, Student C?",teacher,35,0,1.0,,1.0
One third.,student,2,0,,,
And who knows why we call it one third?  Student E?,teacher,11,0,,,0.0
Because there's three pieces and there's only one colored in.,student,10,0,,1.0,
"Okay.  So there's three parts, and only one is colored in.  Who would like to do this one here?  Student E.  If you've already gone, give somebody else a chance.  What are you going to call it, Student A?",teacher,39,0,1.0,,1.0
Three fourths.,student,2,0,,,
"Show us how you write three fourths, and why do we call it three fourths?  Student D?",teacher,17,0,,,1.0
Because [inaudible].,student,2,0,,,
"It has four parts all together, and there's three of them shaded in.  Who would like to do this one here?  Student B. What are they going to call that one, Student B?",teacher,33,0,,,1.0
Eight eighths.,student,2,0,,,
Why do we call that one eight eighths?  You knew that question was coming.  Student A?,teacher,16,0,,,0.0
The eight pieces of the eight are shaded in.,student,9,0,,0.0,
"So there's eight parts, and all eight of them are shaded in. Who would like to fill this one in?  Student C, come on up. What are you going to call it, first of all?",teacher,35,0,1.0,,1.0
Four eighths.,student,2,0,,,
Come on up and show us how to write four eighths.,teacher,11,0,,,0.0
And it's a half.,student,4,0,,,
What's that?,teacher,2,0,,,0.0
It's a half.,student,3,0,,,
"That's a really good point, Student T.  We're going to come to that in just a few moments.  Okay.  Why do we call this four eighths?  Student L?",teacher,28,0,,,1.0
Because there's eight pieces and only four are shaded in.,student,10,0,,1.0,
"So there's eight parts, eight parts, right, and four of them are shaded in.  Who would like to do this one?  Student E, you didn't come up yet, did you?",teacher,30,0,1.0,,1.0
No.,student,1,0,,,
Okay.  Come up with your dreaded New York Yankees shirt on. What are we going to call this one?,teacher,19,0,,,0.0
One eighth,student,2,0,,,
"Okay, and how do we write one eighth?  Good.  All right.  Why do we call this one, one eighth?  Student K?",teacher,21,0,,,1.0
Because [inaudible] and the rest are not shaded in.,student,9,0,,1.0,
Does that sound like why we would call that one eighth?,teacher,11,0,0.0,,1.0
No.,multiple students,1,0,,,
"Wouldn't that call this one, one eighth also, because there's only one shaded in, and the rest are not.  Student S?",teacher,21,0,,,0.0
Because there's eight parts and one part is shaded in.,student,10,0,,1.0,
"There's eight parts all together, and only one of those parts is shaded in.  Who would like to do this one?  Somebody who has not been up already.  Student D, what do you call that one?",teacher,36,0,1.0,,1.0
One sixth.,student,2,0,,,
"One sixth?  Show us how to write one sixth.  Good.  Why do we call that one, one sixth?  Student G?",teacher,20,0,,,1.0
"Because there's six pieces, and one shaded in.",student,8,0,,1.0,
"So there's six pieces all together and only one of them shaded in.  Who would like to do this one?  Student B.  What are we going to call that one, Student B?",teacher,32,0,1.0,,1.0
Two thirds.,student,2,0,,,
"Show us how to write two thirds, and while she's writing that, why do we call it two thirds?  Student R, why do we call that two thirds?",teacher,28,0,,,1.0
"Because two are shaded in, and there's three boxes.",student,9,0,,1.0,
"Because there's three parts in the whole, and only two of them are shaded in, so we call it two thirds.  Student H, what are you going to call that one, Student H?",teacher,33,1,1.0,,0.0
Three thirds.,student,2,0,,,
"Show us how to write three thirds, and why do we call that one three thirds?",teacher,16,0,,,0.0
"Because there's three in the whole, and all three boxes are all shaded in.",student,14,1,,1.0,
I'm not sure I heard the first part.  Could you just repeat that again?  I'll repeat the question.  Why do we call this one three thirds?,teacher,26,0,1.0,,1.0
"Because it's cut in three, and all of the boxes are shaded in.",student,13,0,,1.0,
She's saying it.  What's she talking about when she said it is cut in to three parts?  Yes sir?,teacher,19,0,1.0,,0.0
Three thirds.,student,2,0,,,
What do we call this whole thing?  Student E.,teacher,9,1,,,0.0
An array.,student,2,1,,,
"No we don't, not here.  Student D?",teacher,7,0,,,0.0
A whole?,student,2,1,,,
"This is a whole, okay?  So each one of these is a whole.  The whole is cut in to three parts, you're saying, and all three of them are shaded in?  Very good.  And the last one, somebody who has not come up yet.  Student A.  What are you going to call it, Student A?",teacher,55,3,,,0.0
Six eighths.,student,2,0,,,
Six eighths.  Why are we calling it six eighths?  Student S?,teacher,11,0,,,1.0
"Because there's eight in all, and six are shaded in.",student,10,0,,1.0,
"There's eight parts all together, and six of them are shaded in.  Now Student T, which one were you talking about?  You also said it has a different name.",teacher,29,0,1.0,,1.0
The first column in the box.,student,6,0,,,
This one right here?  What do we call that fraction?,teacher,10,1,0.0,,0.0
A half.,student,2,0,,,
But what do we call it here?,teacher,7,0,,,0.0
Fourths.,student,1,0,,,
"Student T also said that's also called a half.  Have any idea why we would call that half, or do you agree with them, or disagree?  Student S, what do you think?",teacher,32,0,,,1.0
"Wait, what was the question again?",student,6,0,,,
"Student T says this is called four eighths, but he also noticed – he also claims that it's called one half.  Do you agree with him, or disagree, and whatever your answer is, why?",teacher,34,0,0.0,,1.0
