text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Perfect.  Raise your what?  I put your bag outside.  So, what I want you to do in your journals today [inaudible] – we got our date. Quick question, okay?  Why do we find volume?  Why is it important?  I believe Student M asked it yesterday. Somebody asked it yesterday.",teacher,49,1,,,0.0
Student C.,student,2,0,,,
Student C.  She said why do we have to do this?  What’s the point?  We talked about it a little bit.  But now that you’ve played and built some boxes – why would people have to know how to find volume?  Why do we create a formula for this?,teacher,49,1,,,1.0
Be –,student,2,0,,,
Student F?,teacher,2,0,,,0.0
We have to really –,student,5,0,,,
"Wait, no, no, don’t tell me.  You’re gonna write it in your journal, just a sentence or two or three. Can you use a pencil, Student J?",teacher,27,0,0.0,,0.0
Mine broke.,student,2,0,,,
All right.  What ideas did you come up with?  Who can tell me something?  Student J?,teacher,16,0,,,1.0
"Oh, I said [supported the found] volume, because sometimes you need to fill things up with something of a certain size and you need to [inaudible] it down and that you measure the volumes in there, so I know how much fits in it.",student,44,3,,1.0,
"Okay.  Ooh, that’s [one].  We need to fill up things and you guys had boxes right?",teacher,16,0,1.0,,0.0
Yeah.,student,1,0,,,
"You need to fill boxes up at times, right?  And we talked kind of about like packing companies, like our little boxes, Amazon.com, different shipments like that.  Why else, Student M?",teacher,31,0,,,1.0
"So, if we’re gonna, like, build a house or something, we can kind find, like, the least amount of stuff to have the biggest amount of space inside of it.",student,30,0,,0.0,
What do you mean?,teacher,4,0,0.0,,1.0
"Like, say you’re building a house and, like, if you could find the surface area, but not just because it’s a big surface area, it doesn’t mean it has a big volume.  So, maybe, you could have like a small surface area, but a big volume.",student,46,8,,1.0,
"Okay.  That’s a different idea.  She’s taking it – comparing it to surface area.  We talked about surface areas when we measure the whole outside, not the inside.",teacher,28,6,1.0,,0.0
"Like, you could have a bigger surface area because the volume –but the same volume.  I’m not really sure if that’s true, but –",student,24,4,,1.0,
"Okay.  So, maybe, that’s something we can work on and figure out.  What do you think, Student J?",teacher,18,0,0.0,,1.0
"I think it’s important to have volume, because you’re not always going to have boxes and cubes to fill it up and find it.  So, you’re just gonna know how to use it.",student,33,2,,0.0,
"Nice, so I’m gonna write that up here.  You can’t always use cubes, right?",teacher,14,1,1.0,,0.0
Yeah.,student,1,0,,,
"If I give you guys a test and I say what is the volume of this box – and I actually made a quick box.  Well, I didn’t make it yet.  I have the pattern.  I have it right here.  And I say, what is the volume of this box?  Should you all have to run to the back of the classroom and grab a bin of cubes?",teacher,68,3,,,0.0
No.,multiple students,1,0,,,
Why?  Student U?,teacher,3,0,,,1.0
Because there’s a formula to it.,student,6,0,,,
"Yeah.  If all of a sudden you’re at Home Depot and you buy a box and you need to know how big it is, are you gonna be able to have cubes?",teacher,32,1,0.0,,0.0
No.,student,1,0,,,
No.  And is everything that we put inside boxes always going to be the same size as the cubes?,teacher,19,1,,,0.0
No.,student,1,0,,,
"No.  So, that’s actually what Student J said, kind of with the measurements.  If you’re putting bigger things into boxes, you’re not gonna be able to fit as much, right?  So, yesterday, Teacher S started us off with a formula for this, right?  And what did Teacher S say we had to do. Student S?",teacher,55,1,,,0.0
She said that when we’re gonna find an area that [inaudible] times it.,student,13,1,,0.0,
"[Inaudible], she said we’re gonna find the area.  Did she say we were gonna find the area of the whole thing?",teacher,21,3,1.0,,0.0
No.,student,1,0,,,
What’d she say?,teacher,3,0,,,1.0
"That – she said, like, first it, like, the middle part of it –",student,14,0,,0.0,
Or the?,teacher,2,0,0.0,,0.0
[Equal side of it.],student,4,0,,,
