text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay, today’s activity is comparing fractions.  This is a revisit.  Ladies and gentlemen, next week you will be having your math unit exam, okay?  So today is the day. Speak now or forever hold your peace.  If there’s something that you do not understand, we need to work that out today, because on Monday you will be having an exam, okay? Now today’s activity, if you notice on the sheet, it says, you may know how to compare fractions, which I know you do, but what we normally do is we find a common denominator when we compare fractions.  Well, I’m going to ask you today not to do that.  We need to figure out another strategy that we can use to compare fractions.  And we need to determine in that comparison, which fraction is larger and which fraction is smaller. So on your activity sheet, it says here, I want you to compare fractions using diagrams.  Well, I’m going to give you a hint.  Normally when we use diagrams, we have been using circles, and what have we been calling these circles that we use?",teacher,186,11,,,0.0
Pie.,student,1,0,,,
Slices of pie.  What if I do something like this?  What would this be called?  What is that box named?  What do we call that box?,teacher,26,0,,,1.0
An array.,student,2,1,,,
"An array.  I’m going to ask you to compare fractions using an array, okay?  And the reason why I’m asking you to use an array is because it’s a lot easier to determine the size of the piece using this type of array than it is using this. Okay?  This becomes a little bit more tricky to eyeball and judge the size.  But I can make two arrays that are basically the same shape or the same size.  I have a hard time making two circles that are the same size, okay? So I’m going to ask you, ladies and gentlemen, to not do the common denominators for this activity, okay?  It says here, using diagrams determine which fraction in each pair is larger. For the first one, we have five-ninths or seven-ninths, the second one we have two-fifths or two-sevenths, the third one, three-fourths or five-sixths, and the fourth one, five- eighths or four-ninths. Ladies and gentlemen, after you compare all of these fractions, I want you to determine for each set what rule you can use to determine when you have fractions that are similar.  What rule can you use for every single fraction that’s similar to the two that you’re comparing?  Okay?  So you’re going to look at this first set and then determine a rule that you could use for the first set.  Then the second set, you’re going to look at those, and when you find which one is larger, think of a rule you can use if you have other fraction sets that are similar, okay? You have math paper in front of you.  I want you guys to do some collaborative learning, so you’re going to be talking at your tables as you do this, okay?  Are there any questions so far?  No questions?  Okay, well have at it, have fun. I’m going to come around and listen to some of your discussion as you talk, okay? So the first one is five-ninths or seven-ninths.  So you’re comparing.  And you’re going to determine in the box which one is larger.  Is it this one, or is it this one?  Okay? And then you’re going to determine a rule.  What rule can I come up with for a set of fractions that I might have that are similar?  And this rule should work for every single fraction that’s similar that you have to do comparisons for.   Yeah, talk in your groups. I see you circled one.  Why is that one larger?  Talk to your tablemates.  Why?  Why do you believe that’s larger?",teacher,428,16,,,0.0
Because 7…,student,2,0,,,
"I notice that your table make here, Student N, drew an array, and she colored in some pieces of that array.  Why does that work?",teacher,25,2,,,1.0
"Because when the denominators are the same, you can look at the denominator and determine which one’s larger.",student,18,2,,1.0,
So when the denominators are the same you can look at the denominators to determine?,teacher,15,2,1.0,,1.0
The numerators.,student,2,1,,,
"So when the denominators are the same, what do I do?",teacher,11,1,,,0.0
You look at the numerator and you can compare the numbers to get which one is larger.,student,17,1,,1.0,
"Oh, I love that.  Because these denominators are the same you’re saying I can look at the numerator to determine the larger fraction.",teacher,23,3,1.0,,0.0
Yeah.,student,1,0,,,
"And because this numerator is larger, this fraction is larger, because they have the same denominator, is that what you’re telling me?",teacher,22,3,,,0.0
Yes.,student,1,0,,,
Do you guys agree with that?,teacher,6,0,,,0.0
Yes.,student,1,0,,,
"So can you use this, and do you think it will work for every single fraction whose denominators are the same, do you think that rule would work for every set of fractions? Let’s say I’m dealing with four-fifths and three-fifths. Could you use that rule that you just told me to determine which one of these is the larger?",teacher,60,3,,,0.0
Uh-huh.,student,1,0,,,
So that rule will hold true.  And why does this work again?,teacher,12,0,,,1.0
"Because when the denominators are the same, you can look at the numerators and you can tell which one is larger.",student,21,2,,1.0,
Do you agree with her or disagree?,teacher,7,0,0.0,,1.0
"Yes, I agree.",student,3,0,,,
"Did you draw a diagram?  Where’s your diagram?  See, I see hers.  She used a diagram.  Ladies and gentlemen, are we drawing diagrams here?",teacher,24,0,,,0.0
Yes.,multiple students,1,0,,,
"Okay, so now look at B and talk amongst yourself about B.  What can you tell me about B?  I wanted to know which one of these is larger.",teacher,29,0,,,1.0
Seven-ninths?,student,1,0,,,
Why?,teacher,1,0,,,1.0
"When the denominators are the same, the numerator is bigger.",student,10,2,,1.0,
"When the denominators are the same, the…",teacher,7,1,1.0,,0.0
The one which is larger in the numerator is the one that [inaudible].,student,13,1,,1.0,
"Okay, so I’m looking at two fractions here, five-ninths and seven-ninths, and they have the same denominator.  So you’re saying because they have the same denominator don’t even worry about the denominators, then look to the numerator?",teacher,37,5,1.0,,0.0
Yeah.,student,1,0,,,
"And I’m looking at the numerators, and what am I looking for?",teacher,12,1,,,0.0
The one with the larger numerator.,student,6,1,,,
"The fraction with the largest numerator, and that’s the larger fraction.  And you’re saying it’s larger because the denominators are the same?",teacher,22,4,1.0,,0.0
Yes.,student,1,0,,,
Why is that?  Why does that work?,teacher,7,0,,,1.0
