text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
Good morning boys and girls.,teacher,5,0,,,0.0
Good morning Mr. [Inaudible].,multiple students,4,0,,,
"This morning we are going to continue with [inaudible] 7, moving between solids and silhouettes.  And we are going to be doing session 2.1, “Silhouettes of Geometric Solids.” Today you should be able to analyze the silhouettes of 3D solids and also be able to match solids and silhouettes. Last time we did, again, was the shape, and we were able to explore the attributes of three-dimensional solids.  We talked about [faces] being a point on the solid where two or more edges meet.  And when two faces meet together, we say that this is an edge.  And we also identified that the 3D solids are made up of 2D faces.  We noted that some of the faces were squares; some of their faces were triangles. So today we are going to continue by looking at the silhouettes.  Anybody here knows anything about silhouettes? Yes?",teacher,145,5,,,0.0
It’s like a shadow of the shape but you only see one side.,student,13,0,,1.0,
"Thank you! It is exactly a shadow, the shadow of the shape. How many have known about this word before?  Oh good, good. So today we are going to learn something new, and then you can go home and share with your parents.  [Inaudible] Silhouettes are the black shadows or shapes produced when an object lost light.  Now when the sun’s rays are out there and you are walking, what do you see on the ground?",teacher,76,0,1.0,,0.0
Your shadow.,student,2,0,,,
"Your shadow.  Have you ever asked yourself why you are seeing your shadow?   It looks kind of crooked, right? But it’s dark solid.  It is dark because your body is a solid mass. Light cannot penetrate through you.  So the light is reflected and your shadow is thrown on the ground.  The length of your shadow will depend on the time of the day. So likewise this morning we’re going to be looking at the images, the silhouettes that we produce when we put our three-dimensional solids on this projector so that you can be blocking the light from the – the mirror here will reflect the light coming from the projector so that the shadow or the silhouette of our shape will be projected on the screen. Watch what happens when I put my hand.  Do you see the outline of my hand?  But you cannot see my veins, you cannot see anything, you just see the shadow of my hand.  What is causing this is because the light from this cannot penetrate through my hand, so it bounces on this mirror and is reflected away, and that’s why it casts that shadow.  So that is what we call silhouettes.  Any question about silhouettes and what it means? So we’re going to be looking at shadows.  If you don’t remember the word silhouette, remember that a silhouette is a shadow produced when any solid object lost light.  The solid object cannot absorb the light so the light is reflected away from that surface, and then you see the black shadow. So, I’m going to pull out the first geometric solid, and then we’ll have to identify the name like we did last time.  What is the name of this solid?  Student J?",teacher,293,6,,,0.0
A cube.,student,2,1,,,
A cube.  How many faces does a cube have?,teacher,9,2,,,1.0
Six.,student,1,0,,,
"Six faces.  Okay.  So this is our cube.  When I put this cube on the projector, what do you think the image or the silhouette will look like, the shadow that is going to pass on the screen?  What do you think will be the shape? Yes?",teacher,47,2,,,0.0
Square.,student,1,1,,,
She said a square.  Anybody else have a different idea? Yes?,teacher,11,1,,,1.0
A 2D square.,student,3,1,,,
"A 2D square.  Okay, let’s try it.  Did it produce a square?",teacher,12,2,,,0.0
Yes.,multiple students,1,0,,,
Do we see the whole figure?,teacher,6,1,,,0.0
No.,student,1,0,,,
"We don’t see the whole figure.  This is the side that is facing the light, so that’s the side that we see.  Now, when I put it like this, what happens? When I put it to rest on this edge.  It produces a little bit to show you that something – that this thing does not just have – you can see the corners, right? But it cannot be seen as the 3D.  It always shows the 2D.  Now when I put it on its edge, what shape does it produce?",teacher,91,1,,,0.0
A rectangle.,student,2,1,,,
"A rectangle.  If I limit the [inaudible] to one of the faces, it produces what?",teacher,15,1,,,0.0
A square.,multiple students,2,1,,,
"Okay.  Now, like the silhouettes.  Let me try another one.",teacher,10,0,,,0.0
"Mr. [Inaudible], why does it turn into a rectangle when it sits on the edge?",student,15,1,,0.0,
"When it sits on the edge it’s projected, so you see part of this side and part of that side on the light.  The light is reflected on part of this side and part of that side.  So if [inaudible] a straight line, it forms a rectangle.  It forms a rectangle.  Okay, let’s think about this one.  So we said that this would produce square silhouettes.  I want everybody to say the word silhouettes.  Say silhouettes.",teacher,76,4,1.0,,0.0
Silhouettes.,multiple students,1,0,,,
"Now you see that it has an “h” like in house, okay?  It’s hard to spell.  But if you think about the letter that makes the sound you hear, that’s a French word.  So the “h” is silent.  Okay? When you are singing the song, “Alouette,” is sort of like “silhouette”.  The “h” is silent, but you want to be able to spell it correctly.   It’s sil-hou-ette. Sil-hou-ette.  Then you’ll be able to spell it correctly. But it’s pronounced silhouette. Now what do you think this cone, what kind of silhouette do you think it’s going to produce? Yes.  A circle from which side? You think it’s going to produce the same silhouette when I put it on the circular face and when I put it on the face, are they going to be the same silhouette?",teacher,137,2,,,0.0
No.,multiple students,1,0,,,
So what would produce a circle?  This one? When I let it to rest on the circular face.  So let’s try it.,teacher,22,1,,,0.0
That would be a circle.,student,5,1,,,
Circular face to produce the circle.  Do you see the top?,teacher,11,1,1.0,,0.0
No.,student,1,0,,,
"Why? Why we don’t see the top? Yes, Student D?",teacher,10,0,,,0.0
If you stand it up straight then you get – because you can’t see the [inaudible] but if you stand it up straight you can’t see the top of the [inaudible].,student,31,0,,1.0,
"This is the side that is blocking the light.  The circular base, the base is the side that is blocking the light, so that is the image we see.  What kind of shape do you think is going to produce when I let it light up on its curved face?",teacher,50,0,1.0,,0.0
A triangle.,student,2,1,,,
Who said a triangle? Yes.,teacher,5,1,,,0.0
A cone?,student,2,0,,,
"A cone? It’s going to show a cone?  How many [think] it’s going to be a triangle when it’s projected? How many [think] it’s going to be a cone? All right, let’s try this.  Triangle. Now who knows why this is a triangle? Yes?",teacher,44,3,,,0.0
Because it’s shaped like a triangle on the side.,student,9,1,,1.0,
"So the side that is blocking the light is shaped like a triangle.  You have to trace this line.  You trace it like this.  It’s going to be triangular, right? Okay, remember, this is producing two-dimensional silhouettes.  Is it called two-dimensional?  When we were doing our 2D, when we did our polygon, what we call that is a polygon?",teacher,59,6,1.0,,0.0
No.,student,1,0,,,
Why would this not be a polygon? Student F?,teacher,9,1,,,1.0
A polygon has to be four sides.,student,7,1,,,
Do you agree with Student F that a polygon must be four sides?,teacher,13,1,1.0,,0.0
No.,student,1,0,,,
"Yes, student V?",teacher,3,0,,,0.0
