text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
Okay.  Right now we are recording.  Do you want to sit forward? Is there any empty seats in there?  You can sit there if you want.  Now I,teacher,28,0,,,0.0
Four fourths.,student,2,0,,,
"Four fourths.  What was the one thing we said yesterday about adding fractions, Student C?",teacher,15,1,,,0.0
You never add the bottom.,student,5,1,,,
You never add the bottom.  What do we call these numbers at the bottom?,teacher,14,1,1.0,,0.0
Denominator.,student,1,1,,,
Denominators.  So you never add those.  You never add the denominators because they mean what?  Student M mentioned the word yesterday.  What do they mean?,teacher,25,4,,,1.0
The whole piece.,student,3,1,,,
The whole piece.  Right.  Thank you.  This means that this particular piece is divided into how many fractions?,teacher,18,3,,,0.0
Four.,student,1,0,,,
"Four fractions, right?  So if we have this, that means this. I'm not going to cover it up, but you get the idea.  It's one part of the fourth.  When we added three fourths and one fourth, do we need another circle here?",teacher,43,2,,,0.0
No.,multiple students,1,0,,,
"No.  We can add three fourths using the same area, right? Enough to add.  We have three fourths left.  So what would be three fourths plus one fourth?  Four fourths.  We can color this in, and now we have what?",teacher,40,3,,,0.0
A whole.,multiple students,2,1,,,
A whole.  One whole.  I can change my answer here to one.  Any questions about this right now?,teacher,18,2,,,1.0
No.,multiple students,1,0,,,
Student J?,teacher,2,0,,,0.0
"There's some fractions that are kind of confusing.  For example, four eighths.  There's another fraction, four sixths, or something like that.  I don't get what they do with the bottom denominator.  I know you don't add them, but I don't get it.  Okay.  [Inaudible].  I don't get it.",student,48,4,,0.0,
"We started yesterday by using the same denominators, and most of you found that it wasn't that difficult to do the addition with the same denominators.  When I did that practice yesterday, that short quiz, I found that seven of you understood most of the concept of adding different denominators, and some of you did not.  Let's go back to your question.  Do you remember the numbers you used? Right now.  You said four sixths.",teacher,75,4,1.0,,0.0
That was an example.,student,4,0,,,
Give me an example again.  Four eighths.,teacher,7,0,,,0.0
And four sixths.,student,3,0,,,
And four sixths.,teacher,3,0,,,0.0
Yeah.,student,1,0,,,
"So we have – first rule is to add fractions, we need to have – what do we need to have before we add those two fractions?",teacher,27,4,,,0.0
The same denominator.,multiple students,3,1,,,
"We need to have the same denominator right?  This number on the bottom has to be the same number.  We have to have the same amount of parts to be able to add them, and Student A did something yesterday that she found she could do to get the same denominator.  Would you like to show us again what you did?  Okay.  Can you explain that?",teacher,66,3,,,1.0
"First I want to do 8 times 6 and put [inaudible] on each side. Then I did 8 times 4 is 32, and 6 times 4 is 24.  Then you need the denominator the same way you add the numerator. [Inaudible] is bigger, you have to try to make it, or divide it – yeah, divide it and see what you've got for a third or fourth, like that.",student,69,5,,0.0,
