text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"It’s time for math.  So today we’re going to be adding fractions, and I want you to take a look at these two fractions on the overhead:  one-half plus one-sixth.  And take a minute and talk about with your teams.  What would be the sum of these two fractions?  The total.  When you’re adding these two fractions, what is the sum of these two fractions?  Take a minute. All right.  I hear you using percents.  That’s excellent.  Okay.  So taking a look at one-half plus one-sixth, what is the sum of these two fractions, Student A?",teacher,96,11,,,0.0
[Inaudible.],student,1,0,,,
What is it?,teacher,3,0,,,0.0
[Inaudible.],student,1,0,,,
56?  The sum of the fraction.  Four-sixths?  Any other answers? Student J?,teacher,12,2,,,1.0
[Inaudible.],student,1,0,,,
One-half plus one-sixth equals –,teacher,5,0,,,0.0
Two-sixths.,student,1,0,,,
Two-sixths?  Anything else?  Student J?,teacher,5,0,,,1.0
[Inaudible.],student,1,0,,,
"One-half plus one-sixth equals two-thirds.  Now, what I want you to do, using the same to determine which one is correct, I want you to take a look at the four by six rectangular grids, and using these rectangular grids – I want you to almost think of this as like a pan of brownies or a cake, a birthday cake.  And thinking about what one half is and then adding one-sixth. Because before, you didn’t have this representation.  Now, taking a look – and you’re really just looking at one of these.  How would I go about showing one-half plus one-sixth on here?  Take a minute and talk about it with your teams. So this is how you’re going to actually prove it, Student K.  So you’re saying one-half, go down the middle?  About five seconds left, please.  Five seconds left. I’m getting videotaped right now.  That’s okay.  Thank you.  Okay. So, taking a look at one-half plus one-sixth, who’d like to come up and show us, using our four by six.  Student M, come on up.  And I want you to talk yourself through it. Talk us through it. Talk about what one-half is and when you’re adding one-sixth.",teacher,201,2,,,1.0
[Inaudible] so a half of 6 equals [inaudible].,student,8,0,,0.0,
Three columns?,teacher,2,0,0.0,,0.0
Yeah.,student,1,0,,,
Okay.  So what is that representing?,teacher,6,0,,,1.0
A half.,student,2,0,,,
"So that’s one half.  Can you just write one-half, either under it or above it, so we can see what you’re talking about? Okay.",teacher,24,0,,,0.0
"And then, there is one-sixth, so you do another column and there are two left, two-sixths left.",student,17,0,,1.0,
Okay.  So what is one-half plus one-sixth?,teacher,7,0,1.0,,0.0
Four-sixths.,student,1,0,,,
"Four-sixths.  Excellent.  So is there anyone who did it differently?  Excellent.  You can go back.  So what’s going to happen in the next couple of weeks, we’re going to be adding fractions.  And we’re going to be adding fractions, not with the same denominator but different denominators. I want you to take a look at this large clock face. Imagine that the minute hand is not going to move.  Here is the minute hand.  It will not move.  If you look at our large clock face over there – unfortunately, it doesn’t work, so I want you to think about our clock that we’re going to use today.  So the minute hand is not moving; it’s broken.  The hour hand actually moves around.  How many parts are there to this clock, to make it a whole?  How many parts are there to this clock to actually make it a whole?",teacher,150,6,,,1.0
Twelve?,student,1,0,,,
"Yeah.  Nice job, Student O.  There are 12 parts.  So I want you to imagine that the minute hand is stuck on the 12.  The hour hand is the only hand that moves.  The hour hand moves and it’s stopped on the 1.  What fraction of our clock moved?  Student P?",teacher,51,1,,,0.0
One-twelfth.,student,1,0,,,
"One-twelfth.  Excellent.  Now, my hour hand moved and stopped on the 3.  What fraction did my hour hand move?",teacher,19,1,,,0.0
One-fourth.,student,1,0,,,
So you say one-fourth.  Is there another answer?  Student F?,teacher,10,0,,,0.0
One-third?,student,1,0,,,
"Not one-third.  Thinking about this as a whole, a whole [inaudible].  Student K?",teacher,13,2,,,0.0
One-fourth?,student,1,0,,,
"So you’re saying that this is three-twelfths, Student K?",teacher,9,0,,,0.0
Yes.,student,1,0,,,
And Student D says that this is one-fourth.  I want you to talk for about 20 seconds and decide who is correct. Okay.  Who is correct?  Student B?,teacher,28,0,,,0.0
Both.,student,1,0,,,
They’re both correct.  Explain to me why.  Justify your answer.,teacher,10,0,,,1.0
[Inaudible.],student,1,0,,,
"Three-twelfths equals one-fourth.  So we move three-twelfths around the clock and we move one-fourth.  Now, how many minutes have gone by?  How many minutes on my clock have gone by?  Student J?",teacher,32,0,,,0.0
