text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
Okay.  I think it’s working and the person who’s delivering the camera will be in in a second just to double-check it but it should be recording now.  Okay?,teacher,29,0,,,0.0
[Inaudible].,student,1,0,,,
Everybody want to smile for the camera?,teacher,7,0,,,0.0
Hey!,student,1,0,,,
Okay.,teacher,1,0,,,0.0
Is it gonna be in black and white?,student,8,0,,0.0,
Is it gonna be in black and white?  I don’t think so.  I think it’s probably in color.,teacher,18,0,1.0,,0.0
I bet it’s [Inaudible].,student,4,0,,,
"Let’s just make sure before we start, okay, that it’s working.",teacher,11,0,,,0.0
[Inaudible],multiple students,1,0,,,
"Boys, I need you to put that away, please.   These lights didn’t come on and these went on so I put these on and then I waited a little bit and I hit that. And then they all lit up, so we’re recording right?  We’re on? Okay.  I wanted to double check. Thanks.  All right, Student D, away with that please.  It’s on. Okay, guys.  Take a look at the back of the room, the math objectives today.  Students determine the number of cubic centimeters that fill an unmarked box.  An unmarked box. Up until now we’ve been putting together boxes and packing them with packages, cubes that made up packages to see how many of those packages would fit.  These boxes were marked.  Today is gonna be a little different.  Today you’re gonna work in groups of two.  This is a group, this is a group, you two boys in the back are a group, you two are a group and you two will be a group.  Okay?",teacher,169,2,,,0.0
[Inaudible],student,1,0,,,
"Today’s a little different.  Today they’re not telling you, they’re not putting marks on the box.  It’s unmarked. You’re gonna construct one box and unlike the other boxes, this box is gonna have a top.  And what we’re gonna do is we’re gonna find out how many of these cubic centimeters can fit inside the unmarked box. See, the problem is, though, I don’t have enough cubic centimeters for everybody to just pack these in and line up the whole bottom and find out how many levels high it is.  Okay? We’re gonna have to figure out another bit.  I’m not gonna give you any help on this.  I need you guys to figure it out.  We have supplies over there and I’ll have you guys go and get them. But first I want to show you guys how to make the box, okay?  So, over there you’re gonna find this sheet.  You need one per group.  Okay?  And you’ll work with your partner figuring this out.  So, you’ll take that sheet and you’re gonna cut out the pattern.  Okay?  And when you cut out the pattern it’s gonna look like this.",teacher,192,4,,,0.0
Don’t cut that across.,student,4,0,,,
