text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay, boys and girls.  We're gonna get started.  Today, we have our objective.  It's there.  Can you see it?",teacher,19,0,,,0.0
Yes.,multiple students,1,0,,,
"Given a set of fractional word problems the students will accurately solve the problems and explain how they know they're answer is correct.  Now we're gonna be talking about fraction.  Actually we've been talking about fractions.  You know a lot about fractions, don't you?",teacher,44,4,,,0.0
"Yes, Teacher, we do.",multiple students,4,0,,,
This means that we're going to work together in order to solve a in your group.  After you're done we'll come back and we share.  All right?,teacher,27,0,,,0.0
Yes.,multiple students,1,0,,,
"Now the problem that we have is this one.  I hope that you can see the problem.  I'm gonna read it to you and you're gonna try to solve it together.  It says Miss H asked her students how they get to school each day.  She collected their answers and determined the following results.  Half of her students take the bus.  One-fifth of their parents.  Now that's the problem, right?",teacher,70,0,,,0.0
Yes.,student,1,0,,,
That's the information that we have.  Now I'm gonna ask you this question.  What's the portion of the students that are going to take the bus?  It says they're – ?,teacher,31,0,,,0.0
One [Inaudible],student,2,0,,,
It says that they're going to take the bus.,teacher,9,0,,,0.0
Half.,multiple students,1,0,,,
Half.  Right?  Half of the students.  And what's the portion that are going to walk?,teacher,15,0,,,0.0
One-fifth.,student,1,0,,,
One-fifth.  And the rest.  Do you know the portion of the rest?,teacher,12,0,,,0.0
No.,student,1,0,,,
You don't know it yet.  Right?  You don't.  You have something to say?,teacher,13,0,,,0.0
Yes.  I think – one half plus one-fifth will give you the answer.  It probably be the answer of the rest of her student [Inaudible].,student,25,0,,0.0,
"We'll see but let's go to the question first.  Now we have the question, right?  The question – the first question that we have there – can you read the question?  Can you read the question? question?  Question A.",teacher,39,0,0.0,,0.0
What percent of the students take the bus?,student,8,1,,0.0,
"What percent of the students take the bus.  Now let's think about that.  Now we know how to convert fraction into percents, don't we?",teacher,24,4,1.0,,0.0
Okay.,multiple students,1,0,,,
If you don't know we have it over here but I know that you know.  Now it says half of her students take the bus.  And now the question is what percent of the students take the bus.  Let me go to the girls and see.  Can you tell me what percent of –,teacher,54,2,,,0.0
Fifty percent.,student,2,1,,,
Fifty percent.  Hmm.  Do you –,teacher,6,1,,,0.0
How do you get that?,student,5,0,,,
Do you all agree though?  Do you all agree that's 50 percent?,teacher,12,1,0.0,,0.0
Yes.,multiple students,1,0,,,
What about the boys?  Do you all agree?,teacher,8,0,,,1.0
Yes.,multiple students,1,0,,,
And why do you think?  I'm gonna go back to you again.  Why do you think it's 50 percent?,teacher,19,1,,,1.0
'Cause one-half comes to 50 percent.,student,6,1,,,
Because one-half is?,teacher,3,0,1.0,,0.0
Fifty-percent,multiple students,1,1,,,
The same as?,teacher,3,0,,,0.0
Fifty percent.,multiple students,2,1,,,
Fifty percent.  And are you sure about that?,teacher,8,1,,,0.0
Yes.,multiple students,1,0,,,
You sure?,teacher,2,0,,,0.0
Yes.,multiple students,1,0,,,
You're sure?,teacher,2,0,,,0.0
Yes.,student,1,0,,,
Oh.  Sure or not sure.  Are you sure?,teacher,8,0,,,0.0
Yes.,student,1,0,,,
"Yes.  It's 50 percent, right.  Fifty percent is the same as half.  Any half is 50 percent.  Right?",teacher,18,3,,,0.0
Yes.,multiple students,1,0,,,
Now that's an easy one to [go down].  Should I write it right here?,teacher,14,0,,,0.0
Yes.,multiple students,1,0,,,
What percent of the students take the bus?,teacher,8,1,,,0.0
Fifty percent.,multiple students,2,1,,,
Fifty percent.  Okay.  Fifty percent of the?,teacher,7,2,,,0.0
Students take the bus.,multiple students,4,0,,,
"Students.  All right.  Now we have the second question.  Can you read that question, please?",teacher,15,0,,,0.0
What percent of the students walk?,student,6,1,,,
"What percent?  Okay, sorry.",teacher,4,1,1.0,,0.0
Explain how you know that answer – your answer is correct.,student,11,0,,0.0,
"Now in this question we have more than one part, right?",teacher,11,0,0.0,,0.0
Yes. Two.,multiple students,2,0,,,
"Two parts.  Now, don't forget when we are ready to answer the question we should answer the two – ?",teacher,20,0,,,0.0
Parts of the question.,multiple students,4,0,,,
Parts of the question.  Now what's the first part of this question?  Let me see.  Let me go over here.  What's the first part?  Can you – ?,teacher,28,0,,,0.0
What's the percent of the students that walked to school?,student,10,1,,0.0,
"What's the percent of students that walk?  Now, let me see if you can't come up with the answer to that.  I'm going to – that kid over here.",teacher,29,1,1.0,,0.0
Twenty percent.,student,2,1,,,
"Twenty?  Twenty percent you said.  One-fifth of her students walked.  He said 20 percent.  Boys, do you agree that it's 20 percent?",teacher,22,3,,,0.0
Yes.,multiple students,1,0,,,
Do you agree?,teacher,3,0,,,0.0
Yes.,multiple students,1,0,,,
"Okay.  I need to see the girls.  Girls, do you agree that it's 20?",teacher,14,0,,,0.0
Yes.,multiple students,1,0,,,
"Now, why do you think it's 20 percent?  Tell me.",teacher,10,1,,,1.0
Because one-fifth equal 20 percent.,student,5,1,,,
Because one-fifth is 20 percent.  Now he said 20 percent and all of you agreed that's 20 percent is what percent of the students that walk.  And I'm gonna write it here 20 percent.  But yet they are asking you to explain how you know that the answer is correct?  Remember our objective says that we got to explain our answer.  And he said – what did you say?  Can you repeat it?,teacher,73,5,1.0,,0.0
One-fifth equals 20 percent.,student,4,1,,,
"One-fifth is 20 percent.  Now how do you know that one-fifth is 20 percent?  Can you tell me?  How do you know that one- fifth is 20 percent?  How do you know that?  Can you help, Student J?",teacher,38,3,,,1.0
"You could write, I know that it's 20 percent because 20 percent is equal to –",student,16,2,,1.0,
"Okay, go ahead.  Equal to what?",teacher,6,0,1.0,,1.0
Like –,student,2,0,,,
Equals one-fifth.  Is that what you mean?,teacher,7,0,,,1.0
Yeah.  One-fifth equals –,student,4,0,,,
Yeah.  But how do you know that one-fifth is 20 percent?  Can you help?,teacher,14,1,,,1.0
You could do it this way.  One-fifth of 50?,student,9,0,,0.0,
One-fifth of 50?  Why 50?  Why 50?,teacher,7,0,1.0,,1.0
Not – fifty of the students.  'Cause –,student,8,0,,0.0,
Fifty?  Do we have fifty there?,teacher,6,0,1.0,,0.0
No 'cause one [Inaudible] what percent of the students take the bus.,student,12,1,,1.0,
"Okay.  That is 50 percent of the students.  But why do you have to relate it to one-fifth?  Okay.  Again, my question is how do you know that one-fifth of is 20 percent?  Do you have something to add?",teacher,39,3,1.0,,1.0
"Yes, one-fifth of percent – one-fifth is the same as two-ten. And when you have like a tenth you just got, like, ten times the number that's – ten times the [numerator] and it's gonna be the same as two-ten.  And two-tenths is the same as 20 percent.",student,48,5,,0.0,
"Okay.  Two-tenths.  Two-tenths is equivalent to one-fifth. Right?  And it's the same as 20 percent.  If one-fifth is 20 percent, two-tenths is also 20 percent.  Now girls, what do you think?",teacher,31,7,1.0,,1.0
Correct.  But there's another way you could do it.  You can find one-fifth of –,student,15,0,,1.0,
Can you say it louder?,teacher,5,0,0.0,,0.0
You can find one-fifth of a whole.,student,7,1,,,
One-fifth of a whole.  Yes.  That's a good idea.  Yeah.  And in a whole how many fifths you have?,teacher,19,2,1.0,,0.0
Two.,multiple students,1,0,,,
How many fifths you have in a whole?  Fifths?,teacher,9,1,,,1.0
Four fifths. Five.,student,3,0,,,
"Two, three, four, five.",teacher,4,0,,,0.0
Six. Four.,student,2,0,,,
Two-fifths?,teacher,1,0,,,0.0
One.,student,1,0,,,
Excuse me.  Let me – let me look at it this way.  Okay.  Let me -- what do you have to say?,teacher,22,0,,,1.0
Could you say the question again?,student,6,0,,,
I said one in a whole.  One whole.  How many fifths you have in a whole?  A whole.,teacher,18,4,0.0,,0.0
One. I have three Two. Five.,student,6,0,,,
Five.  That's good.  Five-fifths.  Yeah.  Then if you have five- fifths fifths is the same as what?,teacher,17,0,1.0,,0.0
100 percent.,multiple students,2,1,,,
100 percent.  If you divide 100 percent into – into what?  Into five parts then each part would be what?,teacher,20,3,,,0.0
One-fifth.,student,1,0,,,
