text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"All right.  So we’re running.  Today in math, let’s look at the objective.  Students will be able to use doubling and halving strategies to solve multiplication problems.  So do we remember our doubling and halving strategies?  Put your hand up if you remember them.  Okay.  I want us to look at two problems.  Now, I don’t want us to solve these problems.  I just want you to look at them.  Just look at these problems.  Now, what do we know about these problems? What can someone tell me about these two multiplication problems that we’re going to know, Student K?",teacher,100,2,,,1.0
They’ve got 16 in them.,student,5,0,,,
"One of the factors is 16.  So from both of the problems, one of the factors is 16.  Awesome, Student K.  Student S?",teacher,23,2,1.0,,0.0
[Inaudible.],student,1,0,,,
"The 16 is the same, so yep, the same factors.  So both multiplication problems have 16 as one of the factors. Good.  Student J?",teacher,24,3,,,0.0
"6, 3 is half of 3.",student,6,0,,,
3 is half of 6. Good.  Student M?,teacher,8,0,1.0,,0.0
3 doubled to get 6.,student,5,0,,,
"If you double 3, you’ll get 6.  If you cut 6 in half, you’ll get 3.  So, real quick, what I want you to do – I’m going to give you about 30 seconds – turn to the person sitting next to you, or Student L, you can just walk over and sit with Student T real quick, and talk about how you can represent 16 times 3 or 16 times 6 in a story problem or as a picture.  If you were going to draw this, or if you were going to write it in a story problem, tell them the story problem you would write, or tell them how you would draw a picture for either one of these two problems.  I’m going to give you about 30 seconds. [0:02:30] Would you draw it or would you do a story problem?",teacher,143,0,1.0,,0.0
I would do both.,student,4,0,,,
All right.  So what would one of your story problems be for 16 times 3?,teacher,15,0,,,1.0
"There are 16 students, and the students have to match up in 3 groups of 16?",student,16,0,,0.0,
"So if you had 16 students and you were breaking them up into groups, would that be division or multiplication, for putting them into groups?",teacher,25,2,1.0,,1.0
"Oh, division.",student,2,1,,,
So is that a division problem?,teacher,6,1,,,0.0
"Yeah, or no.",student,3,0,,,
"No, it’s multiplication.  So how can you change that around to be a multiplication problem?",teacher,15,2,,,1.0
"Well, since remember I said that, like, division –",student,9,1,,0.0,
So you have 16 students.  So you could say each student has –,teacher,13,0,0.0,,0.0
Three pencils.,student,2,0,,,
Three pencils.  So what would your question be in that story problem?,teacher,12,0,,,1.0
How many pencils in all?,student,5,0,,,
In all.  Awesome.  So Student M?,teacher,6,0,1.0,,0.0
"If I was making a story problem, my story problem would be, I have 16 students in the class.  Each student has 3 pockets. How many pockets all together?",student,29,0,,0.0,
Pockets in their pants?,teacher,4,0,1.0,,0.0
Yeah.,student,1,0,,,
"Cool.  All right.  So let’s get back together.  I heard some really good [inaudible] from Students L and M.  So, who can share with me a story problem that they would have for one of these problems, a story problem they can make up? Student J?",teacher,46,0,,,0.0
I have 16 boxes.  They each have three applies in them.  How many apples in all?,student,16,0,,0.0,
"Awesome.  So, what I’m picturing is 16 boxes in my head, like Student J said.  So 12, 13, 14, 15 – and how many apples did you put in each box?",teacher,31,0,1.0,,0.0
Three.,student,1,0,,,
"Three apples.  So then he asked – what was your final question, Student J?",teacher,14,0,,,0.0
How many apples in all.,student,5,0,,,
"How many apples in all?  So, multiplication problem or division problem?",teacher,11,2,1.0,,0.0
Multiplication.,multiple students,1,1,,,
"Exactly.  It was a multiplication problem; that’s what we wanted.  Awesome, Student J.  So rather than counting all of these apples, what’s a shortcut for adding, Student T? What’s our shortcut for adding?",teacher,33,1,,,0.0
Multiplication.,student,1,1,,,
