text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"So we have to answer, label, show the work.  The work again, it",teacher,13,0,,,0.0
Yeah.,student,1,0,,,
"Okay.  The next bullet, who would like to read that one out loud?  Student B.",teacher,15,0,,,0.0
"If you did the work in your head, explain in writing how you did the work.",student,16,0,,0.0,
"Excellent.  If you do the work in your head, explain in writing how you did the work.  If you see a verb in that sentence, something that you have to do, a direction word, raise your hand.  Student M, what do you see?",teacher,43,0,1.0,,0.0
Explain.,student,1,0,,,
"Explain, and explain is something you have to do, and we're explaining how?  If we're doing it in our head, how are we explaining, Student A?",teacher,26,0,,,1.0
We are explaining by writing it on the paper.,student,9,0,,0.0,
"You've got it.  You're explaining by writing it on the piece of paper.  If you do the work in your head, explain in writing how you did the work.  Excellent.",teacher,30,0,1.0,,0.0
You forgot the say the answer on the second bullet.,student,10,0,,0.0,
"Show all your work, diagrams, tables, and computations, in your student answer booklet.  You don't have a student answer booklet.",teacher,20,0,0.0,,0.0
Oh.,student,1,0,,,
"Okay.  That's what that answer is.  Your answer booklet, boys and girls, for this question is going to be on that white paper, and then on the math paper that's behind it, okay. Write your answer to question 27 in the space provided in your student answer booklet.  Again, you don't have a booklet.  You have that piece of paper and the paper behind it.  Do I have a volunteer that would like to read for me what that says?  Let's go with Student R.  Nice and loud, Student R.",teacher,90,0,,,0.0
[Inaudible],student,1,0,,,
"Nice reading, Student R.  Excellent.  Can I have someone tell me what are the prices of the balloons and the sizes of the balloons?  Student G.",teacher,26,0,,,0.0
"Small is $1.25.  Large balloon, $2.99.",student,6,0,,,
Then what's it say right underneath that?,teacher,7,0,0.0,,0.0
The price includes tax.,student,4,0,,,
"Excellent.  Anyone have a prediction about the importance of anything here?  Anyone have an idea maybe what you think we might circle or underline?  What do you think, Student R?",teacher,30,2,,,1.0
[Inaudible],student,1,0,,,
Just in this diagram here.,teacher,5,0,,,0.0
"It will go $1.25, $2.99, then the small balloons, and large balloons.",student,12,0,,0.0,
"I would agree with you on that.  I think so.  We haven't seen the question yet, but I have a feeling that's what's going to be important here.  All right.  I'm going to pull down my screen because I need to pull up the paper, but everyone by now should have underlinings and circlings up to this point, so once I pull down this screen, you're not going to see that anymore for the underlinings and circlings.",teacher,77,0,0.0,,0.0
"Why does it say, ""Include tax""?  [Inaudible].",student,7,0,,,
"Excellent, good question.  Student M says, ""Why does it say 'Include tax' if you're not seeing any of the numbers?"" Anyone have an answer for him?  Student G?",teacher,28,0,1.0,,1.0
Because it's one more dollar.,student,5,0,,,
"So you're saying that we have to add more money to that, or the money's already included in those prices?",teacher,20,1,1.0,,1.0
[Inaudible].,student,1,0,,,
"Student G thinks you have to add more money.  Does anyone have another idea to Student G's?  If you think something's different, raise your hand, because if you agree with Student G, your hand's not up.  If you think it's something different, your hand is up.  What do you think Student A?",teacher,52,1,,,1.0
I think that the taxes are already included.,student,8,0,,0.0,
"Yeah.  It says, ""Prices include tax.""  So that means if there is six cents that has to be added on, that six cents is already in those prices.  We don't have to take any extra money and tack it on to those prices.  The tax is already in there, okay?  That's why it says prices include the tax. I'm going to pull down the screen.  I love the attention I am seeing so far.  Lots of focus.  Good job.  All right. Let's see.  I'm going to move this up.",teacher,89,0,1.0,,0.0
Are we doing this together?,student,5,0,,,
"Actually you're going to be taking over.  The only thing we're going to do right now together, we're going to read it all. Then, I'll move the steps over.  The steps are over there. Then you are with your group.  You're going through the steps.  Are we ready?",teacher,48,0,1.0,,0.0
Yes.,multiple students,1,0,,,
"You know how to do this, so here we go.  Kiki is—",teacher,12,0,,,0.0
Kiki is by—,student,3,0,,,
