text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
Be able to tell what a fraction is.,student,8,1,,0.0,
"Okay, so we’re gonna start with that word, fraction, what we’ve been talking about for a few days now.  Everyone’s familiar with that word.",teacher,24,1,1.0,,0.0
Yes.,multiple students,1,0,,,
Can I have someone share what they think a fraction is? Student M.,teacher,13,1,,,0.0
It’s a thing that you divide in half.,student,8,1,,0.0,
"Okay, something you divide into halves.  Is it always going to be divided into halves?  No.  It could be divided into thirds, Student L.",teacher,24,3,1.0,,0.0
[Inaudible],student,1,0,,,
Exactly.  You start from something that’s one whole of something and then you split it up into – what’s the – what’s the phrase I like to say?  Into –,teacher,30,1,,,0.0
Whole pieces. Equal parts.,student,4,1,,,
"Equal parts, right, okay, ‘cause every part of the fraction has to be equal.  Good.  Okay, how about the second one, Student T?",teacher,23,1,,,0.0
[Inaudible] fraction.,student,2,1,,,
"Okay, give –",teacher,3,0,,,0.0
Explain.,student,1,0,,,
"Examples, okay, of equivalent fractions, right, and we started talking about this word a few days ago too, equivalent. What does that word mean, equivalent?  Does it ring a bell with you?  What do you think, equivalent?  Student M?",teacher,39,4,,,1.0
It means equal.,student,3,0,,,
"Exactly.  It means one thing is equal to another.  Okay, what sign – what symbol do we use to show if two things are the same?",teacher,26,0,,,0.0
We use halves.,student,3,0,,,
Mm –,teacher,2,0,,,0.0
Equal sign.,student,2,0,,,
Student E?,teacher,2,0,,,0.0
Equal sign.,student,2,0,,,
"Equal sign, exactly.  So this is the symbol that we use to show that something over here is equal to this side.  This means exactly the same, okay?  So we’ve been talking about equivalent fractions.  So that’s what I want to do right now for a few minutes.  We’re gonna get to this last one in a minute, but not right now.  okay, so we’re gonna use some of these blocks.  I’m gonna have just a couple people share some examples of what some equivalent fractions are.  Now, since we are talking about fractions, are we going to be using this side?",teacher,102,3,,,0.0
No.,multiple students,1,0,,,
No.  What are these called?,teacher,5,0,,,1.0
It’s a percent.,student,3,1,,,
"Percents, right.  We’re not talking about that yet.  That will be next week.  That’s later.  Today we’re just gonna be using the fraction side.  Student V, can you slide over so Student M can sit?  There we go, thank you.  Okay, so you can put these in your drawer.  I’m going to give you one fraction already up here.  If you think you can find an equivalent fraction, raise your hand and we’ll see what you come up with. So we’re gonna start with a little easy one.  How about this one right here?  So this is a fraction one-third, and Student C, can you give me a fraction that is gonna be equivalent?  You can use the blocks if you want to see for yourself, if you want to look at what they look like when they match up next to each other.  [Long pause] You got one?  Awesome.  Okay, what did you get?  So one-third is equal, or we can say equivalent to what?",teacher,166,8,,,0.0
One-twelfth?,student,1,0,,,
"Okay, I’m just gonna take these, steal them from you for one second.  This is what you said.  You said one-third is equivalent to one-twelfth.  Are these two equivalent?",teacher,29,2,,,0.0
No.,multiple students,1,0,,,
What does she need to say to make this piece equivalent to this piece?  Student V?,teacher,16,1,,,0.0
She has to add more.,student,5,1,,,
"Well, look at these right here.  Do these look equivalent?",teacher,10,1,0.0,,0.0
It’s four-twelfths.,student,2,0,,,
"It’s four, right, ‘cause you have to count each one.  Okay, so now let’s say it again.  One-third is equal to –",teacher,22,0,,,0.0
Four-twelfths.,multiple students,1,0,,,
"Four-twelfths, good.  So I’m gonna put this up here.  Now, Student C wanted to use the cubes, which is absolutely fine.  If you just wanted to do something quick in your head, what happened to this fraction to get this one over here?  Student C?",teacher,45,2,,,1.0
Times?,student,1,0,,,
"You’re right, it does involve multiplication.  With what number?",teacher,9,1,,,0.0
Three times four?,student,3,0,,,
"Okay, there’s three times four, and that gave us the 12.  But when you’re multiplying to get an equivalent fraction, whatever we do down here, we have to do the same thing up here.",teacher,34,2,,,0.0
One times four?,student,3,0,,,
"You got it, one times four, and that’s how we got the four- twelfths.  So nice job, Student C, nice job, Student L. Yes.",teacher,24,0,,,0.0
You can also do it two times –,student,8,0,,0.0,
"You could – exactly.  You can also do this fraction times two. So what would be another equivalent fraction, Student E?",teacher,21,2,1.0,,0.0
Six – six three – two-sixths.,student,6,0,,,
"Two-sixths, right.  You’ve got to make sure you’ve got the numbers in the right spot, right.  So, Student E was just saying you don’t have to multiply times four.  You can do both numbers times two or times five or times 10.  So one times two, two, three times two, six, okay?  Nice job. Okay, let’s try another one.  How about – let’s see, how about Student T, how about you do this one, one-fifth. Something that is equivalent to the fraction one-fifth. Student V, can you sit up, please?  Thank you.",teacher,92,3,1.0,,0.0
[Inaudible] sit up.,student,3,0,,,
"Student L, can you sit up too, please?  Can you see okay? Okay, so can you tell us nice and loud what your equivalent fraction is?",teacher,26,1,,,0.0
Two-tenths.,student,1,1,,,
Two –,teacher,2,0,,,0.0
Tenths.,student,1,1,,,
"Tenths, good.  Let’s see.  Hold it up so everyone can see it. Can everyone see that?",teacher,16,1,,,0.0
Yes.,multiple students,1,0,,,
One-fifth right here is the same as two of these.,teacher,10,0,,,0.0
Two-tenths.,student,1,1,,,
"Good, two-tenths.  And if we wanted to find another one, Student P, what do you think?  You’re so good at this.  How did we get these numbers right here?  What did we do –",teacher,34,1,,,1.0
Five times two.,student,3,0,,,
"Right, we did times two.  So what would another equivalent fraction be to one-fifth?  How about we do times three?",teacher,20,1,,,0.0
Three?,student,1,0,,,
"Three-fifteenths?  Right.  Three – one times three would be three, and then five times three –",teacher,16,0,,,0.0
Equals 15.,student,2,0,,,
"Would be 15.  Nice job.  Okay.  Good, okay, last one.  How about – this one’s a little bigger now.  Two-thirds. Student L.",teacher,22,0,,,0.0
[Inaudible],student,1,0,,,
"Uh oh.  Okay, you know what?  Can you go through the closet and maybe Mrs. B can grab you a Band-Aid?  Just go right through here, okay?  Huh?",teacher,28,0,,,0.0
"Yeah, okay.",student,2,0,,,
"Just ask Mrs. B.  [Long pause] Okay, so two-thirds – so find the one that has the three on the bottom, Student L.  Which color has the three on the bottom?  Yep.  Now, how many – how many do we need?",teacher,41,0,,,0.0
[Inaudible],student,1,0,,,
Okay.  So you want to take – take one and get rid – take – and put this to the side.,teacher,21,0,,,0.0
Okay.,student,1,0,,,
Great.  Now –,teacher,3,0,,,0.0
[Inaudible],student,1,0,,,
"Okay.  So now you want to find – you want to use these.  We’re not gonna use this.  We’re gonna use these to see what’s the same as these two.  What can we put here that’d be the same?  Okay, is it some of these, maybe some of these? Okay, so you’re gonna work with that.  If you think you know it, keep it to yourself, okay?  I want him to find out.  [Long pause]",teacher,75,0,,,0.0
[Inaudible],student,1,0,,,
"Student A, let him do it, okay?  Think you got it?  Okay, let’s see.",teacher,14,0,,,0.0
[Inaudible],student,1,0,,,
"Okay, so I’m gonna hold it.  Now, can you – can you say this out loud?  Student L, how much is this?  This is – this is how much?  One – okay, one-third.  Now, if I – look, I’m gonna take this one.  Now how many do I have?",teacher,49,0,,,0.0
[Inaudible],student,1,0,,,
"We say two-thirds, right, ‘cause we have two of them.",teacher,10,0,,,0.0
Two-thirds.,student,1,0,,,
"Can I – can I hear him and not everyone else, and can you sit up?  Okay, so this is two-thirds.  Now, what number – I’m gonna get my marker – is going to go on the bottom for this?  Look at this one again.  What number is on the bottom that goes here?",teacher,54,0,,,0.0
I think it’s [Inaudible],student,4,0,,,
"Three, yep.  So what number do you think is gonna go down here for the blue one?  You can say it.  I know you know that number.  One, two, three, four, five –",teacher,33,0,,,0.0
Six.,student,1,0,,,
"Six, awesome.  And how many – how many six – count them out loud.",teacher,14,0,,,0.0
[Count them] in English.,student,4,0,,,
"Okay, I know he knows that that’s four.  He’s just a little shy today.  That’s okay.  Okay, so two-thirds is equivalent to –",teacher,23,1,,,0.0
Eight-twelfths.,student,1,0,,,
No.  Two –,teacher,3,0,,,0.0
Three.,student,1,0,,,
Four –,teacher,2,0,,,0.0
Four-sixths.,multiple students,1,0,,,
