text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
All right.  Today we’re gonna work on how many packages fit in Box 2.  I’ve given you Box 2.  I want you to look at it and notice what is different from Box 1 that we used on Tuesday.  What do you notice about it?,teacher,45,0,,,1.0
[Inaudible] The height is [Inaudible].,student,5,0,,,
Ooh!  The height is bigger.  Anybody else notice that the height is bigger?,teacher,13,0,1.0,,1.0
Yep.,student,1,0,,,
Okay.  Can you look back in your book and can you tell me the dimensions of the Box 1?  And then we’ll compare them to the dimensions of Box 2.,teacher,30,2,,,0.0
[Box 1]?,student,2,0,,,
"Student K, what were the dimensions of Box 1?",teacher,9,1,,,0.0
Four by six by three.,student,5,0,,,
"So, Box 1 was a four by six by three.  Now look at Box 2 that you have in front of you and tell me the dimensions. Student L?",teacher,29,1,1.0,,0.0
Four by six by [five].,student,5,0,,,
Okay.  Make a comparison.  Student A?,teacher,6,0,0.0,,0.0
They both have the same two numbers – they both have the four and the six.,student,16,0,,1.0,
The length –,teacher,3,1,0.0,,0.0
And the width.,student,3,0,,,
And the width stayed the same.,teacher,6,0,,,0.0
The height changed.,student,3,0,,,
The height changed.,teacher,3,0,,,0.0
Two layers.,student,2,0,,,
"Two more layers were added.  Very good.  Two more layers are added.  All right.  Packages A, D and E are the same.  Can you read the directions for me, Student J?  On Page 23.",teacher,34,0,,,0.0
Now look at Packages A and D and E and Box 2.  How many of each package will fit in this box?  Determine the answer before [Inaudible].  [Record] your first answer and the actual answer below.,student,36,0,,0.0,
"Okay.  So, before we even start, that first answer you’re taking an educated guess of how many packages you think are gonna go in there.  So, can you look right now at your paper and take that guess?",teacher,38,0,1.0,,0.0
Six.,student,1,0,,,
First answer is your guess.,teacher,5,0,,,0.0
[Inaudible],student,1,0,,,
"Once you’re done that, put your hands on your head so I know you’re ready for the next step.  Where is your book?",teacher,23,0,,,0.0
What have you been doing? [Whispering Inaudible],student,7,0,,,
So you’re making an educated guess how many packages do you think – how many packages of A do you think are gonna fit in Box 2?  How many of D?  How many of E?,teacher,35,0,0.0,,0.0
[Whispering] like this?,student,3,0,,,
"Nope.     You could.  Remember we said you could move them around but you couldn’t break them apart?  All right.  It looks like everybody is finished.  Or finishing up.  All right.  So, your task for today I wrote it up here.  This should be very familiar with you because you did pretty much the same kind of task with Box 1.  Now you’re gonna do it with Box 2.  So you’re to complete how many packages in Box 2. Student L brought up a good point.  She said if she had Box D would I need to have it standing up like this?  Who can answer that?",teacher,106,0,,,0.0
No.  It doesn’t actually matter ‘cause it’s the same thing.,student,10,0,,1.0,
