text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions
"Okay, boys and girls, could you take out your math workbooks and take a look at Page 45?  We’re still in Unit 5, of course.",teacher,25,1,,,0.0
[Inaudible],multiple students,1,0,,,
Page 45.  You can rip it out.   Four – five.  Forty-five.,teacher,11,0,,,0.0
[Inaudible],multiple students,1,0,,,
"You can keep it in.  Boys and girls, we did some problems about another family that took a road trip and now we’re going to do some problems where you plan your own road trip.  So, could we look at this map for a minute?",teacher,45,0,,,0.0
[Inaudible],student,1,0,,,
"Student C, you need to finish that.  We had plenty of time for that in the past half an hour.  Okay.  Has anybody visited any of these places on the map?  Are you familiar with them?  Student G?",teacher,38,0,,,0.0
I visited [Inaudible].,student,3,0,,,
Good.  You’ve been to Washington?,teacher,5,0,,,0.0
[Inaudible],student,1,0,,,
You’ve been to –,teacher,4,0,,,0.0
Los Angeles.,student,2,0,,,
Los Angeles.,teacher,2,0,,,0.0
[Inaudible],student,1,0,,,
"See this.  This is on the back but let’s have it – also – that’s a little tricky, hah?",teacher,19,0,,,0.0
Can I turn out the lights?,student,6,0,,,
"No, I don’t think that’s it.  Let me see if I can just move this back a little bit.  You can go back and forth.  Okay? You have this on the back page of the map so you can look at both.  But the table on the back of the map, it shows the distances between some of the cities that are on the map.  Boys and girls, how come diagonal down the middle there is zeros?  Do you see all those zeros?  Do you know why they’re there?",teacher,89,2,0.0,,0.0
‘Cause they [Inaudible].,student,3,0,,,
Student D?,teacher,2,0,,,0.0
Because they’re [Inaudible] where you are [Inaudible] the different [Inaudible] the [Inaudible].,student,12,0,,1.0,
"Student C, what were you going to say?",teacher,8,0,0.0,,1.0
I was gonna say you’re already there.,student,7,0,,,
"You’re already there?  Student K, what were you going to say?",teacher,11,0,1.0,,1.0
[Inaudible].,student,1,0,,,
There’s nothing there?,teacher,3,0,,,0.0
[Inaudible]  I was also gonna say that’s the same thing as what Student C said.,student,15,0,,0.0,
What disability Student C say?,teacher,5,0,1.0,,1.0
Like you’re already there.,student,4,0,,,
You’re already there.  Student W?,teacher,5,0,,,0.0
[Inaudible] same thing ‘cause it [Inaudible] the same [Inaudible] going across and down [Inaudible] but they do ‘cause you’re already there.,student,21,0,,1.0,
Okay.  Student V?,teacher,3,0,0.0,,0.0
[Inaudible] when you go down [Inaudible] and it doesn’t matter what [Inaudible] because [Inaudible].,student,14,0,,1.0,
Okay.  Student J?,teacher,3,0,0.0,,0.0
"Because if you look it says Boston, Mass, Boston, Mass and that’s both the same place so it’s right where you are.",student,22,2,,1.0,
Yep.,teacher,1,0,0.0,,0.0
[Inaudible],student,1,0,,,
"So, how come – I’ll have to show you up here but look on your maps.  How come this is 446 and this is 446?  And then 1,300, 1,300?  1,154, 1,154?  Student C?",teacher,33,0,,,1.0
I saw something.,student,3,0,,,
What did you see?,teacher,4,0,,,1.0
"Because if you look diagonal, you look like this, the other [Inaudible] is [Inaudible].",student,14,1,,1.0,
Mm-hm.  I wonder why.,teacher,4,0,0.0,,1.0
[Inaudible],student,1,0,,,
Because what?,teacher,2,0,,,0.0
Because it’s the same [Inaudible].,student,5,0,,,
It’s the – say that again.,teacher,6,0,0.0,,0.0
It really is [Inaudible].  It’s the same as this one.,student,10,0,,0.0,
What’s the same?,teacher,3,0,1.0,,0.0
[Inaudible].,student,1,0,,,
The numbers.  And do we know why?  Let’s see if we can figure it out.  20.,teacher,16,0,,,0.0
I think it’s [Inaudible] ‘cause it’s the same thing so when [Inaudible] here if you won’t want to go [Inaudible].,student,20,0,,0.0,
Okay.  Any other questions?  Any other ideas about that? Student J?,teacher,11,0,0.0,,1.0
It starts at Boston?,student,4,0,,,
Yeah.,teacher,1,0,,,0.0
So every time I was trying to play the distance from Boston then it tells a zero to tell you that’s where Boston is on the [Inaudible].,student,27,1,,0.0,
"Okay.  Would we always start in Boston, though?  I mean I know we are in Boston.  We’re going to do a trip together just to practice.  A practice trip together and I want to start in a different city.  Just ‘cause we’re already here. Let’s try something different.",teacher,48,0,1.0,,0.0
[Inaudible],student,1,0,,,
Student S?,teacher,2,0,,,0.0
My answer is just like Student J’s because if [Inaudible],student,10,0,,0.0,
Mm-hm.,teacher,1,0,0.0,,0.0
So that’s why it’s the same.,student,6,0,,,
Are you telling me that the cities listed vertically are the same cities listed horizontally?,teacher,15,2,0.0,,0.0
No.  Kind of because this way [Inaudible] they’re still the same as boxed in [Inaudible].  So it’s the same ‘cause you can see it’s just the [Inaudible].,student,27,0,,1.0,
Okay.  Student J?,teacher,3,0,0.0,,0.0
"Well, I think that what [Inaudible] is trying to say is see this row, like Boston, Mass is right here but this is [Inaudible].  And then right here is Boston Mass [Inaudible].",student,32,2,,0.0,
Okay.  Student J?,teacher,3,0,0.0,,0.0
"I think the zero represents the Boston, Mass [Inaudible] 446 represents Washington, DC.",student,13,1,,0.0,
From where?  That’s the question.  Where does the 446 represent?  Can you all find that?  What does it represent?,teacher,19,0,1.0,,1.0
[Inaudible] Like the miles from Washington from Boston.,student,8,0,,0.0,
[Inaudible],multiple students,1,0,,,
"Student V, what do you have out?  Student V, put that away. And my next question did you hear what Student C said?  He said something pretty important.  Did you hear it?  Hm?",teacher,33,0,,,0.0
No.,student,1,0,,,
"No?  Could you say that again, Student C?  The 446.  What does that represent?",teacher,14,0,,,1.0
Washington from Boston.,student,3,0,,,
"Student V, did you hear what he said?",teacher,8,0,,,1.0
Yes.,student,1,0,,,
What did he say?,teacher,4,0,,,1.0
[Inaudible],student,1,0,,,
Turn around so I can hear you.,teacher,7,0,,,0.0
He said [Inaudible] Washington [Inaudible].,student,5,0,,,
Do you agree?  Can you put it in your own words?,teacher,11,0,0.0,,0.0
[Inaudible],student,1,0,,,
"And speak up a little bit, honey.  I’m having trouble hearing you.",teacher,12,0,,,0.0
That’s the mileage to Washington and to Boston [Inaudible].,student,9,0,,0.0,
Well said.  What if we want to come back?,teacher,9,0,0.0,,0.0
We just [Inaudible].,student,3,0,,,
Okay.  Okay.  Good.  Student J?,teacher,5,0,,,0.0
I think it tells you how many miles you have to drive to get to another city.,student,17,0,,0.0,
"Right.  That’s what the whole chart tells you.  This is a mileage chart.  In Social Studies when we look at some of those maps they may have mileage charts on them also. Okay?  We may see this in Social Studies.  But we’re going to do it for math today. Okay.  Let’s just do a trip together.  Let’s see, Student V, where should we start?  Not Boston.  Anywhere else.",teacher,68,1,1.0,,1.0
"Orlando, Florida?",student,2,0,,,
Okay.  And how about Student S?  We’re leaving from Orlando. And where should we go?,teacher,15,0,,,0.0
[Inaudible],student,1,0,,,
Pardon me?,teacher,2,0,,,0.0
Los Angeles?,student,2,0,,,
"Los Angeles.  Okay.  Student D, turn around.  I want you to work on this desk.  Student D, all the way around with your knees under your desk and you can leave the attitude at the door.  So, how many miles from Orlando, Florida to Los Angeles is it, Student S?",teacher,50,0,,,0.0
[Inaudible],student,1,0,,,
Where I can see.,teacher,4,0,,,0.0
570.,student,1,0,,,
"570?  Do you agree, Student M?  I saw Student S doing math to figure that out.  Do we have to do math to figure out the mileage from one city to the next?",teacher,33,0,,,0.0
No.,student,1,0,,,
"No.  How can we find out the mileage from one city to the next city?  Do you know, Student T?  Student Z?",teacher,22,0,,,0.0
[Inaudible],student,1,0,,,
How did you figure that out?,teacher,6,0,,,1.0
Because –,student,2,0,,,
Listen to Student S.,teacher,4,0,,,0.0
